SA2_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
101061542,58,0,0,0,58,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,392,38,7,3,445,0,0,0,450,11,0,466,126,21,0,0,149,0,0,0,154,12,0,158,72,14,0,0,81,0,0,0,81,4,0,87,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,206,27,6,0,240,0,0,0,243,11,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,27,6,0,240,0,0,0,243,11,0,254,17,6,0,0,30,0,0,0,30,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,230,32,4,0,269,0,0,0,270,20,0,288,180,32,0,0,209,3,0,3,214,6,3,223,105,18,3,0,122,0,0,0,122,4,0,132
101061543,38,4,0,4,42,22,0,58,0,0,0,5,5,0,0,0,5,0,0,6,216,32,7,9,263,8,0,8,269,39,4,309,70,0,5,0,68,0,0,0,68,4,0,77,56,7,0,4,70,0,0,0,70,0,0,75,0,0,0,0,10,0,0,0,10,0,0,3,4,0,0,0,6,0,0,0,6,0,0,6,128,13,0,4,146,0,0,0,154,10,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,13,0,4,150,0,0,0,151,10,0,160,19,6,0,0,25,0,0,0,30,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,149,15,6,3,177,0,4,4,183,21,5,202,74,9,0,0,82,0,0,0,84,5,0,86,60,8,3,0,73,0,0,0,71,6,0,79
101061544,29,0,0,0,27,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,154,21,5,6,184,0,0,0,187,7,0,201,28,0,0,0,31,0,0,0,31,0,0,34,31,8,0,0,39,0,0,0,39,0,0,39,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,66,8,3,0,79,0,0,0,79,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,3,0,84,0,0,0,80,0,0,83,10,3,0,0,15,0,0,0,17,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,81,15,3,0,100,0,0,3,101,5,0,112,39,8,0,0,39,0,0,0,39,0,0,44,38,4,0,0,47,0,0,0,47,0,0,44
102011028,25,0,0,0,30,5,0,36,0,0,0,0,0,0,0,0,0,0,4,3,206,41,9,3,255,3,0,3,260,11,4,276,56,5,0,0,62,0,0,0,66,3,0,68,70,8,7,4,82,0,4,0,88,3,0,93,11,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,138,16,5,4,161,0,4,4,159,5,0,170,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,136,16,5,4,158,0,4,4,165,5,0,172,9,0,0,0,9,0,0,0,9,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,144,16,5,4,170,0,4,4,175,12,0,183,60,9,6,0,71,0,0,0,74,4,0,78,83,23,5,0,109,0,0,5,108,3,3,119
102011029,46,0,0,0,46,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,232,48,8,0,294,0,3,4,298,20,0,318,56,8,0,0,68,0,0,4,74,6,0,77,63,15,9,0,91,0,0,0,89,5,0,93,4,0,7,0,13,0,0,0,13,0,0,13,0,0,0,0,3,0,0,0,3,0,0,3,123,27,15,0,169,0,0,4,173,10,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,129,28,15,0,166,0,0,4,177,10,0,188,14,5,0,0,23,0,0,0,23,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,142,37,17,0,189,0,0,4,196,18,0,215,67,22,0,0,88,0,0,0,92,8,0,93,61,24,4,0,86,0,0,0,86,4,0,90
102011030,14,0,0,0,14,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,75,15,5,0,95,0,0,0,93,9,0,106,26,0,0,0,31,0,0,0,27,3,0,32,11,4,0,0,17,0,0,0,18,0,0,21,5,3,0,0,8,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,41,5,6,4,55,0,0,0,57,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,6,4,55,0,0,0,55,3,0,60,4,0,0,0,13,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,47,8,5,4,65,0,0,0,73,10,0,77,34,5,0,0,40,0,0,0,40,0,0,40,26,5,0,0,32,0,0,0,32,0,0,34
102011031,31,0,0,0,37,9,0,44,0,0,0,0,0,0,0,0,0,0,7,4,267,56,19,7,347,4,6,7,355,23,6,381,69,5,5,0,81,0,0,5,81,7,0,85,94,20,0,0,115,0,0,0,115,5,0,119,9,3,3,0,21,0,0,0,21,0,0,21,3,0,0,0,8,0,0,0,8,0,0,8,172,34,11,0,212,0,0,5,218,13,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,4,0,0,4,172,36,11,0,214,0,0,5,215,13,0,232,17,10,0,0,21,0,0,0,21,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,189,40,11,0,240,0,0,5,242,20,0,264,84,8,8,0,99,0,0,0,98,7,0,107,105,27,11,0,141,0,0,0,143,9,0,147
102011032,68,5,0,5,75,14,0,88,0,0,0,0,0,0,0,0,0,0,4,5,274,61,14,4,358,9,0,9,371,28,4,403,62,15,3,0,80,5,0,5,82,10,0,92,64,20,0,0,81,0,0,0,81,4,0,85,4,6,11,0,21,0,0,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,127,36,13,0,179,5,0,5,181,17,0,199,6,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,8,0,0,0,4,0,0,4,136,39,13,0,186,7,0,7,188,17,0,208,22,5,0,0,33,0,0,0,38,8,0,44,0,0,0,0,0,0,0,0,0,0,0,5,160,48,13,0,223,4,0,4,225,29,0,259,75,15,8,0,96,3,0,5,97,3,0,105,73,25,4,0,101,3,0,3,110,3,0,112
102011033,39,0,0,0,39,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,155,38,12,3,208,4,0,4,212,16,0,228,38,9,0,0,48,0,0,0,47,4,0,55,27,8,0,0,40,0,0,0,40,3,0,43,4,0,3,0,8,0,0,0,8,0,0,9,0,0,0,0,6,0,0,0,6,0,0,4,68,17,5,6,93,0,0,0,97,11,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,17,5,6,98,0,0,0,96,11,0,106,21,5,0,0,25,0,0,4,24,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,87,24,5,6,118,4,0,4,122,15,0,141,52,14,4,0,72,0,0,0,73,3,0,76,58,10,0,0,74,0,0,0,74,8,0,76
102011034,35,0,0,0,32,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,136,31,10,0,179,4,0,4,184,18,0,202,50,3,4,0,56,0,0,0,57,7,0,62,47,12,3,0,59,0,0,4,62,0,0,65,3,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,96,18,12,0,124,0,0,6,126,7,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,18,12,0,124,4,0,10,125,7,0,138,12,3,0,0,13,0,0,0,13,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,110,19,8,0,140,4,0,10,143,14,0,158,48,8,0,0,52,0,0,0,54,3,0,61,45,12,0,0,58,4,0,4,63,0,0,64
102011035,26,0,0,0,30,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,165,30,13,0,208,0,5,4,213,11,0,227,49,3,0,0,53,0,0,0,56,0,0,59,41,17,0,0,60,0,0,0,56,4,0,61,4,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,95,19,3,0,116,6,0,6,124,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,19,3,0,116,6,0,6,124,3,0,127,23,3,0,0,21,0,4,0,27,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,117,25,8,0,137,3,4,9,150,7,3,163,46,7,3,0,56,0,0,0,60,4,0,63,54,8,7,0,62,0,0,0,69,3,0,68
102011036,37,0,3,4,41,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,200,46,21,0,262,8,3,3,269,24,0,289,51,8,4,0,60,0,0,0,63,8,0,64,58,6,3,0,69,0,0,0,70,10,0,76,8,0,0,0,16,0,0,0,16,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,118,18,11,0,147,0,0,4,149,15,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,118,18,9,0,143,0,0,4,150,14,0,162,23,6,0,0,33,0,0,0,29,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,142,26,9,0,178,0,0,3,182,25,0,202,67,21,3,0,90,3,0,3,92,0,0,93,58,11,4,0,75,0,0,0,75,10,0,88
102011037,16,0,0,0,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,114,30,13,0,161,0,0,0,161,10,0,168,19,7,0,0,27,0,0,0,27,0,0,29,35,6,3,0,42,0,0,0,46,3,0,47,5,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,63,9,3,0,79,0,0,0,78,6,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9,3,0,80,0,0,0,78,6,0,85,14,0,3,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,79,13,9,0,101,0,0,0,101,6,0,111,39,8,6,0,40,0,0,0,40,6,0,49,39,10,5,0,56,0,0,0,56,0,0,57
102011038,20,0,0,0,20,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,151,33,19,4,199,0,0,0,199,13,0,209,55,12,3,0,60,0,0,0,60,0,0,65,44,7,0,0,58,0,0,0,58,0,0,60,4,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,101,18,6,0,127,0,0,0,127,4,0,128,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,109,18,6,0,133,0,0,0,133,4,0,135,9,3,0,0,6,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,117,19,6,0,143,0,0,0,143,7,0,146,50,7,3,0,62,0,0,0,63,6,0,70,54,12,7,0,69,3,0,3,71,0,0,78
102011039,56,0,0,0,56,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,332,70,10,3,425,3,0,8,429,24,5,452,83,17,3,0,96,0,0,0,98,7,0,104,88,23,4,0,118,0,0,0,117,8,0,130,11,0,3,0,15,0,0,0,15,0,0,16,0,0,0,0,5,0,0,0,5,0,0,3,182,42,11,0,232,0,0,4,239,17,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,0,4,4,4,0,0,7,185,41,11,0,231,0,5,7,238,19,0,256,20,3,4,0,25,0,0,0,25,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,203,46,11,0,263,0,5,7,265,23,0,297,112,19,12,0,137,3,0,3,140,5,0,149,123,25,7,0,162,0,0,0,158,10,0,171
102011040,77,3,0,3,76,21,0,94,0,0,0,4,3,0,0,0,3,0,0,5,321,77,22,13,434,7,0,7,439,38,3,481,70,8,3,0,83,0,0,0,85,5,0,89,72,22,6,0,100,0,0,0,103,6,0,112,11,10,5,0,20,0,0,0,20,0,0,21,5,0,0,0,5,0,0,0,5,0,0,5,162,32,13,0,207,9,0,9,212,19,0,223,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,6,162,30,13,0,211,9,0,9,214,19,0,228,46,9,3,0,58,0,0,0,58,17,0,75,0,0,0,0,0,0,0,0,0,0,0,0,210,43,16,0,269,9,0,9,273,37,0,305,78,10,9,0,98,0,0,0,99,7,0,104,87,21,5,0,112,4,0,0,117,13,0,125
102011041,38,5,0,5,45,7,0,51,0,0,0,0,0,0,0,0,0,0,0,0,302,48,22,3,377,3,0,3,381,19,0,401,75,15,0,0,93,0,0,0,93,6,0,94,92,17,3,0,110,0,0,0,110,0,0,114,12,0,6,0,16,0,0,0,16,0,0,15,0,0,0,6,0,0,0,0,3,0,0,8,176,33,12,6,221,0,0,0,218,3,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,33,12,6,220,0,0,0,220,3,0,228,15,0,0,0,16,0,0,3,18,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,188,34,6,6,239,4,0,0,242,9,0,251,102,21,4,0,127,0,0,0,127,4,0,128,90,25,11,0,128,0,0,0,128,6,0,136
102011042,30,0,0,0,33,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,149,34,17,4,198,0,3,5,207,19,0,230,44,8,4,4,57,0,0,0,60,4,0,62,37,4,4,0,52,0,0,0,52,4,0,58,6,0,0,0,8,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,88,17,11,3,120,0,0,5,125,12,0,135,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,3,0,0,6,96,16,11,3,126,3,0,3,130,8,0,142,19,3,0,0,24,0,3,3,29,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,111,19,12,3,150,0,0,8,149,19,0,170,58,9,5,0,73,0,0,0,76,4,0,81,39,7,0,0,48,3,0,3,52,9,0,69
102011043,47,4,0,3,57,12,0,64,0,0,0,0,0,0,0,0,0,0,0,0,210,45,20,4,273,6,8,7,282,32,3,321,37,7,0,0,44,0,0,0,41,7,0,52,46,15,6,0,66,0,0,0,66,0,0,71,4,0,0,0,10,0,0,0,10,6,0,8,0,0,0,0,0,0,0,0,0,0,0,4,89,19,3,0,116,0,0,0,119,11,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,91,22,3,0,120,0,0,0,120,11,0,136,17,4,3,0,24,7,0,7,27,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,103,26,10,0,146,6,0,7,148,18,0,168,48,14,0,0,64,0,0,3,65,8,0,78,59,9,7,3,75,0,0,0,75,5,0,83
102021044,65,0,0,0,70,24,0,92,0,0,0,0,0,0,0,0,0,0,0,0,383,107,25,6,520,9,6,8,530,48,0,581,107,22,8,0,136,3,0,3,132,4,0,140,94,18,17,0,128,0,0,0,130,10,0,143,12,4,4,0,14,0,0,0,17,0,0,17,8,0,0,0,8,0,0,0,8,0,0,8,216,46,20,0,284,4,0,4,287,18,0,304,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,6,0,0,0,6,0,0,6,218,48,20,0,289,4,0,4,297,18,0,306,36,11,0,0,47,0,0,0,49,13,0,58,0,0,0,0,0,0,0,0,0,0,0,0,253,58,24,0,336,6,0,6,342,30,0,370,113,22,6,0,146,4,0,4,151,11,0,164,101,22,11,0,135,4,0,4,138,13,0,150
102021045,63,0,0,0,63,20,0,89,0,0,0,0,0,0,0,0,0,3,0,3,179,43,18,6,236,8,0,8,242,41,0,284,38,3,9,0,56,0,0,0,56,3,0,55,47,16,6,0,67,0,0,0,67,8,0,76,4,0,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,91,27,12,0,134,0,0,0,134,16,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,27,12,0,134,0,0,0,134,17,0,148,25,8,0,0,36,0,0,0,36,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,122,31,12,3,169,0,0,0,169,29,0,202,44,6,5,0,59,3,0,3,61,10,0,65,45,7,0,0,59,0,0,0,59,3,0,63
102021046,26,3,0,3,27,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,130,29,13,0,169,6,0,6,175,16,0,189,32,4,5,0,37,0,0,0,37,4,0,43,39,9,0,0,55,0,0,0,55,7,0,57,8,0,0,0,8,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,78,17,5,0,95,0,0,0,95,10,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,14,5,0,99,0,0,0,99,10,0,114,3,3,0,0,10,0,0,0,11,3,5,19,0,0,0,0,0,0,0,0,0,0,0,0,86,17,5,4,112,0,0,0,112,18,3,129,36,7,0,0,37,0,0,0,41,0,0,42,41,4,9,0,52,0,0,0,52,4,0,54
102021047,72,3,0,3,76,10,0,82,0,0,0,0,0,0,0,0,0,0,0,0,339,77,21,6,452,10,0,12,458,25,0,481,66,21,4,0,90,0,0,4,95,3,0,95,71,13,14,0,99,0,0,0,94,8,0,105,16,0,0,0,23,0,0,0,23,0,0,27,3,0,0,4,3,0,0,0,3,0,0,3,150,41,17,7,211,3,0,3,218,14,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,152,41,17,7,217,3,0,3,221,14,0,234,34,0,3,0,47,0,0,0,45,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,188,47,17,7,261,4,0,6,263,20,0,286,91,24,10,0,125,0,0,0,125,3,0,127,91,11,9,0,116,0,0,0,116,13,0,127
102021048,86,0,3,3,81,32,0,118,0,0,0,0,0,0,0,0,0,0,5,0,258,67,33,8,364,3,3,4,366,46,5,416,66,9,9,0,82,0,0,0,82,6,0,86,80,17,3,0,103,0,0,0,102,5,0,106,7,0,0,0,14,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,155,28,11,3,199,5,0,5,200,8,0,210,4,0,0,0,0,0,0,0,0,6,0,5,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,8,0,0,0,8,6,0,11,160,25,11,3,203,5,0,5,204,11,0,220,41,11,0,3,57,0,3,6,68,18,0,83,0,0,0,0,0,0,0,0,0,0,0,0,197,45,18,7,267,0,3,6,273,34,0,308,94,10,11,0,112,0,0,0,115,8,0,120,66,24,3,4,97,0,0,0,97,7,0,103
102021049,13,0,0,0,13,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,81,20,12,0,105,0,0,0,105,6,0,108,26,0,0,0,30,0,0,0,30,6,0,32,23,0,0,0,23,0,0,0,23,0,0,25,4,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,7,0,0,0,7,0,0,7,54,3,0,5,60,0,0,0,60,7,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,5,60,0,0,0,60,7,0,61,3,0,0,0,11,0,0,0,11,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,55,5,4,5,73,0,0,0,73,8,0,80,37,6,5,0,44,0,0,0,44,3,0,54,26,6,0,0,32,0,0,0,32,0,0,32
