SA2_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
110041205,52,0,0,0,52,19,0,69,0,0,0,0,0,0,0,0,0,0,0,0,531,42,12,5,597,8,0,8,599,35,0,637,171,14,0,0,189,0,0,0,190,6,0,200,131,12,0,0,144,0,0,0,144,4,0,153,6,0,0,0,10,0,0,0,10,0,0,8,0,0,0,3,7,0,0,0,3,0,0,3,309,32,3,5,348,5,0,5,348,15,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,312,32,3,5,349,4,0,4,351,15,0,365,18,6,5,3,26,0,0,0,26,17,0,45,0,0,0,0,0,0,0,0,0,0,0,0,334,34,8,6,377,4,0,4,383,25,3,407,218,19,3,0,238,3,0,3,241,7,0,249,121,16,0,0,140,0,0,0,141,3,0,144
111011206,38,0,0,0,38,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,366,45,10,3,435,0,0,0,436,22,5,460,97,6,0,0,110,0,0,0,109,10,0,125,101,9,4,0,113,0,0,0,112,0,0,114,3,0,5,0,9,0,0,0,9,4,0,8,0,0,0,0,0,0,0,0,3,0,0,3,196,18,10,0,225,8,0,8,231,15,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,201,18,10,0,229,6,0,6,236,15,0,251,20,5,3,0,36,0,0,0,36,16,0,51,0,0,0,0,0,0,0,0,0,0,0,0,222,21,8,0,262,6,0,6,268,36,0,305,102,18,4,0,130,0,0,0,127,9,0,136,149,12,4,0,162,0,0,0,162,5,0,163
111011207,7,0,0,0,12,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,90,15,4,0,107,5,0,5,110,13,0,120,20,0,0,0,20,0,0,0,20,3,0,23,17,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,45,0,0,0,45,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,45,0,0,0,45,3,0,49,6,0,0,0,5,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,52,0,0,0,48,4,0,55,22,6,0,0,26,0,0,0,32,3,0,31,37,4,0,0,45,0,0,0,45,3,0,52
111011208,72,3,0,3,71,16,0,85,0,0,0,0,0,0,0,0,0,0,0,0,524,83,21,6,644,8,4,8,643,45,0,689,134,23,0,5,156,0,0,0,160,5,0,168,156,29,9,7,192,0,0,0,198,3,0,202,7,0,4,0,11,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,295,48,9,6,364,0,4,4,367,11,0,379,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,9,0,0,9,303,50,9,6,369,0,4,5,373,11,0,384,23,3,6,0,29,0,0,0,31,19,0,56,0,0,0,0,0,0,0,0,0,0,0,0,325,53,12,11,402,3,4,5,408,34,0,439,142,26,0,0,168,3,5,3,175,8,0,184,169,25,7,0,205,0,3,3,207,4,0,211
111011209,70,3,0,3,72,15,0,88,0,0,0,0,0,0,0,0,0,0,4,4,533,71,13,0,616,8,0,8,623,40,7,665,133,10,0,0,147,0,0,0,151,12,0,160,149,12,7,0,171,3,0,3,176,9,0,184,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,292,27,4,5,325,3,0,3,332,21,0,350,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,8,0,0,0,8,0,0,8,295,29,6,5,334,3,0,3,340,21,0,361,46,4,4,0,57,0,0,0,57,17,0,71,0,0,0,0,0,0,0,0,0,0,0,0,343,36,9,5,391,3,0,3,394,32,0,428,188,25,3,5,219,0,0,0,220,19,0,238,181,23,8,0,209,4,0,6,216,4,0,221
111011210,27,3,0,3,27,27,0,56,0,0,0,0,0,0,0,0,0,0,0,0,136,27,4,0,165,3,0,5,168,35,0,202,32,4,0,0,34,0,0,0,34,0,0,34,36,4,0,0,46,0,0,0,49,10,0,53,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,9,3,0,82,0,0,0,87,10,0,93,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80,9,3,0,91,0,0,0,90,10,0,95,6,4,0,0,7,4,0,4,16,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,85,9,3,0,98,4,0,4,106,17,0,124,36,0,0,0,41,0,0,0,41,4,0,43,46,4,0,0,51,0,0,0,49,8,0,51
111011211,11,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,85,13,6,6,111,0,0,0,111,11,0,119,25,0,0,0,26,0,0,0,26,0,0,26,37,0,4,0,45,0,0,0,45,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,4,0,75,0,0,0,75,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,4,0,75,0,0,0,75,0,0,74,5,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,72,6,4,0,81,0,0,0,81,0,0,83,37,0,0,0,34,0,0,0,34,0,0,37,41,11,0,0,53,0,0,0,53,3,0,58
111011212,31,0,0,0,31,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,238,48,7,0,293,0,0,0,291,16,0,311,53,12,3,0,64,0,0,0,64,7,0,70,89,15,0,0,101,0,0,0,101,3,0,106,3,0,0,0,4,0,0,0,4,0,0,5,0,0,0,3,3,0,0,0,3,0,0,5,138,26,3,3,172,0,0,0,171,11,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,26,3,3,173,0,0,0,174,13,0,185,15,0,0,0,18,0,0,0,17,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,158,25,3,6,191,0,0,0,198,19,0,213,72,16,5,0,95,0,0,0,91,10,0,99,70,20,4,0,90,0,0,0,89,3,0,97
111011213,34,0,0,0,34,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,381,39,4,3,433,5,0,9,440,17,0,452,101,9,4,0,118,0,0,0,113,9,0,119,131,14,3,0,151,0,0,0,153,5,0,160,4,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,241,23,10,0,274,4,0,6,277,14,0,286,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,7,0,0,0,7,0,0,3,247,22,10,0,276,4,0,6,279,7,0,295,21,0,0,0,20,0,0,0,20,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,267,23,12,0,297,4,0,6,305,12,0,320,113,5,0,0,123,4,0,4,127,3,0,131,155,16,5,0,172,0,0,3,178,3,3,183
111011214,36,0,0,0,36,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,294,27,13,3,335,3,0,3,338,23,0,365,88,6,3,0,94,0,0,0,94,4,0,97,81,6,0,0,87,0,0,0,87,0,0,86,6,0,4,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,175,14,3,0,191,0,0,0,191,6,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,14,8,0,199,0,0,0,199,6,0,198,18,0,0,0,23,0,0,0,23,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,197,17,8,0,221,0,0,0,221,12,3,232,112,4,3,0,122,3,0,6,128,4,0,134,106,8,4,0,125,0,0,3,124,4,0,128
111021215,27,0,0,0,27,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,145,21,3,5,171,0,0,0,174,18,0,194,48,8,0,0,59,0,0,0,59,8,0,61,40,3,3,0,44,0,0,0,44,3,0,48,10,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,91,14,3,5,110,0,0,0,110,11,0,123,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,14,3,5,118,0,0,0,118,10,0,122,17,3,0,0,16,0,0,0,17,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,111,16,0,5,132,0,0,0,137,14,0,150,51,5,0,0,63,0,0,0,63,3,0,62,58,8,0,0,75,0,0,0,70,0,0,73
111021216,26,0,0,0,26,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,137,33,6,0,184,8,0,8,187,25,4,215,32,0,4,0,39,0,0,0,43,4,0,47,31,19,0,0,54,0,0,0,54,3,0,58,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,74,18,9,0,101,0,0,0,105,10,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,71,18,9,0,104,0,0,0,108,10,0,112,16,0,0,0,22,0,0,0,23,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,85,25,4,8,123,0,0,4,126,19,5,153,69,7,3,0,77,0,0,0,82,3,0,84,54,11,0,0,64,0,0,0,64,3,0,72
111021217,66,0,3,3,73,17,0,89,0,0,0,0,0,0,0,0,0,0,0,0,446,56,16,5,520,6,6,5,531,26,4,559,104,11,0,0,118,0,0,0,118,3,0,124,105,20,0,0,122,0,0,0,127,4,0,130,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,4,0,0,0,4,0,0,4,222,28,5,5,258,0,0,0,261,9,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,218,32,5,5,259,0,0,0,260,9,0,272,31,3,4,0,37,0,0,0,37,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,245,32,6,5,294,0,0,0,297,14,0,314,134,18,3,0,153,0,0,0,153,3,0,157,120,15,0,0,138,0,0,5,138,9,0,144
111021218,62,0,0,0,64,17,0,82,0,0,0,0,0,0,0,0,0,0,0,0,276,55,23,3,358,5,6,7,364,35,6,411,71,4,10,0,89,0,0,0,91,4,0,95,60,26,6,0,90,0,0,0,90,4,0,96,12,3,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,146,41,11,0,196,0,0,0,197,9,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,152,38,11,0,200,0,0,0,198,9,0,206,19,3,0,0,31,0,0,3,27,11,0,45,0,0,0,0,0,0,0,0,0,0,0,0,167,44,15,0,229,6,0,4,231,20,3,257,101,9,9,0,114,0,0,0,114,5,0,116,87,29,0,0,113,3,0,0,114,5,0,118
111021219,32,4,0,4,37,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,183,20,5,6,224,10,0,10,231,27,0,257,65,5,4,0,75,0,0,0,78,5,0,84,47,3,0,0,51,0,0,4,58,3,0,58,3,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,4,0,0,0,4,0,0,0,114,16,7,0,137,3,0,4,139,14,0,154,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,117,16,7,0,140,3,0,4,143,14,0,154,19,0,0,0,24,0,0,0,25,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,140,19,7,0,161,3,0,6,164,25,4,187,82,0,0,0,88,0,0,0,88,5,0,95,64,13,6,0,80,0,0,0,82,4,0,86
111021220,27,0,0,0,27,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,144,22,3,5,174,3,0,5,179,13,3,193,52,7,0,0,60,0,0,0,60,3,0,63,48,9,0,0,56,0,0,0,58,7,0,59,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,19,0,0,122,0,0,0,123,8,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,19,0,0,124,0,0,0,126,8,0,136,12,4,3,0,14,0,0,0,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,109,25,7,0,142,0,0,0,141,9,0,155,57,9,0,0,68,0,0,0,68,5,0,68,53,12,5,0,67,0,0,0,67,6,3,76
111021221,38,0,0,0,39,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,169,16,5,0,185,0,0,0,186,3,0,190,46,5,0,0,53,0,0,0,53,6,0,54,47,10,0,0,58,0,0,0,58,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,15,0,0,110,0,0,0,110,4,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,15,0,0,105,0,0,0,105,4,0,109,19,0,5,0,19,0,0,0,19,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,105,13,4,0,128,0,0,0,128,5,0,132,40,11,0,0,50,0,0,0,50,0,0,54,46,8,0,0,55,0,0,0,55,0,0,49
111031222,38,0,0,0,38,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,452,63,18,6,531,7,0,8,543,22,0,567,109,13,7,0,129,0,0,0,129,6,0,137,115,27,0,0,143,0,0,0,141,4,0,146,5,0,0,0,5,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,232,43,5,0,274,0,0,0,276,13,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,43,5,0,274,0,0,0,276,13,0,290,14,0,0,0,14,0,0,0,15,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,245,38,8,0,292,0,0,5,289,14,0,306,172,22,4,0,204,0,0,0,204,11,0,212,143,27,9,0,182,0,0,0,185,4,0,186
111031223,43,0,0,0,42,11,0,49,0,0,0,0,0,0,0,0,0,0,0,0,107,34,6,0,156,0,0,6,157,10,0,170,27,4,0,0,29,0,0,0,29,0,0,27,20,6,0,0,31,0,0,0,31,9,0,38,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,11,0,0,62,0,0,0,62,11,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11,0,0,62,0,0,0,62,11,0,67,14,7,0,0,23,0,0,0,20,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0,0,84,0,0,0,83,14,0,106,26,6,0,0,34,3,0,0,37,0,0,36,31,8,0,0,38,0,4,4,37,3,0,39
111031224,25,0,0,0,25,6,0,30,0,3,0,0,3,0,0,0,3,0,0,3,229,35,3,0,273,0,0,4,272,9,0,277,65,6,3,0,74,0,0,0,78,0,0,77,66,10,0,0,79,0,0,0,79,0,0,79,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,133,19,5,0,160,0,0,0,160,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,19,5,0,160,0,0,0,160,0,0,162,10,0,0,0,14,0,0,0,14,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,146,20,5,0,172,0,0,0,175,3,0,181,76,5,0,0,77,0,0,0,82,5,0,87,77,11,0,0,93,0,0,0,93,0,0,93
111031225,42,0,0,0,45,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,427,62,17,3,507,7,3,6,509,33,0,535,100,17,7,0,121,0,0,0,121,3,0,123,139,17,4,0,164,0,0,0,168,3,0,169,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,240,38,14,5,295,0,0,0,292,8,0,303,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,245,38,14,5,292,0,0,0,296,8,0,311,15,0,0,0,19,0,5,5,19,6,0,27,0,0,0,0,0,0,0,0,0,0,0,4,267,38,14,5,316,0,5,5,322,17,0,334,161,16,5,0,179,0,0,0,182,11,0,192,171,18,3,0,191,0,0,3,194,3,0,199
111031226,57,0,0,0,59,19,0,80,0,0,0,0,0,0,0,0,0,0,0,0,474,53,7,3,539,5,4,12,553,41,5,594,131,14,0,0,148,0,0,4,145,7,0,154,125,8,4,0,138,0,0,0,137,5,0,146,0,0,0,0,9,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,255,24,3,0,291,7,0,8,297,18,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,8,0,0,0,5,0,0,5,263,28,3,0,297,7,4,8,303,18,0,316,39,3,0,0,40,0,0,3,43,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,298,30,3,0,337,9,0,6,348,26,0,369,181,26,5,0,215,0,0,3,218,10,0,229,136,14,8,6,160,3,0,8,162,0,0,166
111031227,27,0,0,0,29,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,188,44,0,0,231,3,0,3,242,15,0,261,48,6,0,0,61,0,0,0,57,3,0,63,44,9,0,0,57,0,0,0,57,5,0,59,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,95,18,5,0,116,0,0,0,114,5,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,6,0,0,6,92,17,5,0,120,0,0,0,120,5,0,130,18,4,0,0,23,0,0,0,23,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,113,19,5,0,139,3,0,3,147,15,0,162,67,0,0,0,63,0,0,3,69,3,0,69,45,11,6,0,62,6,0,6,65,5,0,68
111031228,34,0,0,0,36,5,0,38,0,0,0,0,4,0,0,0,4,0,0,4,395,41,10,0,449,3,0,3,456,13,0,469,122,16,0,0,134,3,0,3,140,3,0,144,103,18,0,0,121,0,0,0,121,5,0,122,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,224,34,3,0,258,3,0,3,265,6,0,272,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,5,0,0,0,5,0,0,5,226,34,5,0,265,3,0,3,271,6,0,277,30,3,0,0,26,0,0,0,26,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,254,35,5,0,297,3,0,3,301,9,0,309,138,25,0,0,164,4,0,3,170,12,0,179,137,31,0,0,172,0,0,0,169,14,0,179
111031229,15,0,0,0,15,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,135,22,3,3,160,0,0,0,162,9,0,174,37,3,0,0,46,0,0,0,46,0,0,43,50,3,0,0,53,0,0,0,53,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0,0,101,0,0,0,101,6,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,12,0,0,102,0,0,0,102,6,0,104,12,0,0,0,16,0,0,0,16,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,96,15,0,0,119,0,0,0,119,6,0,121,52,6,0,0,50,0,0,0,50,3,0,54,61,8,0,0,67,0,0,0,67,0,0,71
