SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
211011258,141,0,0,0,143,21,0,161,619,46,18,0,689,11,4,15,706,26,0,734,746,105,18,3,870,6,0,7,877,31,0,911,81,10,8,0,96,0,0,0,96,8,0,104,7,3,0,15,25,0,0,0,25,0,0,25,1448,167,47,19,1681,23,4,25,1705,61,0,1768,14,0,0,0,14,6,0,6,16,0,0,16,25,0,0,0,21,3,0,3,21,0,0,21,36,4,0,0,37,8,0,8,41,0,0,41,1485,168,47,19,1712,28,4,34,1745,61,0,1806,270,20,9,7,309,3,0,3,314,30,0,346,6,0,0,0,6,0,0,0,6,0,7,9,1755,193,53,24,2030,34,4,33,2067,92,10,2167
211011259,109,5,0,4,112,5,0,120,677,84,9,4,776,14,7,19,796,31,0,820,925,185,10,0,1126,9,10,16,1144,28,0,1173,92,17,16,3,126,0,0,0,126,0,0,124,12,0,0,12,20,0,0,0,20,0,8,22,1710,279,36,17,2042,24,9,39,2086,55,8,2144,17,4,0,0,18,0,0,0,19,0,0,19,45,10,0,3,50,0,0,0,55,5,0,56,59,14,0,3,71,4,0,4,73,5,0,77,1766,294,32,19,2114,32,9,45,2158,56,8,2223,431,77,6,18,534,11,0,15,547,82,0,629,4,0,0,6,14,0,0,0,14,0,6,17,2201,374,46,49,2663,42,13,54,2716,144,10,2872
211011260,175,0,0,0,175,29,0,203,890,92,8,5,998,8,9,20,1017,43,0,1066,1000,183,8,0,1197,3,5,16,1206,37,0,1244,99,18,10,0,127,3,4,3,131,3,0,134,9,8,0,18,32,0,0,0,32,0,0,33,1998,306,34,17,2355,18,20,37,2394,87,0,2480,26,0,0,0,34,0,0,0,34,0,0,34,50,0,3,0,56,0,4,4,63,0,0,63,78,9,3,0,94,0,4,4,93,0,0,93,2078,308,36,17,2445,18,18,42,2484,87,0,2573,442,86,15,6,547,7,0,12,557,87,0,646,0,0,0,6,6,0,0,0,6,0,10,12,2519,396,54,31,2998,28,23,51,3047,178,9,3234
211011446,76,8,0,8,77,6,0,85,744,140,8,3,894,10,4,13,907,29,0,937,1335,206,28,8,1572,25,9,35,1608,61,0,1669,184,21,21,0,231,0,0,0,230,5,0,239,18,0,0,19,36,0,0,0,36,4,0,42,2286,362,59,25,2735,36,13,49,2787,100,7,2889,27,4,0,0,32,0,0,0,32,0,0,31,37,9,0,0,48,0,0,0,45,0,0,45,68,8,0,0,76,0,0,0,73,0,0,76,2353,373,59,25,2809,36,15,54,2860,99,7,2970,516,73,29,12,622,22,7,24,650,95,0,742,6,0,0,0,6,0,0,0,6,0,6,13,2872,442,89,37,3438,56,24,79,3516,193,14,3730
211011447,54,6,0,6,52,9,0,61,547,55,13,4,621,3,0,9,626,32,6,658,846,103,6,11,965,4,0,10,971,28,0,1006,103,19,14,4,134,0,0,0,138,3,0,142,8,3,0,11,22,0,0,0,26,0,0,28,1509,183,33,23,1742,13,3,18,1764,65,5,1835,11,0,0,0,11,0,0,0,13,0,0,13,17,7,3,0,24,0,0,0,24,0,0,24,27,7,3,0,37,0,0,0,35,0,0,35,1536,187,31,23,1779,16,3,22,1799,65,5,1868,319,59,16,4,402,0,4,6,406,56,0,461,4,0,0,6,12,0,0,0,15,0,3,21,1860,246,49,38,2195,18,8,25,2220,114,10,2344
211011448,101,5,0,5,103,16,0,117,632,112,11,0,751,19,4,19,770,39,0,812,1072,105,21,13,1205,9,5,13,1222,26,0,1251,153,14,22,0,187,4,5,3,194,3,0,195,9,0,0,11,27,0,0,0,27,0,5,31,1870,227,43,30,2170,24,9,40,2210,70,5,2283,24,0,0,0,23,0,0,0,22,0,0,28,25,3,0,0,34,9,0,9,41,3,0,47,50,7,0,0,53,4,0,4,60,7,0,72,1919,236,43,30,2224,35,9,47,2270,76,5,2354,402,64,14,9,487,3,0,3,487,33,0,524,5,0,0,11,12,0,0,0,12,0,0,12,2320,303,58,42,2720,39,9,56,2772,114,5,2894
211011449,17,0,0,0,17,0,0,17,200,21,0,0,219,0,0,0,219,17,0,241,360,40,8,0,407,0,3,6,419,9,0,427,42,5,7,0,60,0,0,0,60,4,0,63,0,0,0,4,9,0,0,0,9,0,0,9,607,64,26,6,700,0,3,6,705,30,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,5,0,0,0,5,0,0,5,610,64,22,6,700,0,3,6,709,30,0,741,108,18,0,4,135,0,0,0,135,24,0,158,0,0,0,0,0,0,0,0,0,0,5,5,722,84,22,8,842,4,3,9,843,47,6,899
211021261,200,10,0,7,206,23,0,229,978,111,8,4,1112,32,0,30,1139,54,0,1200,1182,187,15,6,1387,14,10,20,1405,31,5,1445,82,24,9,0,110,0,0,0,110,7,0,119,10,5,0,13,21,0,0,0,21,0,0,21,2252,322,37,27,2629,42,7,52,2686,96,11,2789,19,0,0,0,19,0,0,0,19,4,0,20,36,9,0,0,46,0,0,0,46,8,0,52,54,9,0,0,61,0,0,0,66,10,0,77,2300,328,40,27,2694,49,7,55,2750,106,11,2865,512,68,3,20,599,10,3,18,617,70,0,687,4,0,0,8,9,0,0,0,9,0,13,15,2816,405,42,49,3304,65,11,73,3377,169,22,3565
211021262,137,0,0,0,135,11,0,145,582,49,7,3,643,10,0,10,652,37,0,687,882,120,18,0,1012,13,4,12,1025,19,0,1044,71,4,6,0,88,0,0,0,88,6,0,94,5,0,0,3,11,0,0,0,11,0,0,11,1540,175,33,8,1751,15,5,20,1773,64,0,1834,11,5,0,0,16,0,0,0,16,0,0,16,20,0,0,0,20,0,0,0,20,0,0,20,33,5,0,0,36,0,0,0,36,0,0,36,1575,179,33,8,1790,15,5,20,1807,64,0,1873,299,54,8,0,351,4,0,4,358,35,3,404,7,0,0,0,7,0,0,0,7,0,0,7,1876,233,35,8,2148,23,5,24,2174,101,9,2285
211031263,65,0,0,0,65,7,0,70,438,55,21,0,509,10,0,16,521,30,0,551,872,98,21,3,994,4,0,4,995,19,0,1015,129,5,12,0,138,0,0,0,137,5,0,140,6,0,0,5,10,0,0,0,10,0,0,12,1440,153,47,9,1652,13,5,20,1670,51,5,1716,5,0,0,0,5,4,0,4,10,5,0,14,24,0,0,3,30,0,0,0,30,0,0,30,28,0,0,3,34,4,0,4,38,3,0,42,1469,158,47,13,1682,21,5,20,1701,55,5,1760,291,43,4,5,342,3,0,3,348,36,5,385,3,0,0,0,7,0,0,0,7,0,6,13,1762,199,49,17,2035,23,0,24,2055,92,15,2154
211031265,160,0,0,0,160,22,0,183,981,114,17,3,1116,8,3,14,1130,62,5,1195,1662,156,42,6,1858,9,0,13,1875,34,0,1909,160,10,15,4,187,0,0,0,186,3,0,195,3,3,0,9,17,0,0,0,17,0,6,21,2805,280,76,18,3184,21,4,30,3209,97,10,3314,7,3,0,0,15,0,0,0,15,0,0,15,41,9,0,0,51,0,0,0,51,0,0,51,50,9,0,0,66,0,0,0,66,0,0,66,2858,288,76,22,3246,21,4,30,3273,97,10,3377,447,22,10,10,484,4,0,4,487,36,0,521,5,0,0,7,10,0,0,0,10,0,5,14,3305,317,87,38,3745,26,4,30,3776,129,14,3915
211031266,64,0,0,0,67,14,0,82,701,81,14,6,803,11,3,9,814,30,0,847,1042,160,9,0,1213,6,0,14,1218,41,5,1267,136,26,13,0,168,0,0,0,172,10,0,182,12,0,0,20,27,0,0,0,34,0,4,36,1891,260,35,23,2214,19,4,23,2240,81,3,2328,18,0,0,0,17,0,0,4,27,5,0,23,42,7,0,0,51,3,3,4,55,5,0,57,58,7,0,0,72,3,6,9,77,5,0,90,1952,271,35,27,2285,22,8,34,2321,89,3,2411,526,65,15,12,615,11,7,16,634,110,0,743,0,0,0,6,6,0,0,0,6,0,19,21,2483,336,46,42,2909,33,20,46,2956,203,21,3183
211031267,122,0,0,0,123,14,0,133,994,138,22,0,1160,13,5,10,1170,52,0,1223,1610,195,17,3,1833,14,8,21,1856,58,5,1914,186,31,22,5,245,0,0,0,244,7,4,248,10,0,0,11,19,0,0,0,19,0,0,21,2800,366,64,24,3251,27,8,38,3288,116,6,3415,33,0,0,0,31,0,4,5,34,0,0,34,48,3,0,0,52,4,5,7,52,3,0,56,77,5,0,0,78,0,7,10,88,3,0,96,2878,369,64,25,3332,28,10,44,3375,126,6,3504,636,77,5,13,732,21,3,20,752,103,3,861,0,0,0,0,7,0,0,0,7,0,4,4,3516,451,73,37,4072,48,14,61,4134,228,7,4375
211031268,78,0,0,0,78,7,0,89,557,52,9,0,628,7,0,8,641,29,3,673,895,86,9,3,991,6,0,6,997,19,0,1012,84,8,5,0,94,0,0,0,98,0,0,98,8,0,0,8,14,0,0,0,14,0,0,16,1546,154,19,15,1728,19,0,17,1750,48,6,1805,0,0,3,0,5,0,0,0,8,0,0,7,20,0,0,0,20,0,0,0,29,0,0,28,25,0,3,0,27,0,0,0,35,0,0,31,1573,152,25,15,1760,17,0,16,1777,50,6,1836,214,31,0,8,259,0,0,0,262,29,0,292,0,0,0,3,10,0,0,0,10,0,0,12,1789,183,24,30,2027,17,0,21,2046,80,6,2135
211031450,46,0,0,0,43,9,0,54,489,58,7,0,553,10,6,15,572,36,0,610,964,130,25,0,1115,14,0,14,1126,26,0,1161,137,17,16,0,176,0,0,0,176,12,0,186,7,0,0,10,15,0,0,0,15,0,0,15,1600,209,39,14,1857,26,6,34,1894,78,5,1972,16,0,0,0,18,0,0,0,18,5,0,23,33,7,0,0,37,0,0,0,37,0,0,37,45,8,0,0,53,0,0,0,53,5,0,54,1647,210,39,11,1908,26,6,34,1947,78,5,2029,499,69,15,15,594,13,0,13,605,77,0,689,7,0,0,0,7,0,0,0,7,0,7,9,2149,278,55,31,2510,36,6,45,2560,156,8,2726
211031451,65,3,0,3,66,11,0,80,623,56,22,0,701,7,4,12,715,35,0,752,865,111,11,3,1002,15,4,22,1013,29,0,1048,120,15,19,4,156,0,0,0,154,0,0,159,3,0,0,13,18,0,0,0,18,3,5,25,1617,183,54,24,1873,22,7,27,1903,72,3,1976,11,0,0,5,12,0,0,0,16,0,0,16,32,0,0,0,32,0,0,3,36,0,0,36,39,0,0,5,39,4,0,9,51,0,0,53,1650,186,54,23,1913,31,4,39,1950,72,3,2022,367,64,14,4,443,11,3,12,462,49,0,502,0,0,0,0,0,0,0,0,0,0,7,12,2020,251,68,27,2366,42,9,51,2415,115,12,2544
211031452,20,0,0,0,20,0,0,29,200,25,0,0,228,0,0,6,230,12,0,243,377,58,7,3,435,0,0,0,435,9,0,444,45,3,4,0,50,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,623,81,6,3,717,0,0,6,719,15,0,739,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,0,12,0,0,0,12,0,0,13,12,0,0,0,12,0,0,0,12,0,0,18,639,81,6,3,728,0,0,6,732,19,0,753,157,28,3,5,186,0,0,0,186,10,0,200,0,0,0,0,0,0,0,0,0,0,13,11,793,107,10,7,920,0,0,6,924,30,13,964
211041269,84,0,0,0,84,15,0,101,515,39,7,0,563,10,5,17,578,35,0,613,657,99,4,6,764,3,0,7,771,37,4,811,63,20,0,0,84,0,0,0,84,10,0,97,6,0,0,3,7,0,0,0,7,3,0,11,1237,163,14,9,1425,14,3,24,1441,84,7,1531,6,5,0,0,10,3,0,6,20,0,0,20,26,4,0,0,26,0,0,0,30,0,0,30,32,3,0,0,40,11,0,9,48,0,0,48,1268,168,19,9,1460,26,3,31,1490,84,7,1586,240,61,23,10,333,5,6,10,337,39,4,377,0,0,0,6,6,0,0,0,6,5,3,8,1507,229,38,23,1795,30,8,40,1836,129,9,1972
211041270,99,0,4,0,100,13,0,115,885,125,14,0,1030,11,7,20,1050,37,0,1088,1124,164,22,0,1313,10,7,16,1328,39,0,1364,152,8,21,0,180,0,0,0,180,0,0,181,11,0,0,16,23,0,0,0,23,7,0,30,2176,301,54,19,2543,26,14,36,2579,82,0,2662,27,7,0,0,35,4,0,3,37,0,0,40,38,10,0,0,52,0,0,0,52,0,0,52,67,18,5,0,89,4,0,3,88,0,0,95,2246,316,58,19,2636,30,12,36,2673,82,0,2756,467,67,3,9,548,19,0,13,564,55,0,618,3,0,0,9,11,0,0,0,11,0,4,9,2710,382,62,31,3190,40,11,55,3243,137,4,3387
211041271,82,0,0,4,86,11,0,94,635,74,0,5,717,3,0,4,721,34,0,756,850,116,9,5,978,15,0,15,993,25,0,1022,90,15,15,0,115,0,0,0,115,4,0,121,0,0,0,9,10,0,0,0,10,0,0,11,1573,207,25,16,1819,18,0,17,1835,70,3,1904,16,4,0,0,19,0,0,0,19,0,0,19,34,3,0,0,35,0,0,0,38,0,0,38,44,8,0,0,53,0,0,0,58,0,0,58,1621,211,25,16,1873,14,3,19,1891,70,3,1961,325,49,6,4,380,7,0,7,389,39,0,430,3,0,0,4,8,0,0,0,8,0,3,10,1947,264,30,16,2259,24,3,28,2285,106,9,2405
211041272,73,0,0,0,75,12,0,89,748,95,5,4,849,12,5,16,865,39,0,903,891,131,23,3,1042,21,0,21,1062,29,0,1094,85,5,9,0,95,0,0,0,95,4,0,98,0,0,0,13,16,0,0,0,13,0,0,13,1716,236,33,16,2001,30,10,41,2039,67,0,2108,9,4,0,0,17,0,0,0,20,0,0,20,41,5,0,0,48,0,0,0,50,0,0,57,49,12,0,0,64,3,0,3,66,0,0,73,1766,244,35,16,2066,30,10,39,2106,68,0,2178,314,32,7,4,358,11,0,12,369,33,3,408,4,3,0,9,9,0,0,0,9,0,8,20,2090,280,41,28,2439,38,12,48,2493,104,10,2606
211041273,140,6,6,8,151,9,0,159,614,108,10,0,727,10,5,10,734,32,0,769,601,132,8,0,738,27,7,31,765,26,3,793,58,4,0,0,71,0,0,0,72,3,0,74,9,0,0,10,17,0,0,0,17,0,0,17,1276,241,18,9,1545,32,15,48,1594,57,3,1648,21,0,0,0,21,0,3,6,29,3,0,31,26,9,0,0,32,0,4,4,37,3,0,42,47,5,0,0,56,8,9,15,66,4,0,74,1324,249,18,9,1600,40,17,59,1658,60,3,1720,319,54,12,7,392,6,5,12,396,61,0,460,0,3,0,4,4,0,0,0,4,6,6,17,1644,305,29,16,1997,44,21,67,2060,130,9,2198
211051274,54,0,0,0,57,8,0,59,465,68,8,0,536,14,0,16,551,38,0,593,729,166,21,3,915,0,0,0,917,27,0,947,115,18,18,0,155,0,0,0,155,0,0,154,0,0,0,4,5,0,0,0,5,4,0,7,1309,256,45,8,1612,16,0,13,1630,65,0,1699,0,0,0,0,0,0,0,0,6,0,0,6,22,3,0,0,27,0,0,0,27,0,0,27,24,3,0,0,31,0,0,0,32,0,0,32,1333,256,45,8,1639,17,0,19,1661,65,0,1729,238,32,6,9,282,0,0,3,286,20,0,304,3,0,0,0,3,0,0,0,3,0,9,14,1575,286,52,20,1930,17,4,24,1949,88,10,2050
211051275,64,0,0,0,64,0,0,71,564,68,20,0,650,4,8,10,663,16,0,675,938,87,14,10,1052,0,3,3,1059,25,4,1084,121,21,15,0,161,0,0,0,161,4,0,163,13,0,0,11,24,0,0,0,24,0,4,23,1639,179,48,19,1884,4,11,17,1901,49,4,1950,0,0,0,0,0,0,0,0,0,0,0,4,18,3,0,0,27,0,0,0,27,0,0,26,20,3,0,0,31,0,0,0,31,3,0,28,1659,182,48,20,1908,4,11,17,1921,47,4,1980,311,38,8,13,368,6,0,6,374,35,0,410,0,0,0,6,6,0,0,0,6,0,10,14,1973,217,59,35,2286,9,11,23,2303,81,13,2395
211051276,42,0,0,0,42,0,0,47,441,57,16,4,519,5,3,11,524,20,0,542,896,141,22,0,1063,0,0,0,1066,26,0,1096,107,18,12,0,144,0,0,0,144,3,0,151,15,0,0,18,34,4,0,4,37,0,3,41,1460,225,50,27,1755,12,3,13,1768,53,3,1830,6,0,0,0,10,0,0,0,10,0,0,10,16,3,0,0,17,0,0,0,21,0,0,21,23,5,0,0,26,0,0,0,27,0,0,27,1480,226,50,27,1781,12,3,15,1796,53,3,1856,294,41,9,8,355,12,0,12,364,51,0,416,0,0,0,0,0,0,0,0,0,0,0,3,1781,267,52,34,2136,20,3,24,2159,106,5,2273
211051277,23,0,0,0,23,7,0,29,384,36,12,7,436,8,0,8,445,10,0,454,610,60,4,0,679,9,0,9,691,23,0,711,96,12,9,0,120,0,0,0,120,0,0,120,10,0,0,7,13,0,0,0,13,0,3,20,1100,111,34,10,1250,15,0,15,1268,34,3,1304,5,0,0,0,5,0,0,0,9,0,0,9,31,0,0,0,31,0,0,0,31,0,0,31,36,0,0,0,36,0,0,0,39,0,0,39,1138,111,34,10,1291,16,0,16,1301,34,3,1344,285,28,9,6,325,0,0,0,329,40,0,366,0,0,0,0,0,0,0,0,0,0,4,4,1422,138,36,10,1617,18,0,18,1632,70,11,1714
211051278,83,0,0,0,83,7,0,95,728,81,8,7,822,0,0,0,829,33,3,867,1419,134,20,0,1578,11,0,11,1586,36,0,1628,152,19,29,5,198,0,0,0,200,9,0,207,15,0,0,7,21,0,0,0,25,0,0,25,2314,233,65,14,2622,15,6,13,2639,85,3,2722,5,6,0,0,11,0,0,0,11,0,0,11,39,11,0,0,48,0,5,5,51,0,0,53,45,9,0,0,58,0,5,5,67,0,0,65,2363,242,65,14,2686,15,9,18,2701,83,3,2787,592,44,13,9,658,12,0,12,662,34,0,706,0,0,0,3,0,0,0,0,0,0,0,6,2959,287,76,23,3342,21,9,29,3372,117,7,3497
211051279,28,0,0,0,28,5,0,29,213,33,0,0,242,0,0,0,242,16,0,259,454,70,22,0,549,0,0,0,549,17,6,575,50,3,12,0,62,0,0,0,62,8,0,67,0,0,0,8,11,0,0,0,11,0,0,14,716,113,30,14,874,0,0,0,874,40,6,917,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,10,0,0,10,5,0,0,0,10,0,0,0,7,0,0,7,723,117,30,14,881,0,0,0,883,40,6,929,167,22,4,7,203,3,0,6,211,18,0,226,0,0,0,3,3,0,0,0,3,0,8,16,893,139,36,23,1091,6,0,10,1098,60,11,1169
211051280,46,0,0,0,47,8,0,50,321,48,12,0,380,0,3,5,381,18,0,402,613,61,13,0,692,11,0,11,696,21,0,716,61,4,11,3,84,0,0,0,84,5,0,80,0,0,0,13,13,0,0,0,13,0,0,8,994,110,40,20,1168,5,3,12,1173,41,0,1217,7,0,0,0,7,0,0,0,7,0,0,7,14,0,0,0,12,0,0,0,12,0,0,12,20,0,0,0,18,0,0,0,18,0,0,18,1014,110,40,18,1186,5,3,12,1201,41,0,1239,149,22,6,5,176,0,0,0,179,32,0,210,0,3,0,4,8,0,0,0,8,0,0,8,1166,136,45,28,1371,15,3,13,1385,69,0,1455
211051281,118,4,0,4,117,17,0,137,1034,110,18,0,1164,8,5,8,1172,41,0,1216,1780,169,22,3,1982,8,5,11,1992,40,0,2036,222,34,18,0,274,5,0,5,272,12,3,291,32,0,0,27,57,4,0,4,66,4,7,73,3066,318,61,31,3476,26,6,33,3500,103,6,3613,19,9,0,0,26,5,0,5,29,0,0,25,43,3,0,8,51,7,0,7,55,8,0,61,62,5,0,8,73,13,0,13,84,4,0,89,3129,326,61,38,3550,29,6,36,3588,107,6,3703,718,98,21,7,845,20,3,22,870,89,0,953,8,7,0,8,19,0,0,0,19,0,9,30,3854,425,81,56,4412,49,8,62,4473,196,20,4692
211051282,66,0,0,0,66,10,0,73,436,82,18,0,532,4,0,4,542,26,0,567,664,100,15,6,784,7,9,13,800,20,0,820,76,6,12,0,96,0,0,0,96,4,0,102,15,0,0,10,23,0,0,0,23,3,6,28,1184,197,43,17,1438,17,9,20,1457,51,7,1513,4,0,0,0,4,0,0,0,4,0,0,4,11,5,0,0,21,0,0,0,21,0,0,21,22,5,0,0,29,0,0,0,29,0,0,29,1209,198,43,17,1465,17,9,20,1485,51,7,1548,224,29,17,0,265,0,0,0,270,43,4,311,0,0,0,0,0,0,0,0,0,0,0,0,1427,225,58,17,1724,20,9,25,1751,93,15,1860
211051283,46,0,0,0,51,3,0,55,354,58,15,0,429,0,0,0,437,18,0,452,914,91,30,3,1035,0,0,0,1037,16,0,1051,110,7,22,0,134,0,0,0,134,5,0,140,11,0,0,0,11,0,0,0,11,0,4,10,1387,154,68,7,1608,6,0,6,1617,34,4,1655,5,0,0,0,8,0,0,0,8,0,0,8,28,0,0,0,33,0,0,0,33,0,0,33,40,0,0,0,40,0,0,0,40,0,0,37,1418,153,73,7,1649,6,0,6,1656,36,4,1696,288,46,25,6,356,0,0,0,362,27,0,389,5,0,0,5,6,0,0,0,6,0,5,16,1709,200,91,18,2019,8,0,8,2025,63,3,2098
211051284,51,4,0,4,53,6,0,58,441,87,14,0,543,5,10,11,558,27,0,586,795,97,24,8,920,10,0,10,932,17,0,942,111,13,8,0,140,0,0,0,140,4,0,146,5,0,0,4,7,0,0,0,7,0,0,7,1356,195,39,13,1611,17,10,21,1630,47,0,1681,8,0,0,0,8,0,0,0,8,0,0,8,25,8,0,0,31,0,0,0,31,0,0,31,32,8,0,0,39,0,0,0,39,0,0,39,1386,204,39,13,1647,17,10,21,1672,47,0,1720,222,25,0,7,259,7,0,7,269,19,0,291,3,0,0,0,9,0,0,0,9,0,0,9,1615,227,45,22,1914,22,10,31,1946,71,3,2022
211051285,32,0,0,0,32,4,0,41,307,24,0,4,338,0,0,0,338,8,0,346,699,73,6,0,780,0,5,7,786,14,0,797,82,11,7,0,101,0,0,0,106,0,0,104,10,0,0,4,13,0,0,0,13,0,5,18,1099,108,16,7,1234,4,5,8,1242,24,4,1271,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,11,0,0,0,11,0,0,11,7,6,0,0,12,0,0,0,12,0,0,12,1113,111,16,7,1245,4,5,8,1257,24,4,1286,228,46,5,5,282,3,0,3,285,25,0,305,3,0,0,6,4,0,0,0,4,0,3,10,1342,157,21,15,1534,8,5,11,1545,47,13,1596
211051286,37,0,0,0,37,0,0,32,402,71,7,0,480,0,0,0,483,35,0,522,1018,166,35,9,1232,4,5,6,1241,45,0,1287,130,17,20,5,176,0,0,0,176,11,0,186,24,0,0,18,43,0,0,0,43,0,0,48,1581,255,71,31,1935,7,5,10,1948,85,0,2036,11,0,5,0,18,0,0,0,18,0,0,21,30,9,4,0,35,0,0,0,39,0,0,39,37,9,6,0,49,0,0,9,56,0,0,62,1622,261,80,31,1991,6,6,16,2008,89,0,2099,404,54,22,11,490,9,5,10,499,44,0,541,3,0,0,5,11,0,0,0,11,0,14,31,2028,314,101,44,2487,19,12,25,2517,129,20,2667
