SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
123011700,89,0,0,0,89,9,0,96,939,84,57,6,1092,4,0,4,1091,48,0,1140,660,213,53,11,935,15,0,15,954,31,0,983,201,53,57,0,316,0,0,0,316,0,0,317,12,0,0,9,21,0,0,0,21,4,0,28,1812,355,166,31,2364,24,0,24,2383,90,0,2473,18,0,0,0,15,0,0,0,22,0,0,22,7,0,0,3,17,4,0,4,18,0,0,18,29,0,0,3,32,9,0,9,37,0,0,37,1841,355,171,37,2396,26,0,26,2422,90,0,2513,312,69,21,9,410,9,5,11,426,85,0,518,0,0,0,3,3,0,0,0,3,0,0,4,2151,423,190,46,2810,36,5,39,2852,173,6,3028
123011701,98,0,0,4,97,13,0,117,1157,218,83,6,1469,12,0,14,1480,59,0,1548,1030,229,59,4,1331,19,0,18,1349,69,0,1419,286,83,67,4,437,3,4,5,441,18,0,462,7,0,8,17,25,0,0,0,25,0,3,32,2485,529,212,34,3262,30,9,33,3295,153,6,3452,17,0,6,0,28,6,0,6,31,0,0,31,34,11,0,8,44,3,0,6,49,3,0,57,49,11,6,11,76,6,0,8,80,3,0,89,2530,537,218,49,3342,37,5,44,3383,154,6,3542,532,122,59,33,746,19,0,24,765,143,0,910,0,0,0,6,6,0,0,0,6,0,9,18,3060,667,282,82,4088,51,12,64,4150,298,17,4464
123011702,22,0,0,0,21,0,0,26,546,84,18,0,651,6,0,10,664,26,3,692,605,116,57,18,790,5,4,10,798,28,0,828,214,41,61,3,316,5,0,3,327,4,0,330,13,7,0,8,22,0,0,0,22,7,0,29,1382,243,133,30,1788,18,4,24,1814,56,9,1875,18,0,0,0,16,3,0,3,22,10,0,33,21,4,3,0,35,3,0,3,37,4,0,34,41,4,4,0,53,9,0,9,59,8,0,66,1420,246,140,30,1838,28,4,30,1867,69,9,1942,323,78,38,0,448,0,0,0,448,42,0,487,3,5,0,10,12,0,0,0,12,0,4,17,1749,327,181,39,2295,28,4,30,2324,112,11,2448
123021436,64,5,0,5,60,25,0,87,551,98,106,3,759,26,0,29,791,58,0,848,517,130,110,10,774,12,3,13,786,83,0,877,206,26,99,6,339,0,0,0,339,12,0,355,14,4,11,7,33,0,0,0,33,0,5,36,1294,257,326,28,1903,41,4,43,1949,159,10,2110,15,10,0,3,29,6,0,3,31,16,0,50,28,9,8,0,42,13,4,17,55,0,0,59,40,17,8,3,66,20,4,22,96,23,0,115,1336,276,331,28,1969,56,7,70,2039,181,10,2228,539,210,144,24,913,61,3,63,979,370,3,1350,0,0,0,12,12,0,0,0,12,0,17,32,1871,488,474,63,2897,115,17,129,3031,546,33,3602
123021437,79,5,0,5,82,22,0,102,747,108,69,10,935,9,8,20,957,90,6,1050,521,135,84,11,745,28,3,27,771,66,0,843,123,42,67,0,237,3,0,3,241,9,0,251,11,0,0,13,24,0,0,0,24,4,3,35,1399,290,221,31,1940,40,10,51,1992,172,8,2175,29,0,5,0,36,6,5,4,41,9,0,49,28,13,16,0,64,8,0,11,71,3,0,74,61,21,22,0,102,12,5,15,116,7,0,124,1461,310,243,31,2044,54,14,65,2105,184,8,2296,637,169,91,34,935,43,8,51,986,388,3,1376,0,0,0,3,9,0,0,0,9,8,32,56,2104,479,334,70,2983,96,26,119,3101,577,50,3726
123021438,76,0,0,0,71,15,0,93,635,122,95,7,863,21,0,25,883,81,0,966,508,148,107,7,768,27,3,26,795,92,8,893,160,36,96,0,294,3,0,3,293,17,0,310,8,0,0,25,33,8,0,8,41,15,12,64,1318,309,296,39,1960,57,5,61,2018,205,16,2237,25,3,5,0,34,3,3,5,44,11,5,54,36,19,0,3,61,11,0,11,75,8,0,84,62,23,4,3,96,17,3,19,117,20,5,135,1381,330,300,45,2055,67,9,76,2135,219,17,2375,566,153,117,27,865,37,0,41,906,416,9,1329,5,4,0,11,12,0,0,0,12,0,10,20,1949,489,418,81,2937,107,11,119,3051,638,30,3729
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,65,0,0,0,68,22,0,88,486,109,91,10,688,24,14,31,721,87,4,816,459,148,77,4,691,7,0,7,702,66,0,767,127,38,89,4,251,3,0,5,256,13,0,273,7,0,0,18,30,3,0,3,30,0,11,44,1086,294,251,28,1666,35,16,51,1712,167,15,1895,30,3,3,0,39,3,3,12,51,3,0,58,25,7,3,0,37,0,0,0,39,3,0,47,62,14,7,0,76,8,3,15,90,8,0,100,1140,305,262,28,1742,43,17,65,1807,173,15,1992,422,144,123,28,717,30,0,29,743,285,0,1030,3,0,3,0,9,0,0,0,9,3,15,25,1570,451,386,60,2466,74,23,96,2558,458,36,3049
123021443,122,3,3,3,131,27,0,162,798,148,80,3,1027,20,4,21,1047,115,8,1172,653,228,74,7,960,33,8,42,1005,126,0,1131,139,35,77,0,253,8,0,7,258,13,0,274,17,0,3,30,59,0,0,0,59,5,0,56,1605,413,236,41,2294,60,18,76,2368,255,9,2641,42,7,0,5,55,7,0,7,62,12,0,72,73,22,5,0,102,8,0,8,114,19,0,135,115,30,7,4,156,14,0,14,177,30,0,203,1718,439,241,53,2449,78,18,94,2546,287,9,2844,723,270,120,45,1156,49,23,79,1237,484,0,1717,11,0,0,5,23,4,0,4,25,0,46,63,2451,708,363,101,3628,135,40,174,3798,773,55,4622
123021444,85,4,0,4,89,30,0,115,672,131,86,13,898,21,4,24,922,99,0,1024,515,127,97,9,746,13,0,13,761,104,5,864,134,43,72,0,256,0,0,0,253,22,0,275,0,0,0,26,28,0,0,0,29,3,10,40,1325,299,250,44,1923,41,4,42,1967,233,12,2206,3,5,0,0,7,16,0,16,27,9,0,36,27,11,3,0,40,0,0,3,46,12,0,52,30,13,3,0,45,20,0,18,67,13,0,85,1359,318,257,44,1970,61,0,64,2036,244,12,2290,620,138,111,42,906,27,4,28,935,334,0,1274,3,3,0,3,5,0,0,0,5,6,11,23,1977,453,370,88,2894,88,5,92,2982,585,21,3587
123021703,80,0,0,0,80,22,0,99,978,110,78,13,1178,27,0,27,1202,52,0,1255,652,179,73,0,903,15,9,22,929,44,3,978,180,37,78,9,308,9,0,9,319,23,0,343,4,0,10,21,37,0,0,0,39,0,3,40,1814,332,236,46,2427,56,9,61,2483,124,8,2613,25,3,4,0,35,13,0,13,44,5,0,47,64,4,5,0,77,17,0,17,94,16,0,112,88,12,9,0,112,31,0,31,142,22,0,160,1906,344,244,46,2541,82,9,89,2631,138,8,2778,628,193,85,25,928,38,9,47,974,325,7,1302,12,3,0,16,30,0,0,0,30,6,17,40,2542,543,331,78,3490,126,12,135,3632,468,27,4125
123021704,78,0,0,0,77,12,0,93,538,80,48,9,675,23,3,24,701,54,0,761,360,97,29,11,499,9,3,9,515,48,3,564,89,28,17,0,140,3,0,3,144,14,0,157,17,0,0,13,31,0,0,0,31,0,0,33,1007,206,102,34,1343,38,4,42,1386,121,4,1516,21,0,0,0,19,7,0,3,25,3,0,33,30,10,9,0,45,0,0,0,50,9,6,61,52,10,9,0,69,8,5,10,74,12,6,95,1058,219,106,34,1415,42,6,48,1466,134,10,1608,352,80,52,8,500,30,0,30,526,135,7,670,3,0,0,0,0,0,0,0,0,0,5,8,1415,298,159,45,1920,72,6,80,1994,265,22,2282
123021705,86,0,0,0,87,19,0,108,624,111,77,10,825,23,3,26,850,77,9,931,472,154,42,3,669,12,5,10,688,65,3,752,79,26,33,6,138,10,0,10,145,9,0,160,7,4,0,6,12,4,0,4,18,0,3,20,1186,291,148,23,1650,45,5,47,1700,146,17,1864,26,9,4,0,46,12,0,12,59,13,0,75,44,8,0,0,53,4,0,4,59,8,0,65,73,16,5,0,99,24,0,24,117,18,0,138,1260,306,159,23,1748,62,5,70,1817,169,17,1996,494,129,109,22,755,26,7,32,790,312,8,1113,4,3,0,4,12,0,0,0,16,0,17,33,1759,436,269,44,2516,92,11,103,2618,481,41,3137
123021706,72,9,0,11,76,16,0,96,394,59,33,6,486,19,3,17,505,64,0,574,349,105,57,9,510,21,7,29,538,67,3,608,78,18,54,0,152,5,0,5,159,17,0,172,9,4,0,9,20,0,0,0,20,4,0,22,827,186,134,25,1173,41,7,51,1226,154,4,1385,40,13,9,0,60,0,0,0,66,8,0,72,48,6,6,0,60,14,4,18,80,10,0,95,88,20,12,0,122,14,4,19,141,19,0,160,914,207,150,26,1297,58,16,75,1372,172,4,1548,449,165,87,33,740,45,12,54,795,345,8,1144,0,0,0,3,4,0,0,0,4,7,18,28,1362,373,241,62,2045,102,21,129,2169,523,28,2718
123031445,18,0,0,0,18,0,0,20,284,35,12,11,334,0,0,0,336,18,0,348,289,65,18,6,372,5,3,12,388,13,0,397,49,19,11,0,81,0,0,0,81,7,0,83,3,0,0,3,6,0,0,0,6,0,0,6,622,120,40,15,793,5,6,13,805,30,0,836,0,0,3,0,3,3,0,3,5,0,0,5,20,0,4,0,21,0,0,0,21,0,0,21,20,0,6,0,22,3,0,3,25,0,0,25,639,120,44,15,821,9,6,18,834,30,0,864,140,32,32,3,204,0,0,5,205,33,0,235,0,0,0,0,0,0,0,0,0,0,4,6,781,144,80,18,1020,10,7,15,1040,59,7,1106
123031446,28,5,0,5,32,4,0,32,733,79,52,11,880,7,0,7,888,39,0,927,754,136,54,3,942,5,0,5,946,21,0,965,169,33,48,0,251,3,0,3,249,8,0,262,12,4,0,16,33,0,0,0,33,0,0,33,1667,253,152,34,2102,17,0,17,2119,68,0,2188,5,0,0,0,5,0,0,0,5,0,0,7,7,3,0,0,19,0,0,0,19,5,0,18,13,3,0,0,23,0,0,0,23,5,0,24,1684,258,160,34,2127,17,0,17,2141,67,0,2217,292,55,31,8,388,9,0,9,391,68,0,463,0,0,3,8,12,0,0,0,12,0,3,13,1978,313,192,46,2528,24,0,24,2546,140,12,2692
123031447,35,0,0,0,39,3,0,43,724,131,68,7,925,26,0,26,947,61,0,1015,1015,198,55,7,1277,13,0,13,1283,35,3,1326,249,61,52,13,373,0,0,0,377,5,0,381,17,0,3,13,32,0,0,0,32,0,3,39,2007,385,171,36,2603,33,0,40,2642,107,8,2760,8,0,0,0,12,6,3,8,17,0,0,17,19,3,7,0,29,0,0,0,27,0,0,27,30,3,7,0,41,6,4,7,49,0,0,46,2034,393,179,36,2643,38,6,43,2688,112,8,2805,426,108,43,18,605,7,3,12,608,95,0,709,6,0,0,0,12,0,0,0,12,0,5,18,2472,509,227,59,3260,44,10,55,3315,207,13,3531
123031448,53,0,0,0,53,4,0,55,472,80,23,3,580,4,0,4,579,35,0,617,619,172,37,0,821,8,0,8,830,39,0,869,97,47,55,6,209,0,0,0,209,8,0,217,6,0,0,16,26,0,0,0,26,0,6,28,1198,297,118,24,1632,12,0,12,1642,81,4,1730,0,4,0,0,0,0,0,0,0,0,0,0,15,13,0,5,29,0,0,0,29,3,0,39,22,12,0,5,34,0,0,0,34,3,0,38,1210,308,118,30,1668,12,0,12,1681,84,4,1769,222,57,26,3,314,0,0,0,314,96,0,411,5,5,0,0,14,0,0,0,14,0,8,18,1437,366,145,39,1993,12,0,12,2003,177,10,2197
124011449,5,0,0,0,5,6,0,3,84,46,11,5,148,6,0,6,150,18,0,165,148,61,7,0,228,0,0,0,233,20,0,253,37,17,12,3,59,0,0,0,59,6,0,68,3,0,0,3,5,0,0,0,5,0,4,10,281,122,32,11,439,5,0,5,445,43,4,491,0,0,0,0,0,0,0,0,0,4,0,4,5,7,0,0,12,0,0,0,12,0,0,12,5,6,0,0,12,0,0,0,12,4,0,13,286,127,34,11,450,5,0,5,459,42,4,504,75,24,12,0,114,0,0,0,112,22,0,135,0,0,0,0,0,0,0,0,0,0,5,5,362,157,46,11,568,5,0,5,573,67,3,645
124011450,114,0,0,0,118,12,0,130,1176,148,62,10,1391,15,4,11,1404,98,0,1499,1246,214,43,0,1504,3,0,3,1504,45,4,1551,250,29,40,5,323,0,0,0,324,17,0,340,12,0,0,11,19,0,0,0,19,0,0,23,2680,392,143,26,3236,16,3,19,3256,161,9,3417,8,3,0,0,8,3,0,3,16,0,0,16,19,0,0,0,22,0,0,0,22,3,0,28,27,0,0,0,36,3,0,3,42,4,0,43,2711,391,144,26,3272,24,3,26,3299,161,9,3464,441,75,18,5,542,9,4,10,554,52,0,608,0,0,0,7,10,0,0,0,10,3,7,13,3156,469,162,37,3824,27,8,34,3857,215,9,4084
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,15,0,0,0,15,3,0,21,242,62,26,0,328,8,4,7,333,41,0,378,373,126,36,3,532,8,3,15,547,33,0,580,59,31,31,3,125,0,3,6,130,10,0,137,9,0,0,0,9,0,0,0,9,0,0,9,682,216,80,8,988,13,8,27,1017,86,5,1105,5,0,0,0,12,0,0,0,12,0,0,12,10,3,0,0,7,0,0,0,7,0,0,12,12,3,0,0,19,0,0,0,19,0,0,16,695,217,85,9,1012,13,8,27,1035,90,5,1126,168,57,31,3,260,15,4,16,272,80,0,348,0,0,0,0,0,0,0,0,0,0,4,3,865,274,117,11,1268,31,10,39,1306,166,5,1480
124011453,37,0,0,3,38,7,0,50,446,80,36,0,558,0,5,3,563,29,0,598,489,169,38,3,695,16,5,14,704,45,3,756,137,16,17,0,175,0,0,0,174,8,3,192,0,0,0,0,0,0,0,0,0,0,0,0,1075,262,89,8,1433,17,7,26,1455,84,3,1543,3,0,3,0,8,0,0,0,8,0,0,8,9,0,0,0,10,0,0,0,10,0,0,10,13,0,3,0,22,0,0,0,22,0,0,22,1090,265,94,8,1447,17,7,26,1474,84,3,1562,276,68,28,11,377,11,0,11,389,65,0,459,0,0,0,0,0,0,0,0,0,0,0,0,1367,334,123,15,1830,29,7,37,1867,150,9,2025
124011454,98,0,0,0,98,26,0,123,1160,147,70,4,1379,0,0,3,1388,81,0,1469,1341,306,61,8,1701,11,0,12,1714,60,0,1772,253,54,45,8,362,0,0,0,365,3,0,371,9,0,4,11,27,0,0,0,25,0,9,32,2762,499,177,28,3469,18,0,19,3487,148,9,3643,13,5,0,0,17,0,0,0,17,0,0,17,30,4,0,0,33,0,0,0,33,0,0,34,42,5,0,0,52,0,0,0,52,0,0,50,2806,509,177,28,3520,18,0,19,3538,147,9,3693,536,75,27,4,648,9,0,9,654,79,0,734,5,0,0,0,7,0,0,0,7,0,0,5,3345,582,202,37,4168,24,0,25,4191,225,8,4430
124011455,21,0,0,0,21,5,0,24,170,58,15,4,254,3,0,3,256,8,0,261,267,66,11,0,350,0,0,0,350,30,6,384,67,15,12,0,92,0,0,0,97,0,0,97,3,0,0,0,8,0,0,0,8,0,0,8,508,142,39,9,699,3,0,3,706,39,4,751,5,5,0,0,8,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,9,0,0,9,6,0,0,0,14,0,0,0,13,0,0,13,515,150,40,10,710,9,0,9,720,39,4,765,133,34,7,5,182,3,3,7,184,34,0,221,0,0,0,0,0,0,0,0,0,0,3,3,645,185,48,13,893,10,3,16,903,74,11,985
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,32,0,0,0,32,9,0,38,579,92,54,15,746,4,0,10,753,46,0,797,575,117,57,16,759,0,0,0,759,53,9,821,189,38,40,0,264,0,0,0,264,19,0,284,9,0,3,13,26,0,0,0,26,5,0,31,1352,255,151,43,1798,4,0,10,1803,122,9,1931,7,6,0,0,22,4,3,8,22,0,0,33,20,3,0,0,25,0,0,0,25,0,0,28,33,11,3,0,42,4,3,8,56,4,0,54,1384,263,152,43,1845,10,0,13,1854,130,9,1986,388,94,58,5,543,16,3,19,561,103,5,672,4,0,0,3,6,0,0,0,6,3,8,16,1780,356,206,51,2395,28,10,36,2428,232,17,2676
124031459,54,0,0,0,58,7,0,65,767,98,50,0,919,13,3,13,930,51,0,979,747,115,40,0,903,4,0,4,910,43,5,951,187,61,57,0,301,0,0,0,301,6,0,307,17,0,0,5,18,0,0,0,22,0,0,22,1707,275,146,8,2141,17,3,20,2153,102,5,2256,10,3,0,0,9,3,0,3,14,0,0,14,13,0,0,0,15,0,0,0,15,0,0,15,25,7,0,0,25,3,0,3,27,0,0,27,1732,283,146,8,2165,16,3,18,2186,102,5,2286,245,60,21,8,333,5,0,6,336,64,0,399,0,0,0,0,3,0,0,0,3,0,11,21,1979,338,165,20,2505,20,5,26,2526,163,16,2705
124031460,134,0,0,0,138,15,0,151,1442,156,76,6,1680,18,0,18,1701,66,0,1768,1166,222,79,7,1478,0,0,0,1475,57,0,1535,303,51,70,0,421,6,0,6,423,9,0,435,22,3,0,20,47,0,0,0,47,0,7,49,2923,437,223,38,3623,23,0,22,3647,136,7,3792,24,0,0,0,21,3,0,3,31,0,0,31,24,7,0,0,33,7,0,7,36,7,0,44,53,3,0,0,57,6,0,6,68,7,0,69,2972,441,223,37,3679,29,0,34,3715,146,7,3861,552,150,76,15,796,8,0,8,805,100,0,907,6,0,0,6,12,0,0,0,12,0,11,25,3534,589,302,57,4485,44,0,43,4527,242,20,4789
124031461,44,0,0,0,49,10,0,53,666,107,45,10,829,21,0,21,848,51,0,897,648,176,72,18,915,16,0,16,930,38,3,969,146,62,54,4,269,0,0,0,266,20,0,287,13,4,0,14,27,0,0,0,27,7,0,33,1474,348,178,33,2030,38,0,38,2072,109,4,2187,19,6,0,0,26,4,0,4,27,0,0,32,30,3,0,4,34,4,3,6,40,0,0,43,46,10,0,4,59,7,3,14,71,4,0,73,1525,354,172,33,2090,46,3,50,2137,112,4,2262,448,84,59,18,616,13,0,11,627,86,0,716,3,0,0,0,7,0,0,0,7,0,3,17,1984,439,239,58,2710,61,4,63,2771,204,9,2989
124031462,99,0,0,4,104,10,0,115,1189,171,72,23,1461,28,6,33,1490,72,14,1581,862,228,64,0,1152,17,3,23,1172,85,0,1263,296,42,47,6,396,3,0,3,401,23,4,425,10,6,0,25,40,0,0,0,40,4,6,50,2355,452,180,63,3048,54,10,62,3107,182,28,3318,44,4,0,0,56,14,0,14,72,4,0,76,29,8,6,0,41,9,0,9,46,10,0,61,76,16,6,0,99,22,0,22,121,18,0,135,2434,469,184,63,3145,75,10,82,3228,201,28,3449,723,160,70,19,972,47,8,53,1021,194,11,1232,6,4,0,19,33,0,0,0,33,0,21,53,3163,635,258,100,4150,123,12,137,4280,399,53,4736
124031463,58,0,0,0,60,22,0,78,861,67,59,6,999,8,0,8,1010,39,0,1045,680,197,57,8,936,5,0,5,948,47,0,991,204,35,55,0,287,3,4,3,295,8,0,307,10,0,0,13,20,0,0,0,20,0,4,31,1763,299,171,25,2249,16,4,19,2269,92,4,2368,10,3,0,0,16,5,0,8,14,0,0,14,0,0,0,0,7,3,0,3,5,0,0,5,10,3,0,0,13,4,0,5,21,0,0,21,1766,301,171,25,2267,22,3,28,2297,92,4,2390,348,85,21,3,453,11,0,11,470,106,0,576,6,0,0,13,20,0,0,0,20,0,11,33,2129,383,193,41,2745,37,3,38,2784,201,12,2997
124031464,36,0,0,0,34,5,0,41,346,63,30,6,453,8,0,8,461,35,0,499,305,95,23,3,424,14,9,18,443,33,6,481,127,21,33,0,178,11,0,11,191,11,0,200,5,0,0,3,9,0,0,0,9,0,0,16,785,181,89,18,1066,36,9,41,1109,81,4,1196,29,12,0,0,47,7,0,7,52,0,0,52,20,6,4,0,25,0,0,0,22,0,0,22,47,15,6,0,69,7,0,7,76,0,0,76,831,196,96,17,1140,40,3,46,1187,81,4,1272,250,91,32,13,381,20,4,27,406,114,0,515,0,0,0,8,14,0,0,0,12,0,8,22,1079,287,119,40,1529,66,11,75,1604,189,11,1810
124031465,26,0,0,0,26,0,0,25,330,45,31,0,401,0,0,0,407,19,0,422,350,87,38,0,471,0,0,0,471,7,0,486,103,23,23,0,146,6,0,6,154,0,0,154,10,4,0,11,22,0,0,0,22,0,0,23,793,151,94,17,1045,9,0,9,1055,30,0,1084,7,0,0,0,8,3,0,3,10,0,0,10,10,0,0,0,10,0,0,0,10,0,0,10,12,0,0,0,15,3,0,3,20,0,0,20,804,154,94,17,1062,15,0,15,1078,30,0,1105,146,39,41,5,231,7,0,7,236,34,0,267,4,0,0,0,4,0,0,0,4,0,5,10,948,193,130,24,1297,16,0,16,1315,61,7,1386
124031707,63,0,0,0,64,12,0,76,837,151,62,4,1055,3,0,3,1056,67,0,1128,744,203,45,8,999,8,0,8,1007,59,0,1067,213,67,68,4,351,0,0,0,351,10,0,360,7,0,0,9,16,0,0,0,16,0,6,22,1807,412,183,25,2427,7,0,14,2437,136,4,2576,13,3,4,0,23,0,0,0,23,3,0,29,29,12,0,0,36,0,0,0,41,7,0,39,38,14,4,0,58,0,0,0,63,8,0,69,1846,425,190,25,2483,11,3,14,2503,140,4,2642,448,102,60,17,624,7,3,12,634,119,0,751,0,0,0,0,0,0,0,0,5,0,11,14,2298,525,246,40,3112,21,4,30,3137,261,15,3416
