SA2_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
101061542,115,18,5,0,134,0,0,0,134,0,0,139,199,28,0,6,225,0,0,0,224,0,0,226,59,0,10,3,80,3,0,3,78,5,0,80,0,0,0,4,8,0,0,0,8,0,0,4,374,40,18,9,442,6,0,6,444,12,3,455,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,373,40,18,11,449,6,0,6,451,12,3,459,78,19,0,0,96,0,0,0,100,4,0,101,0,0,0,0,0,0,0,0,0,0,3,3,454,62,17,10,546,6,0,3,550,17,5,566,272,31,0,0,304,3,0,3,306,11,0,318,272,26,0,0,302,0,0,0,305,8,0,307,18,0,7,0,27,0,0,0,27,0,0,27,0,0,0,4,4,0,0,0,4,0,0,4,565,59,3,7,635,4,0,4
101061543,51,11,0,0,54,0,0,0,54,0,0,59,154,16,4,0,181,5,0,7,183,9,0,190,45,5,7,0,55,0,0,0,55,3,0,63,3,0,0,0,7,0,0,0,7,0,0,4,256,31,13,5,298,5,0,7,304,16,0,316,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,5,0,0,5,9,0,5,0,9,0,0,0,9,0,0,9,258,31,12,5,311,5,0,7,310,16,0,323,86,21,0,4,116,8,7,12,126,24,3,156,0,0,0,4,4,0,0,0,4,0,7,9,349,54,19,14,426,12,9,18,440,41,11,494,108,10,0,0,117,0,0,0,117,5,0,120,150,19,0,0,170,5,0,4,174,9,0,184,13,0,0,0,13,0,0,0,13,0,0,13,4,0,0,0,6,0,0,0,6,0,0,9,277,31,0,4,308,5,0,4
101061544,61,5,0,0,68,0,4,4,72,0,0,72,106,15,0,0,119,0,0,0,119,0,0,119,21,0,0,0,26,0,3,3,29,4,0,30,0,0,0,4,3,0,0,0,3,0,0,3,189,24,3,4,220,0,5,5,219,4,0,226,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,190,24,3,4,220,0,5,5,227,4,0,227,63,4,6,0,67,3,0,3,73,14,0,83,0,0,0,0,0,0,0,0,0,0,0,0,250,22,4,6,290,3,5,8,295,19,0,315,75,11,3,0,85,0,0,0,85,3,0,89,106,9,0,0,122,0,0,0,122,3,0,126,7,0,0,0,9,0,0,0,9,0,0,14,3,0,0,0,5,0,0,0,5,0,0,5,196,19,4,9,223,0,0,0
102011028,36,4,0,0,46,0,0,0,46,5,0,48,128,16,6,0,150,0,0,0,150,0,0,150,39,8,7,0,54,0,0,0,55,3,0,61,4,0,0,0,4,0,0,0,4,0,0,4,211,27,16,0,254,0,0,0,256,8,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,27,16,0,258,0,0,0,254,8,0,264,40,12,7,0,55,0,0,0,55,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,250,39,20,0,311,0,0,0,313,13,0,325,92,6,5,0,103,0,0,0,103,3,0,100,157,25,4,0,191,3,0,3,196,0,0,196,24,11,5,0,41,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,273,40,14,4,329,3,0,3
102011029,45,4,0,0,57,3,0,3,59,3,0,64,116,48,11,0,176,0,0,0,176,3,0,182,41,3,20,0,65,0,0,0,69,0,0,69,3,0,0,0,3,0,0,0,3,0,0,3,209,57,31,3,300,6,0,6,305,11,0,313,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,9,0,0,0,9,0,0,9,212,59,31,3,306,6,0,6,316,11,0,325,60,13,9,0,85,0,0,0,89,3,5,96,0,0,0,0,0,0,0,0,0,0,0,0,274,77,42,3,398,6,0,6,408,20,5,425,118,14,8,0,137,0,0,4,142,14,0,153,193,54,6,0,255,0,0,0,260,0,0,261,23,10,6,0,35,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,332,75,17,8,436,3,0,5
102011030,19,0,0,0,23,0,0,0,23,0,0,23,38,3,0,3,49,0,0,0,49,6,0,54,8,0,8,0,18,0,0,0,18,8,0,22,0,0,0,0,4,0,0,0,4,0,0,4,70,10,9,3,86,0,0,0,86,14,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,7,0,8,70,10,9,3,92,0,0,0,92,15,0,107,24,9,0,0,37,0,0,0,37,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,96,15,4,8,127,0,0,0,127,23,0,150,34,4,0,0,40,0,0,0,42,0,0,47,35,13,3,0,48,0,3,3,49,5,3,59,10,0,3,0,17,0,0,0,17,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,83,15,8,0,103,0,3,5
102011031,77,12,4,0,89,0,0,0,93,10,0,107,148,38,10,0,193,0,0,0,193,15,0,202,68,23,9,3,99,0,0,0,99,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,292,65,15,4,381,0,0,0,382,27,0,409,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,8,0,0,0,8,0,0,8,301,65,20,4,389,0,0,0,391,27,0,419,84,16,15,0,113,0,0,0,116,7,0,123,0,0,0,0,0,0,0,0,0,0,0,0,387,79,34,3,503,3,0,3,505,35,0,545,140,27,12,3,173,0,0,0,175,0,0,174,231,42,0,0,276,3,0,3,281,11,0,287,33,4,17,0,59,0,0,0,58,0,0,58,5,0,0,0,0,0,0,0,0,0,0,0,404,70,26,6,507,3,0,3
102011032,100,28,0,0,128,0,0,0,133,10,0,140,201,62,11,4,275,5,0,4,282,15,0,295,80,24,16,0,118,4,0,4,121,5,0,128,3,0,0,9,8,0,0,0,9,0,0,9,383,121,26,5,534,8,5,9,543,34,0,577,7,0,0,0,10,0,0,0,10,0,0,10,10,3,0,0,15,0,0,0,15,0,0,15,18,0,0,0,23,0,0,0,23,0,0,23,398,121,26,14,555,8,5,9,565,34,0,596,149,43,17,5,217,7,0,7,220,30,4,250,0,0,0,4,3,0,0,0,3,0,0,8,549,161,45,18,769,14,5,22,790,64,6,854,129,23,11,0,164,3,0,3,163,14,0,182,210,46,12,0,271,0,0,0,272,11,0,286,32,5,8,0,45,0,0,0,48,0,0,48,0,0,0,0,9,0,0,0,5,0,0,5,374,80,30,4,486,5,0,5
102011033,31,10,0,0,42,0,0,6,47,10,0,55,100,19,9,0,122,0,0,0,122,7,0,135,55,6,3,0,68,0,0,0,68,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,186,36,12,0,235,0,0,6,239,18,0,256,4,0,0,0,4,0,0,0,4,0,0,4,7,4,0,0,10,0,0,0,10,0,0,10,6,4,0,0,8,0,0,0,8,0,0,8,194,35,12,0,249,0,0,6,248,18,0,265,58,12,5,0,76,0,0,0,76,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,253,48,19,7,325,0,0,6,328,18,0,349,83,17,5,4,106,0,0,5,104,4,0,105,108,22,9,4,139,5,0,5,144,6,0,149,16,3,5,0,27,0,0,0,27,0,0,28,0,0,0,0,3,0,0,0,3,0,0,5,210,39,17,10,274,3,0,0
102011034,35,5,7,0,42,0,4,4,47,5,0,47,116,20,5,5,149,0,0,0,149,0,5,151,40,9,13,0,64,0,0,0,64,0,0,63,0,0,0,3,4,0,0,0,4,0,0,4,190,38,21,5,252,0,4,4,259,9,5,263,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,188,36,21,5,257,0,4,4,263,9,5,266,43,19,4,3,59,0,0,0,59,18,0,75,0,0,0,0,0,0,0,0,0,0,0,0,229,53,22,10,319,0,4,4,320,23,4,344,50,5,0,0,57,0,0,0,57,0,0,60,124,23,9,0,153,0,0,0,153,0,0,154,12,7,4,0,28,0,0,0,28,0,0,28,0,0,0,0,6,0,0,0,6,0,0,3,187,41,13,5,239,0,0,0
102011035,46,16,0,0,63,0,0,4,58,4,0,64,105,21,13,5,143,4,0,3,150,7,0,155,44,7,12,0,65,0,0,0,65,0,0,65,3,0,0,0,3,0,0,0,3,0,0,3,198,42,28,3,271,3,5,3,275,6,0,284,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,8,0,0,0,8,0,0,8,206,46,27,3,283,3,5,3,286,6,0,293,57,16,3,0,74,0,0,0,79,12,0,84,0,0,0,0,0,0,0,0,0,0,0,0,259,58,37,10,357,7,3,8,365,17,0,378,71,23,8,0,102,0,0,0,102,8,0,113,111,29,9,8,153,3,0,0,159,15,0,169,15,3,6,0,28,0,0,0,28,0,0,25,4,0,0,0,0,0,0,0,3,0,0,3,196,56,24,8,284,3,6,7
102011036,53,8,7,0,66,3,0,3,72,0,3,73,119,17,4,0,146,3,0,3,147,7,0,150,42,4,11,0,52,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,213,28,21,0,265,3,0,3,272,9,3,280,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,6,0,0,0,6,0,0,6,220,28,22,0,273,3,0,3,275,9,3,286,70,7,6,0,84,0,0,0,84,12,0,99,0,0,0,0,0,0,0,0,0,0,0,0,293,37,26,0,359,3,0,3,364,19,3,381,87,19,8,0,105,0,0,0,106,12,0,117,170,25,11,3,208,0,0,0,208,10,0,220,19,5,10,0,24,0,0,0,24,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,270,49,19,3,344,0,0,0
102011037,31,15,0,0,45,0,0,0,45,3,0,46,87,24,3,0,113,0,0,0,114,0,0,114,36,15,0,0,52,0,0,0,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,150,50,7,0,209,0,0,0,213,3,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,50,7,0,209,0,0,0,213,3,0,213,48,10,3,0,65,0,0,3,64,5,0,71,0,0,0,0,3,0,0,0,3,0,0,3,203,57,11,4,277,0,0,5,278,12,0,290,55,18,3,0,72,0,0,0,72,7,0,83,113,27,9,0,146,0,0,0,146,0,0,146,18,5,3,0,26,0,0,0,26,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,187,52,11,0,245,0,0,0
102011038,31,10,0,4,39,0,0,0,39,4,0,43,116,15,11,0,140,0,0,0,138,8,0,149,33,13,0,0,45,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,178,28,12,4,226,0,0,0,226,10,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,28,12,4,223,0,0,0,230,10,0,237,36,3,6,0,55,0,0,0,55,6,0,57,0,0,0,0,0,0,0,0,0,0,4,4,215,36,24,4,279,0,0,0,279,16,3,301,63,19,5,3,87,0,0,0,87,4,0,95,144,33,4,0,180,0,0,3,182,3,0,186,19,3,5,0,31,0,0,0,31,0,0,32,4,0,0,0,4,0,0,0,4,0,0,4,229,49,17,3,297,0,0,3
102011039,99,21,3,0,124,0,0,0,127,4,0,123,196,34,11,0,241,0,0,0,241,8,0,245,79,12,16,0,107,0,0,0,107,3,0,111,3,0,0,0,8,0,0,0,8,0,0,8,375,67,30,4,477,0,0,0,473,14,0,491,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,3,0,0,4,10,0,0,10,383,70,30,4,481,4,0,4,481,14,0,500,102,15,0,5,127,0,0,0,129,8,0,135,0,0,0,0,0,0,0,0,0,0,0,0,483,85,28,8,604,8,0,3,614,24,0,635,168,42,9,0,214,6,0,6,219,4,0,225,273,38,8,0,322,3,0,3,330,11,0,342,30,9,8,0,55,0,0,0,55,0,0,56,4,0,0,8,10,0,0,0,10,0,0,12,477,89,28,7,602,8,0,8
102011040,126,29,3,0,160,3,0,6,163,15,0,179,264,73,11,3,353,6,0,6,358,10,3,373,93,19,27,0,139,0,3,3,142,3,0,145,6,3,0,3,13,0,0,0,13,0,0,16,483,124,46,10,663,11,7,12,674,27,5,704,0,0,0,0,0,0,0,0,7,0,0,7,14,8,0,0,18,0,0,0,18,3,0,20,13,8,3,0,17,0,0,0,21,3,0,21,498,128,49,10,679,11,7,13,694,31,5,729,179,48,13,13,248,9,0,9,261,19,0,278,0,0,0,0,3,0,0,0,3,0,3,8,677,178,56,22,933,17,7,24,955,52,7,1012,173,28,16,0,218,4,0,6,224,9,0,233,277,66,17,0,360,0,0,6,370,15,0,381,45,16,14,5,77,0,0,0,77,3,0,82,5,0,0,3,13,0,0,0,13,0,0,11,508,109,47,8,667,10,6,10
102011041,79,14,6,0,91,0,0,0,93,5,0,99,160,35,3,3,200,0,0,0,200,3,0,208,61,8,10,0,72,0,0,0,72,0,0,74,6,0,0,0,6,0,0,0,6,0,0,0,296,51,20,3,377,0,0,3,377,14,0,385,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,5,0,0,5,4,0,3,0,10,0,0,0,10,0,0,10,302,51,26,3,381,0,0,3,382,14,0,396,54,11,6,0,72,3,0,5,81,14,0,90,0,0,0,0,0,0,0,0,0,0,0,0,353,63,34,3,455,7,4,3,465,22,3,483,116,22,9,0,149,0,0,0,149,4,0,150,213,57,13,3,280,0,0,0,283,3,0,293,26,7,7,0,40,0,0,0,40,4,0,49,4,0,5,0,10,0,0,0,10,0,0,11,359,87,24,3,476,0,0,0
102011042,70,21,3,0,97,0,0,0,93,7,0,101,106,44,4,0,147,0,0,0,149,7,0,158,67,10,5,0,82,0,4,4,84,0,0,87,5,0,0,0,7,0,0,0,7,0,0,7,243,70,12,0,331,0,3,6,339,18,0,355,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,4,4,0,0,6,0,0,0,6,0,0,6,251,74,12,0,339,0,3,6,344,18,0,360,100,22,5,0,127,0,3,3,127,13,0,143,0,0,0,0,0,0,0,0,0,0,0,0,350,96,14,8,468,5,5,10,476,33,0,506,94,21,4,4,119,0,0,0,119,5,0,123,102,32,11,0,145,4,0,3,147,14,0,161,29,8,8,0,46,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,228,63,23,5,317,4,0,3
102011043,60,10,4,0,83,0,4,3,84,5,0,92,138,28,22,0,187,0,0,6,192,3,0,191,65,11,10,0,89,0,0,0,89,6,0,96,0,0,0,0,0,0,0,0,0,0,0,3,264,44,39,3,355,3,6,9,362,14,0,380,6,5,0,0,10,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,10,12,8,0,0,14,0,0,0,15,0,0,18,276,51,39,3,370,6,6,4,378,16,0,397,71,29,7,4,115,5,0,5,114,10,0,128,0,0,0,0,0,0,0,0,0,0,0,0,347,84,50,8,486,5,4,15,499,29,0,529,72,19,3,0,100,0,0,0,96,6,0,104,149,27,5,0,178,0,0,0,182,8,0,193,37,4,5,0,45,0,0,0,45,0,0,45,0,0,0,3,8,0,0,0,8,0,0,9,257,48,20,3,328,0,3,4
102021044,113,14,9,0,140,0,0,0,141,10,0,151,353,63,28,10,453,4,0,7,458,18,0,473,143,27,31,0,203,0,0,0,203,6,0,206,9,0,0,6,11,0,0,0,11,0,0,11,611,108,72,10,805,9,0,5,809,26,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,7,0,0,0,0,8,0,0,0,7,0,0,7,620,110,72,10,811,9,0,4,823,26,0,851,155,59,25,0,241,3,0,3,242,32,4,272,0,0,0,0,0,0,0,0,0,0,4,3,774,173,93,15,1050,12,0,11,1061,56,8,1130,191,41,16,0,245,0,0,0,245,19,0,264,369,85,20,0,477,4,0,4,480,24,0,498,70,14,8,0,95,0,0,0,98,4,0,100,5,3,0,3,9,0,0,0,9,0,0,9,641,142,39,3,824,8,0,8
102021045,60,9,4,0,74,0,0,0,72,6,0,80,109,25,12,0,151,0,0,0,151,0,0,158,60,13,17,0,88,0,0,0,90,0,0,90,0,0,5,0,3,0,0,0,3,0,0,3,237,50,32,0,318,3,0,3,319,6,5,329,3,0,0,0,3,0,0,0,3,0,0,4,5,0,5,0,11,0,0,0,11,0,0,11,7,0,5,0,15,0,0,0,15,0,0,11,245,46,33,0,328,4,0,4,335,7,5,346,102,20,22,6,155,4,0,4,159,40,0,198,0,0,0,0,0,0,0,0,0,0,0,3,347,71,54,11,483,9,0,9,485,48,5,542,81,15,10,3,107,0,0,4,108,8,3,119,112,26,15,0,159,0,0,0,159,7,0,162,25,9,14,0,48,0,0,0,48,4,0,55,0,0,0,4,4,0,0,0,4,0,0,4,222,47,38,9,315,0,0,4
102021046,38,3,4,0,44,0,0,0,44,4,0,50,105,30,12,0,151,3,0,3,156,3,0,160,24,8,11,0,37,0,0,0,37,3,0,42,3,0,0,0,3,0,0,0,3,0,0,3,170,46,25,0,242,3,0,3,247,12,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,8,169,46,25,0,243,4,0,3,244,13,0,258,67,10,8,9,90,6,0,4,96,11,0,110,3,0,0,0,4,0,0,0,4,0,0,5,240,56,34,7,340,8,5,10,350,25,3,375,52,11,0,0,62,3,0,3,71,9,0,78,118,22,5,0,151,3,0,3,151,7,0,156,23,0,6,0,32,0,0,0,32,0,0,31,5,0,0,0,5,0,0,0,5,0,0,5,202,31,14,0,249,7,0,6
102021047,98,21,7,0,130,0,3,3,134,7,0,136,236,54,14,3,311,0,0,0,311,5,0,316,90,22,32,3,145,0,0,0,145,0,0,145,10,0,0,0,7,0,0,0,7,0,0,7,435,95,57,8,597,0,3,3,599,16,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,95,57,8,594,0,3,3,598,16,0,616,118,26,12,0,156,0,0,0,158,23,0,180,4,0,0,0,3,0,0,0,3,0,3,7,557,118,68,11,755,0,3,7,758,40,3,805,143,37,14,5,188,0,3,3,196,3,0,201,237,67,16,0,313,4,0,4,316,11,4,330,36,9,7,0,54,0,0,0,54,7,0,57,8,0,0,0,8,0,0,0,8,0,0,8,416,111,30,6,566,4,3,5
102021048,85,20,3,0,113,6,0,3,117,6,0,120,164,47,19,8,235,3,0,6,239,11,0,257,69,27,23,5,127,4,0,4,129,4,0,130,6,0,0,3,10,0,0,0,13,0,0,19,326,95,45,14,481,9,0,11,495,22,4,524,4,0,0,0,4,0,0,0,9,0,0,9,12,0,0,0,16,0,0,0,16,0,0,18,14,0,0,0,20,0,0,0,24,0,0,27,341,97,44,14,505,13,0,13,515,27,4,547,153,42,23,8,227,11,0,9,238,31,9,278,0,0,0,0,0,0,0,0,0,0,0,0,497,142,72,20,730,20,0,25,755,63,7,825,112,25,0,0,142,0,0,0,142,20,0,160,159,42,14,0,215,0,0,0,214,7,0,223,37,8,4,3,47,0,0,0,47,0,0,47,0,0,0,9,9,0,0,0,8,0,0,8,304,73,19,19,418,0,0,0
102021049,8,5,5,0,19,0,0,0,19,0,0,19,30,11,3,0,47,0,0,0,47,3,4,51,14,7,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,58,23,5,0,85,0,0,0,85,3,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,23,5,0,85,0,0,0,85,3,4,90,21,3,0,0,28,0,0,0,28,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,78,27,9,0,115,0,0,0,115,0,4,120,37,14,3,0,58,0,0,0,58,0,0,57,60,10,0,0,72,0,0,0,72,4,0,78,3,0,4,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,105,29,3,0,141,0,0,0
