SA2_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
122031430,180,22,11,0,218,4,0,4,222,7,0,235,250,47,13,0,304,0,0,3,314,9,0,316,120,8,10,0,141,0,4,4,147,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,553,82,25,0,666,10,3,7,674,18,0,698,0,0,0,0,4,0,0,0,5,0,0,5,3,3,0,0,3,0,0,0,3,0,0,4,8,3,0,0,9,0,0,0,8,0,0,13,560,81,25,0,679,9,3,15,688,18,0,710,148,20,3,0,175,0,0,0,173,19,0,189,0,0,0,0,4,0,0,0,4,0,0,6,712,102,30,0,852,7,3,11,862,34,0,899,373,31,8,0,418,0,0,0,416,18,0,439,389,60,16,0,470,0,0,0,469,13,0,480,44,5,7,0,61,0,0,0,61,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,808,97,34,0,943,0,0,7
122031432,26,4,0,0,28,0,0,0,29,0,0,33,39,10,0,0,51,0,0,0,52,0,0,47,12,7,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,71,18,3,0,89,3,0,3,93,4,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,18,3,0,93,3,0,3,96,4,0,98,24,6,0,4,35,0,0,0,41,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,100,23,3,4,135,4,0,4,132,7,0,141,67,6,0,0,71,0,0,0,74,4,0,76,58,13,8,0,75,0,0,0,75,5,0,82,9,3,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,131,25,8,0,159,0,0,0
122031692,83,4,6,3,95,0,0,0,98,3,0,96,111,16,0,0,130,0,0,0,130,4,0,132,37,0,8,0,44,0,0,0,44,0,0,44,4,0,0,0,0,0,0,0,0,0,0,5,228,29,12,8,274,0,0,0,275,4,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,29,12,8,278,0,0,0,276,4,0,288,46,0,6,0,52,0,0,0,52,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,276,29,18,3,326,0,0,0,330,8,0,337,146,20,0,0,168,5,0,5,168,6,0,179,185,20,3,0,212,0,0,0,212,3,0,212,23,5,6,0,36,0,0,0,36,3,0,37,0,0,0,0,0,0,0,0,0,0,0,6,349,47,13,3,411,5,0,5
122031693,112,10,7,0,133,0,0,0,137,4,0,138,209,29,12,3,254,0,0,0,254,5,0,260,98,17,16,0,132,0,0,0,132,5,0,132,6,0,0,4,7,0,0,0,7,0,0,10,425,58,33,7,526,0,0,0,528,17,0,543,6,0,0,0,6,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,14,0,0,14,432,58,33,7,538,0,0,0,533,17,0,551,100,9,3,0,119,0,0,0,117,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,531,73,40,7,657,0,0,0,657,15,0,670,168,37,17,0,215,5,0,5,226,15,0,237,235,40,6,0,279,0,0,0,279,10,0,286,39,4,7,0,46,0,0,0,48,0,0,48,5,0,0,3,7,0,0,0,7,3,3,9,438,77,27,5,551,6,0,6
122031694,81,13,0,0,96,0,0,0,95,0,0,100,120,29,3,4,158,5,0,5,159,0,0,161,64,3,9,0,77,0,0,0,77,0,0,80,9,0,0,0,9,0,0,0,9,0,0,9,272,50,13,4,333,5,0,9,345,5,0,343,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,0,3,0,0,6,277,53,13,4,342,5,0,9,344,4,0,351,89,9,3,3,104,0,0,0,101,7,0,111,0,0,0,0,5,0,0,0,5,0,0,4,367,66,13,8,450,6,0,3,449,11,0,465,109,15,0,0,129,3,0,6,131,3,0,134,150,28,8,0,184,0,0,0,187,0,0,189,25,0,0,0,31,0,0,0,31,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,289,50,4,0,343,3,0,3
122031695,178,28,6,0,214,0,0,0,218,5,0,225,223,43,14,3,285,4,0,4,289,9,0,298,158,17,8,0,190,0,0,3,191,0,0,194,0,0,0,3,9,0,0,0,9,0,0,8,559,93,32,10,690,10,0,12,700,20,3,724,11,0,0,0,14,0,0,0,14,0,0,12,10,4,0,0,20,0,0,0,20,0,0,20,23,6,0,0,29,0,0,0,29,0,0,29,581,101,32,6,722,10,0,12,732,17,3,754,145,44,15,0,202,11,3,11,218,18,0,237,3,0,0,0,8,0,0,0,8,0,7,11,732,142,47,10,933,21,5,19,953,39,7,1000,157,32,6,0,195,9,0,9,207,17,0,222,178,33,12,0,223,0,0,0,223,11,0,231,20,4,4,0,36,0,0,0,31,4,0,32,0,0,0,7,5,0,0,0,5,0,0,5,367,69,27,5,465,9,0,13
122031696,198,33,13,0,245,0,0,0,245,13,3,257,261,30,11,3,306,4,0,4,305,3,0,309,69,20,15,0,101,6,0,6,109,5,0,113,3,0,0,6,8,0,0,0,8,0,0,8,531,84,39,3,655,3,0,3,659,23,3,683,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,539,84,39,3,661,3,0,3,670,23,3,694,118,16,10,0,139,0,0,0,140,17,0,161,0,0,0,0,0,0,0,0,0,0,3,3,654,95,46,3,808,7,0,7,811,41,3,851,361,52,11,0,424,3,0,3,431,13,0,439,402,56,9,0,467,10,0,10,473,7,0,477,56,10,5,0,79,0,0,0,79,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,818,118,27,0,970,10,0,10
122031697,83,10,4,0,97,0,0,0,97,6,0,106,169,37,0,0,210,3,0,3,212,3,0,218,63,5,6,0,79,0,0,0,79,6,0,79,0,0,0,0,0,0,0,0,0,0,0,0,317,58,17,0,394,3,0,3,392,10,0,402,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,5,0,0,0,5,0,0,5,319,60,17,0,396,3,0,3,395,10,0,411,77,20,3,0,101,0,0,0,104,3,0,105,4,0,0,4,3,0,0,0,3,0,4,7,396,71,22,6,499,3,0,3,505,20,4,520,116,17,6,0,140,0,0,0,142,9,0,145,145,28,10,0,177,0,0,0,177,0,0,186,16,8,4,0,20,0,0,0,20,0,0,20,3,0,0,0,3,0,0,0,3,0,0,3,276,52,13,0,342,0,0,0
123011433,113,12,8,0,126,0,0,0,126,3,0,131,197,36,4,0,241,3,0,3,240,8,0,249,76,9,25,4,113,0,0,0,113,3,0,113,0,0,0,0,3,0,0,0,3,0,0,3,383,58,37,5,480,3,0,3,486,18,0,502,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,10,0,0,10,5,0,0,0,10,0,0,0,10,0,0,10,384,61,35,5,491,8,0,8,496,18,0,510,72,23,7,0,101,5,0,5,103,9,0,112,0,0,0,0,0,0,0,0,0,0,4,8,462,80,43,5,591,6,0,6,601,24,10,630,174,20,11,3,203,4,0,4,208,6,0,215,243,38,10,0,297,0,0,0,297,7,0,303,40,12,15,0,69,0,0,0,69,5,0,75,0,0,0,8,7,0,0,0,7,0,0,7,464,73,35,9,576,4,0,4
123011698,85,6,8,0,98,0,0,0,101,3,0,99,98,31,7,0,143,0,0,0,142,3,0,145,56,10,15,0,84,0,0,0,84,0,0,85,4,0,0,8,8,0,0,0,8,0,0,12,241,50,30,10,328,0,0,0,330,12,0,345,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,12,0,0,0,12,0,0,12,10,3,0,0,12,0,0,0,12,0,0,12,247,57,30,10,342,0,0,0,344,12,0,355,60,21,27,5,118,0,0,0,121,18,0,141,0,0,0,0,0,0,0,0,0,0,4,4,310,75,59,14,461,5,0,5,466,30,5,498,90,17,4,5,114,0,0,0,115,5,0,123,84,18,15,0,105,0,0,0,106,5,0,113,29,4,12,0,41,0,0,0,42,0,0,42,0,0,6,0,3,0,0,0,3,0,0,3,199,30,25,8,268,0,0,4
123011699,148,23,11,0,184,4,0,4,186,8,0,187,244,52,12,0,316,3,0,3,318,4,0,319,108,24,29,3,162,0,0,0,162,0,0,162,0,0,0,10,13,0,0,0,13,0,3,24,509,93,55,15,672,10,0,10,681,9,3,695,0,0,0,0,0,0,0,0,0,0,0,0,17,3,5,0,19,0,0,0,19,0,0,19,17,3,5,0,17,0,0,0,17,0,0,17,526,96,57,15,697,10,0,10,700,9,3,712,134,29,19,7,181,4,0,4,184,21,0,207,0,0,0,6,3,0,0,0,3,0,0,10,657,124,76,27,880,9,0,9,894,31,6,931,221,34,15,0,272,5,0,5,282,14,0,289,258,51,4,0,318,0,0,0,321,6,0,326,56,8,15,0,83,0,0,0,83,0,0,83,3,0,0,4,6,0,0,0,6,0,9,15,543,92,41,8,686,11,0,11
123011700,108,16,5,0,131,0,0,0,135,13,0,142,104,45,12,0,164,0,0,0,168,3,0,176,69,25,17,0,112,0,0,0,112,0,0,112,4,0,0,4,6,0,0,0,6,0,0,9,289,80,35,6,416,3,0,3,419,22,0,443,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,3,9,0,0,0,9,0,0,9,14,0,0,3,13,0,0,0,13,0,0,13,301,80,35,9,433,3,0,3,430,22,0,452,95,17,4,7,122,3,0,3,123,17,0,146,0,0,0,0,0,0,0,0,0,0,0,4,396,98,38,15,549,6,0,10,557,39,6,603,210,27,13,0,255,5,0,5,258,19,0,274,186,57,14,5,265,4,0,4,272,9,0,276,45,11,22,0,79,0,0,0,79,0,0,74,3,0,0,7,12,0,0,0,12,0,0,8,447,95,50,14,604,5,0,5
123011701,161,34,24,0,214,0,0,0,222,12,0,234,232,45,15,3,300,0,0,0,302,12,0,313,130,34,37,0,199,0,0,3,205,6,0,214,0,0,4,3,13,0,0,0,13,0,0,16,527,120,70,12,728,7,0,8,733,32,0,765,3,0,0,0,4,0,0,0,6,0,0,6,8,0,0,0,8,0,0,0,11,0,0,11,13,0,0,0,14,3,0,3,16,0,0,16,536,120,70,17,744,4,0,13,751,32,0,784,160,37,22,10,227,11,0,12,241,27,0,267,0,0,0,0,0,0,0,0,0,0,6,6,696,158,96,27,972,21,4,23,993,60,8,1064,271,64,29,0,364,3,0,3,366,14,0,381,328,64,22,0,411,3,0,5,421,13,0,436,69,15,10,0,96,0,0,0,101,6,0,103,0,0,0,0,6,0,0,0,6,0,0,3,665,144,61,10,885,8,5,10
123011702,158,23,3,0,180,0,0,0,183,11,0,195,276,50,25,8,356,0,0,0,353,8,0,369,152,27,42,3,225,5,0,9,232,4,0,233,5,0,0,3,12,0,0,0,12,3,0,17,593,102,75,17,778,9,0,7,788,18,0,811,11,0,0,0,11,0,0,0,13,0,0,14,8,0,3,0,14,0,0,0,14,0,0,14,18,0,3,0,23,0,0,0,21,0,0,26,607,102,75,17,799,5,0,14,813,25,0,834,149,37,17,0,206,0,0,0,206,22,0,227,3,0,0,4,5,0,0,0,5,0,5,8,761,144,93,20,1011,5,0,14,1018,45,7,1073,168,23,6,0,198,3,0,3,199,6,0,203,182,42,15,4,241,0,0,0,244,6,0,254,38,8,8,0,55,0,0,0,55,0,0,55,0,6,0,0,8,0,0,0,8,0,0,5,389,73,30,11,497,3,0,3
123021436,110,18,18,0,148,0,0,0,151,8,0,166,155,39,43,0,236,4,6,8,245,10,0,254,102,4,44,3,161,0,0,0,161,6,0,161,0,3,0,0,5,0,0,0,5,0,0,3,377,58,106,8,547,3,3,7,555,25,3,586,7,0,0,0,9,0,0,5,13,8,0,21,5,0,3,0,16,0,0,0,16,0,0,16,13,9,3,0,24,0,0,5,26,8,0,38,391,66,109,10,569,4,5,12,580,36,3,622,193,70,58,9,339,21,0,21,357,114,0,471,0,0,0,0,0,0,0,0,0,0,3,4,583,136,166,23,908,30,6,34,942,146,6,1100,162,30,30,0,221,11,0,7,230,10,0,240,151,40,18,4,213,0,0,0,215,28,0,240,56,7,19,0,86,0,0,0,86,4,0,85,3,0,3,0,7,0,0,0,7,0,0,7,376,79,68,3,525,7,0,9
123021437,112,33,4,0,153,6,6,8,159,19,4,177,165,36,22,4,221,5,0,5,228,13,0,245,67,16,37,0,118,0,0,0,117,0,0,123,9,0,0,8,12,0,0,0,12,0,4,16,351,82,66,8,504,12,6,17,523,32,8,563,10,0,0,0,14,0,0,4,13,0,0,14,21,4,6,0,31,3,0,5,31,0,0,40,26,4,7,0,39,3,3,4,45,4,0,51,375,88,80,8,549,19,7,24,570,41,8,617,251,65,35,12,361,20,0,22,381,125,0,512,0,0,0,0,0,0,0,0,0,3,13,17,631,145,111,24,907,36,6,42,959,167,21,1146,208,31,19,0,255,5,0,7,261,17,0,283,129,31,33,0,192,7,0,7,199,21,0,221,25,12,9,0,49,4,0,4,50,0,0,50,4,0,0,0,3,0,0,0,3,0,0,9,369,75,57,6,504,18,0,23
123021438,117,19,26,0,161,3,0,3,168,20,0,188,130,33,26,0,188,7,0,8,202,15,0,214,66,18,41,0,125,3,0,3,128,3,0,129,3,0,0,8,12,4,0,4,12,7,0,19,319,74,85,8,487,13,0,15,501,47,0,549,5,3,0,0,13,0,0,0,17,0,0,14,15,9,0,6,25,5,0,5,25,0,0,28,23,11,4,6,37,8,0,8,41,0,0,48,337,81,88,12,527,19,0,21,544,46,3,593,202,51,42,8,302,13,0,13,310,106,0,423,0,0,0,3,5,0,0,0,5,0,4,7,543,131,134,17,824,35,0,32,857,153,8,1020,157,32,20,0,208,6,0,6,215,27,0,240,153,41,32,0,221,12,0,11,231,29,0,263,42,12,22,0,82,0,0,0,82,0,0,81,0,0,0,7,10,3,0,3,12,3,3,26,350,79,75,7,524,16,0,21
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,93,23,13,0,135,5,3,3,138,17,0,152,118,35,12,0,163,0,0,0,169,13,0,181,57,21,38,4,111,0,0,0,113,0,0,114,5,0,0,6,8,0,0,0,8,0,3,18,268,75,66,14,418,4,3,9,426,36,5,465,4,0,0,0,4,0,0,0,6,0,0,9,19,3,0,0,25,4,0,4,28,0,0,28,21,9,4,0,31,4,0,4,32,0,0,36,288,77,66,14,447,7,3,14,461,34,5,498,147,51,40,10,254,6,0,6,261,89,0,349,0,0,3,0,9,0,0,0,9,0,12,21,443,133,117,26,706,18,3,18,727,122,19,864,135,25,16,0,175,4,4,9,184,23,0,211,146,33,28,6,215,3,0,3,219,10,0,224,39,7,18,0,64,3,0,3,65,6,0,74,5,0,0,3,8,3,0,3,12,0,6,17,321,71,66,6,464,13,4,17
123021443,140,30,12,0,180,6,0,5,188,15,0,202,188,66,24,3,273,11,0,9,278,21,0,303,55,18,26,0,99,5,0,5,102,0,0,106,6,0,4,10,18,0,0,0,18,0,0,18,387,109,64,9,569,13,6,18,586,37,0,627,15,0,0,0,13,3,0,3,17,0,0,18,31,0,0,0,32,5,0,5,37,3,0,44,42,0,0,0,50,7,0,7,57,5,0,64,432,113,67,9,616,26,6,31,646,46,0,685,210,67,38,12,326,20,4,24,352,102,0,460,0,0,0,5,10,0,0,0,10,0,14,24,644,181,99,27,954,42,5,49,1005,147,20,1171,247,42,15,0,303,4,0,4,313,33,3,345,184,79,17,0,287,12,4,13,302,23,0,326,38,9,16,0,64,0,0,0,65,5,0,67,3,0,0,13,17,0,0,0,17,0,0,24,475,130,52,15,673,17,4,24
123021444,120,24,18,0,161,0,4,4,163,7,0,175,116,42,30,0,183,3,0,3,187,22,0,210,56,11,29,0,98,0,0,0,98,11,0,107,0,0,0,11,14,0,0,0,14,0,0,13,298,70,77,10,453,8,4,8,459,37,0,502,0,3,0,0,3,0,0,0,3,0,0,3,10,4,0,0,16,0,0,0,16,5,0,16,12,6,0,0,20,0,0,0,22,5,0,23,309,77,77,10,472,11,4,9,487,43,0,525,182,45,32,8,260,13,0,13,278,76,0,353,0,0,0,3,3,0,0,0,3,3,3,7,488,119,107,24,736,24,4,25,764,118,5,890,159,38,24,0,218,3,0,3,222,28,0,253,140,35,23,3,199,3,0,3,205,26,6,231,24,11,26,0,58,0,0,0,57,6,0,61,0,0,0,6,6,0,0,0,6,0,0,5,316,82,65,6,481,7,0,7
123021703,255,31,29,0,320,10,0,10,327,12,0,340,267,57,31,0,357,7,0,12,365,15,0,380,103,16,45,0,168,4,0,4,175,10,0,183,4,0,6,3,16,0,0,0,15,0,0,19,629,107,115,11,859,24,0,25,884,38,0,924,12,0,0,0,13,0,0,0,13,0,0,13,29,0,6,0,33,4,0,4,38,3,0,39,36,8,9,0,48,4,0,4,55,4,0,56,666,110,119,11,906,31,0,30,935,44,0,985,249,60,38,13,368,18,0,20,383,109,4,498,4,0,0,7,14,0,0,0,14,0,6,18,921,175,154,38,1286,47,4,48,1338,154,13,1499,326,38,18,5,381,9,0,9,392,15,0,406,201,49,18,0,262,4,0,4,268,13,0,284,46,8,24,0,80,4,0,4,83,3,0,89,0,0,0,7,4,0,0,0,4,0,0,12,570,89,55,8,733,20,0,23
123021704,106,23,3,0,139,6,0,6,149,6,0,153,97,31,7,3,143,4,0,4,143,12,0,154,46,13,9,5,70,0,0,0,70,9,0,77,5,0,0,6,11,0,0,0,11,0,0,11,253,75,23,7,365,12,0,12,377,20,0,401,10,0,0,0,8,0,0,0,7,0,0,10,13,3,3,0,15,0,0,0,15,4,6,20,18,3,3,0,20,0,0,0,23,3,6,30,269,81,26,7,388,13,0,13,399,28,5,428,130,26,23,4,178,13,0,13,188,39,0,226,0,0,0,0,0,0,0,0,0,0,4,7,402,95,48,18,569,26,0,26,592,68,6,665,164,22,17,5,203,4,0,8,213,13,0,226,115,29,11,0,156,7,0,4,160,12,3,176,20,9,0,0,29,0,0,0,29,4,0,33,5,0,0,6,9,0,0,0,9,0,0,10,307,56,27,12,404,12,0,12
123021705,121,28,18,0,166,7,0,5,176,13,0,185,126,30,13,0,167,3,0,9,180,13,0,190,40,7,16,0,66,6,0,6,69,5,0,73,0,0,0,0,3,0,0,0,4,0,0,4,287,75,43,0,407,19,0,21,424,25,0,445,19,3,3,0,21,0,0,0,24,4,0,24,20,0,0,0,22,0,0,0,22,3,0,24,38,4,0,0,45,0,0,0,46,0,0,49,322,76,44,0,445,16,0,18,469,30,0,498,190,50,34,8,275,15,5,13,288,80,0,367,0,0,0,0,3,0,0,0,3,0,3,11,505,127,76,10,723,32,4,37,754,110,5,879,151,28,25,5,208,0,4,3,217,16,3,234,145,44,18,0,211,0,0,0,217,13,0,226,20,8,5,0,28,0,0,0,34,4,0,37,4,0,0,4,4,0,0,0,7,0,0,9,325,84,51,6,458,11,4,11
123021706,56,9,3,0,77,4,0,3,77,6,0,84,81,15,7,0,112,9,0,9,118,14,0,134,28,6,4,0,43,0,0,0,43,4,0,55,3,0,0,0,4,0,0,0,4,0,0,4,168,41,22,0,234,12,0,9,241,32,3,274,7,3,0,0,12,0,0,0,12,0,0,16,9,0,3,0,18,7,3,8,25,0,0,26,20,7,3,0,32,7,3,8,35,3,0,43,188,48,25,0,264,12,4,20,281,36,3,318,128,60,26,11,224,11,0,11,239,87,0,325,0,0,0,0,0,0,0,0,0,0,10,9,316,107,55,16,489,25,4,29,522,122,15,648,96,19,8,0,120,3,0,8,128,17,0,147,103,21,13,7,144,10,0,11,155,16,0,173,16,3,10,3,29,0,0,0,33,8,0,37,3,0,0,4,3,0,0,0,3,0,0,6,218,47,36,10,304,14,8,15
