SA2_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
217031476,0,5,0,0,11,11,3,3,0,35,5,13,9,7,5,12,0,3,13,72,180,388,239,168,254,259,63,198,37,1793
217041477,8,20,13,7,14,15,0,22,9,106,5,9,7,9,19,18,12,18,29,132,187,505,392,279,409,627,193,829,127,3551
217041478,17,36,22,13,28,29,10,13,0,164,7,22,13,13,16,36,6,8,55,183,313,764,590,378,652,890,274,782,126,4779
217041479,25,71,65,32,79,88,16,37,3,417,19,41,36,12,61,77,14,34,54,343,623,1852,1354,935,2239,2146,653,1073,132,11016
217041480,16,42,35,18,46,30,12,23,0,224,14,33,18,15,26,37,8,26,46,223,348,1074,777,595,1248,1279,372,663,122,6484
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15
299999499,7,4,5,3,11,15,0,0,4,56,20,10,10,8,17,19,0,7,36,126,164,300,218,132,329,340,91,164,69,1797
301011001,73,52,35,32,94,68,19,47,7,436,21,35,30,22,79,80,18,38,53,379,677,1081,856,654,1923,1659,517,949,114,8424
301011002,27,25,10,0,28,22,0,22,0,139,13,17,14,8,33,30,7,20,23,166,289,574,462,249,707,832,215,613,44,3991
301011003,34,40,23,25,60,56,19,37,3,303,10,27,22,17,72,70,17,44,44,312,580,974,752,563,1524,1481,497,998,98,7464
301011004,78,52,49,24,99,74,25,58,3,467,10,26,38,27,94,85,16,40,61,396,688,1198,973,738,2086,1871,566,990,132,9235
301011005,14,8,6,7,9,10,7,11,0,76,6,11,7,0,21,20,4,12,9,89,157,225,171,159,441,371,127,230,16,1895
301011006,44,36,24,20,54,34,6,38,0,254,9,20,21,18,53,39,16,32,23,234,477,923,689,469,1176,1232,350,892,47,6240
301021007,44,37,39,33,45,54,16,29,4,302,10,30,23,29,67,79,10,33,32,321,508,962,822,554,1393,1339,373,920,100,6973
301021008,20,19,8,10,14,19,4,3,0,94,5,19,11,9,23,19,8,10,20,128,228,455,321,232,559,662,198,396,44,3088
301021009,65,53,46,23,79,66,26,49,3,416,15,35,36,14,80,75,19,55,58,397,675,1137,924,656,1824,1832,538,1169,128,8893
301021011,28,28,25,14,29,52,8,23,0,207,3,19,8,17,39,49,8,31,24,198,354,598,457,334,876,1026,269,698,40,4658
301021012,73,48,57,34,111,80,17,45,0,466,24,44,32,32,88,91,34,49,68,472,779,1329,1073,765,2235,2009,593,1313,138,10233
301021013,55,40,18,19,47,50,16,35,3,296,26,38,19,18,60,69,20,31,37,316,584,928,739,533,1343,1281,407,827,90,6739
301021550,0,4,3,4,4,0,0,0,0,15,4,10,0,3,3,10,0,5,10,55,98,154,127,81,112,160,20,82,33,863
301021551,18,15,11,3,10,13,0,3,0,79,15,21,18,8,12,20,6,5,23,121,232,454,293,208,329,272,73,174,68,2098
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
301031015,32,16,15,7,23,25,5,17,0,134,6,23,18,18,21,45,12,25,36,203,291,505,406,289,672,784,266,626,60,3899
301031016,32,29,22,14,38,36,14,24,3,208,13,22,14,13,42,55,12,26,31,239,413,784,605,463,1226,1310,398,783,56,6040
301031017,15,11,7,9,18,33,9,5,0,107,6,8,5,4,19,19,3,10,9,88,180,281,273,178,650,667,194,361,27,2812
301031018,20,23,18,12,48,51,9,16,0,195,6,24,16,8,44,40,5,26,21,184,350,545,473,354,1155,1103,275,553,59,4849
301031019,28,14,11,7,30,28,10,22,0,155,8,17,16,10,37,47,18,28,19,203,343,623,463,333,1015,1194,380,755,54,5154
301031020,48,38,27,12,72,45,12,32,0,285,12,30,18,19,53,57,18,43,43,285,549,964,709,503,1540,1521,502,1057,88,7427
301031021,61,27,37,13,75,67,14,32,4,329,13,28,31,12,94,79,16,19,41,340,609,932,753,534,1795,1716,502,828,102,7775
302011022,34,15,21,13,27,33,5,15,3,173,3,22,13,12,42,28,10,24,20,179,313,468,407,307,961,846,211,414,49,3975
302011023,27,36,12,11,30,35,13,24,0,188,0,20,20,4,43,40,8,16,25,181,422,798,524,404,1108,1173,345,744,81,5600
302011024,23,24,12,14,27,24,9,20,0,145,15,15,21,5,30,25,3,16,44,172,348,605,533,320,1120,1012,241,512,76,4763
302011025,40,20,28,13,35,47,7,17,0,212,8,17,3,7,58,37,5,23,27,193,448,639,610,382,1292,1289,339,696,68,5771
302011026,29,20,21,10,23,31,7,10,0,153,5,12,11,3,29,27,8,16,14,115,339,553,494,318,878,927,252,548,31,4335
302021027,31,24,22,8,47,42,10,28,0,210,12,23,20,13,41,46,11,37,46,246,517,815,652,452,1293,1285,381,747,83,6225
302021028,48,23,19,10,57,42,9,10,0,209,11,17,19,9,63,40,5,29,46,231,503,646,625,487,1558,1182,263,504,100,5874
302021029,29,20,10,12,27,21,8,15,0,144,8,10,6,8,21,32,0,14,20,125,288,444,366,292,763,711,197,355,41,3459
302021030,20,6,3,10,24,12,9,9,5,96,6,5,5,3,28,21,3,4,7,82,217,276,226,152,561,510,122,287,26,2377
302021031,49,39,26,7,57,44,15,27,6,265,13,26,25,11,46,60,11,38,26,264,682,1039,890,613,1817,1823,571,1115,78,8625
302021032,23,28,16,13,31,28,11,16,0,163,9,11,8,8,20,27,7,16,20,132,303,456,361,281,761,804,251,455,48,3718
302021033,22,12,10,0,21,17,3,9,0,98,13,7,5,11,24,35,4,12,25,139,330,428,355,238,784,728,201,392,39,3502
302021034,27,23,27,4,47,30,16,22,0,196,8,18,16,16,33,43,12,23,18,188,416,749,558,430,1099,1197,437,828,55,5761
302031035,28,31,13,17,37,43,8,19,0,192,5,10,16,14,49,51,9,14,41,209,378,565,474,347,1218,985,288,457,82,4786
302031036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
302031037,9,6,8,0,10,4,0,3,0,48,4,3,3,6,16,16,8,7,4,74,82,139,126,67,317,326,94,191,14,1354
302031038,25,7,16,10,28,24,9,9,0,128,12,14,18,15,25,25,3,19,22,154,321,445,404,295,897,877,253,497,52,4041
302031039,24,26,27,18,52,51,11,21,0,229,12,15,17,9,60,50,18,32,28,240,434,633,546,416,1414,1294,328,708,60,5828
302031040,36,39,36,26,68,59,17,27,5,309,3,18,24,12,64,57,12,31,37,270,581,846,799,526,2163,1792,488,900,89,8182
302041041,61,45,29,18,60,71,13,33,0,331,22,54,33,20,97,83,17,40,81,442,739,1098,953,676,2040,1821,455,897,131,8809
302041042,25,28,28,16,29,34,12,12,0,193,11,23,8,4,45,41,17,20,22,187,382,628,532,367,1014,1035,345,556,49,4914
302041043,7,8,9,3,10,18,3,3,0,58,5,8,4,6,21,14,9,4,9,85,144,226,188,161,431,403,113,212,26,1910
302041044,22,4,14,7,9,14,4,6,0,86,9,19,11,13,16,18,0,20,11,108,219,484,363,237,577,683,215,394,29,3186
302041045,34,37,26,16,43,34,13,13,0,225,12,36,33,12,79,40,10,22,45,289,462,784,789,602,1795,1374,320,503,99,6718
302041046,34,17,17,14,33,27,4,14,0,152,10,26,27,11,56,29,9,10,36,214,366,479,557,330,1232,858,263,357,72,4515
303011047,38,27,20,11,44,37,5,15,0,198,4,29,24,14,35,57,4,32,21,223,490,887,686,474,1275,1542,476,1214,53,7098
303011048,24,16,22,12,34,17,13,16,0,149,7,5,4,15,38,43,10,12,25,158,280,435,368,288,988,948,300,504,48,4152
303011049,33,35,21,20,60,54,9,11,0,245,14,27,16,9,46,51,14,26,38,241,473,744,620,452,1479,1437,400,750,75,6444
303011050,26,8,15,4,19,23,7,9,0,108,5,14,12,9,28,24,10,8,30,139,315,429,404,301,882,784,228,418,59,3820
303011051,49,43,30,12,42,64,15,28,0,284,10,36,23,31,66,70,14,31,43,322,590,1257,912,569,1651,1722,486,1094,84,8373
303021052,31,32,19,14,46,39,15,23,0,214,16,29,19,22,36,60,13,20,35,247,603,1035,801,564,1590,1505,392,707,81,7274
303021053,45,39,38,23,53,56,15,26,0,301,8,34,23,26,65,75,21,48,47,337,779,1330,1095,750,2322,2276,711,1389,118,10772
303021054,13,7,11,9,12,5,3,7,0,72,8,8,22,8,23,20,7,14,21,122,244,413,355,198,606,585,168,319,47,2934
303021055,37,26,16,13,51,33,9,24,0,204,5,24,13,10,31,47,11,26,28,195,515,782,689,441,1536,1432,394,732,64,6577
303021056,19,23,20,8,19,23,3,15,0,139,8,19,8,7,28,28,8,23,20,151,362,651,465,333,907,911,325,641,35,4620
303021057,29,12,9,6,15,24,10,19,3,128,4,12,9,13,26,22,3,5,22,113,290,423,342,258,750,802,226,463,42,3592
303021058,24,21,21,16,52,29,7,13,0,175,11,22,12,5,44,25,11,16,32,169,428,777,597,327,1147,1049,248,487,82,5139
303021059,19,34,17,12,18,26,8,16,4,163,0,20,24,12,30,42,6,24,17,176,433,787,614,405,1101,1112,317,772,52,5596
303031060,31,43,34,17,63,34,12,21,0,256,13,52,57,18,99,67,19,19,93,441,466,1043,946,539,1835,1455,373,611,166,7437
303031061,9,15,10,8,26,20,7,9,0,100,6,18,29,9,35,27,3,8,64,198,204,482,375,201,625,517,98,208,118,2834
303031062,28,20,11,14,40,37,4,16,0,170,10,22,17,8,41,25,12,17,34,178,295,622,450,354,958,873,232,414,55,4254
303031063,48,39,15,28,55,65,15,40,5,301,17,40,17,10,58,67,10,24,41,282,623,1084,881,630,1917,1793,488,978,89,8481
303031064,19,27,24,7,39,31,11,15,3,179,8,32,33,7,66,52,13,21,42,268,314,804,630,422,1313,1254,238,586,86,5644
303031065,19,32,29,9,37,44,3,12,0,193,16,34,12,11,45,56,11,15,45,256,424,848,630,415,1273,1063,244,450,90,5439
303031066,20,33,16,7,40,31,10,15,0,178,13,26,21,11,50,31,6,13,41,218,334,823,658,443,1228,1079,267,540,82,5457
303041067,14,15,21,7,21,23,5,6,0,117,3,15,25,9,35,28,3,4,24,155,208,385,407,218,739,542,102,182,58,2837
303041068,23,14,36,16,37,38,10,22,4,199,17,27,25,16,51,47,14,16,33,243,462,699,695,486,1339,1266,347,658,68,6027
303041069,7,14,11,0,16,6,0,6,0,56,10,19,20,11,31,17,3,6,39,144,130,360,337,151,440,353,93,153,71,2095
303041070,20,14,15,10,35,27,9,11,0,144,6,12,18,13,31,24,4,25,27,155,345,491,461,296,884,885,213,414,60,4039
303041071,22,35,9,7,30,26,12,15,0,154,3,27,14,9,25,49,13,22,37,192,450,830,645,425,1081,1238,383,864,66,5983
303051072,26,23,22,12,41,37,13,12,0,185,20,18,11,11,51,46,7,11,53,227,295,507,472,329,1074,833,192,380,103,4188
303051073,44,51,53,21,82,77,17,32,5,397,26,49,69,21,142,123,23,38,87,578,682,1516,1427,827,2790,2216,473,943,180,11050
303051074,32,37,27,9,46,35,11,18,5,216,5,11,16,19,78,53,3,20,54,263,319,557,593,413,1564,1179,246,483,105,5464
303051075,39,33,36,13,53,46,20,30,0,277,10,46,35,26,89,87,22,47,66,422,477,1064,935,617,2004,1650,414,812,117,8091
303051076,23,18,22,9,53,42,12,14,4,195,15,29,32,16,57,45,13,11,80,303,281,486,454,312,1019,809,229,328,130,4052
303061077,16,20,20,15,24,20,9,9,0,131,9,18,28,12,46,34,10,17,46,220,255,570,491,328,941,813,211,360,74,4034
303061078,30,34,42,16,67,49,13,19,5,275,15,34,67,23,90,60,9,19,93,419,449,930,1027,511,1839,1301,281,479,161,6988
303061079,33,22,14,8,26,24,3,7,0,138,15,45,27,18,44,49,4,11,62,268,314,649,622,338,893,720,139,297,108,4088
303061080,40,43,42,20,68,50,16,18,0,296,21,73,52,20,106,88,16,25,90,488,517,1191,1001,597,2003,1533,338,636,153,7970
304011081,25,25,11,18,30,18,9,3,0,149,12,22,12,3,33,34,8,13,21,155,311,534,385,270,802,807,212,464,53,3829
304011082,28,27,10,14,28,28,4,16,3,154,3,16,14,6,22,28,11,15,23,137,269,506,389,228,848,729,202,396,48,3617
304011083,25,15,11,3,17,21,0,3,0,100,3,4,0,3,27,21,8,3,7,80,175,243,250,121,584,451,130,257,23,2232
304011084,24,17,18,13,17,27,9,17,0,146,7,21,10,11,36,31,5,24,14,162,377,665,515,323,1038,1093,276,634,36,4958
304011085,12,11,13,3,12,11,0,9,0,68,7,12,13,4,11,15,4,10,14,87,151,329,238,149,416,505,133,309,18,2256
304021086,31,22,22,11,34,35,8,15,4,183,13,22,16,3,36,42,8,21,11,163,482,743,545,341,1070,1129,307,709,40,5365
304021087,13,21,11,0,10,20,0,7,0,79,3,20,16,10,19,26,8,12,6,111,277,539,335,274,464,657,179,567,25,3308
304021088,14,16,21,9,25,26,10,12,0,147,6,16,16,10,21,38,4,15,19,146,407,733,587,352,921,1181,350,735,40,5316
304021089,9,7,6,4,4,9,5,13,0,54,3,13,0,0,5,24,5,10,6,67,198,337,212,138,292,453,148,424,12,2226
304021090,17,15,33,12,22,18,18,14,0,155,5,14,11,7,32,38,5,16,15,149,391,699,554,317,852,1041,276,595,41,4756
304021091,8,15,8,3,11,11,8,13,0,78,3,16,8,7,10,29,7,16,9,104,199,449,306,195,378,546,194,552,19,2820
304031092,11,14,7,8,14,18,5,8,0,89,9,18,8,9,13,24,13,18,18,130,352,578,421,235,598,883,260,650,37,4010
304031093,13,19,11,4,16,14,3,7,0,92,3,5,5,7,16,12,3,4,15,66,248,371,288,197,483,548,165,354,29,2678
304031094,40,34,14,27,26,23,3,14,0,187,14,31,21,3,38,40,0,32,25,207,669,1037,720,440,1444,1418,339,801,58,6930
304031095,26,18,12,4,21,20,6,8,0,100,0,9,7,4,19,33,10,11,11,116,308,498,305,234,676,759,214,450,35,3483
304031096,34,39,21,4,14,26,12,7,0,156,22,56,27,11,20,34,3,12,31,216,938,1482,689,290,796,857,228,523,73,5874
304031097,28,26,12,12,38,15,3,13,0,155,0,26,12,0,21,37,6,16,35,156,511,818,590,339,1084,1043,264,526,72,5256
304041098,25,15,13,5,41,35,11,10,0,157,10,10,6,3,21,36,9,11,17,130,399,571,510,325,1049,1288,397,677,66,5285
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,14
304041100,22,24,13,13,25,29,12,13,0,146,9,10,8,11,15,15,12,8,21,104,294,442,354,241,726,719,177,361,35,3347
304041101,23,26,15,9,30,23,6,14,3,149,4,11,18,11,38,27,3,8,19,132,412,581,497,350,916,1032,331,578,46,4739
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,50,45,21,27,44,40,13,26,0,266,11,35,11,15,44,50,18,29,21,234,707,1376,917,595,1549,1813,552,1159,49,8707
304041104,37,18,18,9,33,36,12,14,0,188,11,16,11,6,34,23,14,16,17,149,525,750,594,378,1283,1408,375,693,54,6063
305011105,37,22,18,10,28,28,4,15,3,178,25,53,36,19,48,66,10,44,58,359,769,1110,919,417,1618,1580,371,918,133,7848
305011106,54,38,26,10,51,30,10,17,0,245,19,31,24,14,52,54,12,24,39,281,576,705,767,351,1656,1444,361,718,99,6679
305011107,19,18,8,7,23,16,5,8,0,103,11,17,12,7,22,24,5,16,16,124,268,601,411,234,716,704,201,411,31,3582
305011108,40,30,20,10,41,20,7,13,6,191,7,20,23,20,43,56,13,30,42,255,443,717,637,366,1331,1342,430,911,97,6265
305011109,47,28,24,12,44,32,10,27,6,216,6,38,33,20,43,53,15,42,43,303,550,765,714,464,1402,1645,529,1197,75,7351
305011110,29,44,10,13,40,33,3,19,0,191,18,46,15,7,62,55,9,25,39,283,696,1132,781,378,1670,1665,384,856,91,7659
305011111,17,22,28,10,18,13,6,18,3,129,15,15,33,15,24,39,3,23,33,198,354,569,667,235,928,832,210,382,58,4245
305011112,39,29,37,30,60,34,13,18,0,259,16,47,37,28,58,74,16,45,35,356,674,1101,917,572,1976,2004,510,1173,68,9000
305021113,13,15,10,4,13,14,4,7,0,89,4,10,7,9,10,28,8,17,10,99,190,295,241,178,426,589,209,466,29,2628
305021114,15,17,5,5,19,15,4,14,0,97,3,19,19,9,22,37,4,27,20,160,270,479,360,259,778,939,296,757,41,4178
305021115,17,20,12,5,33,20,11,7,0,131,4,19,8,6,27,36,8,13,11,136,281,459,402,200,807,801,220,505,37,3712
305021116,5,14,6,3,12,9,0,5,0,71,3,15,12,4,19,36,6,25,20,140,228,392,284,186,486,707,204,542,38,3066
305021117,36,36,28,14,55,50,9,28,0,255,18,16,25,14,57,65,28,51,50,322,607,898,761,574,1915,1969,616,1177,106,8615
305021118,13,16,4,13,24,21,5,13,0,119,9,16,9,8,21,25,0,22,11,132,311,503,430,264,760,924,253,717,36,4195
305031119,15,11,9,3,18,16,5,14,0,92,4,12,14,5,14,37,3,8,19,124,207,274,248,165,628,641,159,350,42,2711
305031120,19,22,25,9,29,9,4,16,0,127,12,9,10,4,16,23,10,13,8,113,314,502,435,274,781,843,274,564,38,4023
305031121,14,17,7,8,23,22,6,13,0,100,3,14,8,5,22,25,8,21,15,110,202,382,314,193,569,692,216,559,32,3159
305031122,25,21,23,13,34,37,19,19,5,192,3,14,13,9,46,53,11,28,37,225,464,731,688,430,1286,1347,374,864,69,6250
305031123,12,10,6,11,8,12,0,7,0,67,0,13,5,7,14,18,10,15,12,89,185,334,282,170,408,577,195,423,24,2595
305031124,16,16,11,8,18,25,5,21,0,123,9,15,15,13,21,37,11,24,29,180,255,477,368,221,791,821,287,686,49,3961
305031125,10,4,11,0,5,9,11,5,0,60,17,16,8,5,18,18,7,18,10,113,187,330,278,168,392,594,184,525,27,2688
305031126,16,23,19,4,31,15,11,10,0,139,9,32,27,15,34,40,13,13,41,218,545,1022,692,342,1088,1067,277,550,73,5664
305031127,9,19,12,7,18,5,7,4,0,87,4,9,8,4,13,10,4,13,15,79,227,400,356,208,598,654,161,371,29,3002
305031128,79,65,45,19,91,71,23,31,0,429,29,41,54,22,106,132,30,74,48,540,806,1040,1056,674,2920,3256,934,1956,108,12756
305031129,10,10,9,13,18,8,0,3,0,66,10,11,13,4,13,18,5,6,6,86,190,310,218,167,367,548,164,382,7,2357
305031130,31,15,10,7,26,18,7,16,0,134,15,17,25,14,23,41,3,17,27,184,414,537,543,363,1118,1079,313,624,59,5056
305031131,38,23,20,7,47,33,7,18,4,202,13,23,17,10,42,48,9,28,27,220,523,792,687,450,1497,1372,402,870,72,6652
305041132,44,29,21,11,35,42,7,14,3,198,11,33,24,7,29,38,9,30,24,207,646,1166,784,505,1152,1557,469,1291,50,7630
305041133,12,19,8,9,17,22,4,9,0,100,9,17,16,8,24,28,9,17,19,140,284,554,377,229,687,728,188,486,24,3557
305041134,22,18,17,10,19,24,9,16,0,145,10,22,22,14,27,52,8,37,19,211,429,821,613,369,755,1207,398,1013,40,5650
305041135,25,41,32,19,41,41,4,19,5,228,12,26,20,17,48,58,14,34,42,279,657,944,779,483,1425,1702,497,1204,82,7771
305041136,17,17,13,7,16,15,7,5,0,104,3,10,13,11,26,30,11,10,24,137,330,516,400,267,669,766,247,524,33,3752
305041137,21,31,18,10,37,28,9,11,0,177,22,30,29,16,54,52,14,26,36,269,689,1135,758,471,1499,1496,403,842,86,7372
306011138,3,16,15,14,16,29,14,13,0,124,0,6,7,8,24,18,6,12,27,104,143,429,303,287,654,570,179,391,38,2992
306011139,10,43,39,14,52,58,17,26,0,260,7,30,18,12,34,27,10,25,30,195,326,866,746,499,1167,1069,317,740,70,5798
306011140,0,12,10,4,11,14,5,11,0,63,3,4,5,9,8,3,0,6,9,59,109,293,246,206,440,396,101,254,24,2077
306011141,7,31,41,25,52,66,17,48,7,290,9,23,19,6,39,27,12,32,34,209,381,1021,842,650,1514,1416,440,933,91,7288
306011142,14,54,44,32,82,59,22,25,0,336,19,32,26,13,43,47,10,29,54,279,496,1175,962,787,1863,1562,474,1107,137,8565
306011143,0,13,9,17,30,24,4,8,0,108,5,18,16,4,23,13,4,11,28,127,155,423,382,334,679,501,149,327,45,2990
306021144,9,29,29,27,53,47,13,30,0,228,8,15,11,9,24,31,10,12,31,151,215,479,401,353,994,748,207,478,71,3943
306021145,11,31,32,23,44,21,13,16,0,181,14,28,33,15,37,27,3,24,52,228,233,772,820,526,1340,971,271,649,103,5696
306021146,4,25,35,17,42,30,23,43,0,221,3,10,17,3,25,26,6,13,27,134,186,548,462,365,862,697,228,523,65,3934
306021147,13,35,21,24,84,53,32,33,4,288,10,20,15,12,40,24,10,25,39,192,234,672,566,449,1258,929,303,619,98,5123
306021148,7,36,21,20,57,52,23,45,0,255,10,24,17,13,38,36,9,23,52,233,230,533,517,457,1028,885,294,738,87,4763
306021149,6,37,30,21,55,37,26,39,0,251,6,26,11,15,35,23,5,11,36,174,210,697,600,475,1126,820,255,575,68,4828
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,0,20,6,6,28,19,0,12,0,97,3,5,12,5,15,17,0,6,11,90,114,337,330,234,623,333,84,209,38,2307
306021152,0,17,8,7,31,28,3,7,0,112,9,14,11,10,18,14,5,6,24,94,118,351,274,214,524,328,96,243,51,2190
306021153,9,29,24,21,48,55,18,24,3,237,7,11,13,5,30,28,5,22,26,149,237,602,542,403,1082,852,240,500,51,4508
306021154,4,13,18,15,42,27,15,10,0,132,3,23,11,6,23,15,0,16,35,147,106,358,324,254,706,457,120,302,75,2715
306021155,3,12,17,7,25,24,6,13,4,116,9,6,5,3,16,14,4,6,19,90,110,296,244,172,491,335,117,222,41,2019
306021156,0,25,25,17,39,35,9,20,0,177,5,20,14,7,24,24,5,14,31,151,175,580,523,403,906,828,255,545,69,4290
306021157,5,13,7,9,33,25,0,7,0,100,4,13,9,9,19,15,0,7,28,98,93,274,248,202,536,334,88,211,45,2031
306031158,6,12,14,0,20,12,3,16,0,73,8,11,7,11,17,16,0,16,20,103,90,284,240,144,339,357,120,424,52,2051
306031159,0,25,10,13,28,31,6,18,6,141,3,20,26,18,31,17,6,13,37,176,132,507,464,353,877,591,179,415,88,3609
306031160,5,14,14,8,27,33,4,29,0,129,17,28,22,12,28,26,7,23,64,232,151,435,408,303,661,554,207,699,137,3566
306031161,0,23,17,7,31,28,10,26,0,145,16,30,17,22,42,37,15,22,49,249,207,636,538,373,902,800,281,847,111,4697
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,15,11,81,41,31,61,67,14,72,21,398
306041164,9,13,21,4,20,14,6,15,0,104,13,19,22,6,20,25,4,20,42,163,145,477,411,269,477,475,122,421,85,2887
306041165,5,21,14,10,12,22,8,17,4,103,11,24,16,3,12,24,0,7,19,107,150,515,413,291,497,477,133,345,63,2893
306051166,3,29,23,17,43,43,7,22,0,197,5,24,22,18,36,34,9,20,61,224,208,716,548,449,977,814,285,749,154,4897
306051167,3,8,4,11,14,16,6,16,0,75,6,18,10,3,22,19,5,16,30,126,111,292,222,153,233,271,69,355,71,1776
306051168,0,9,12,6,14,14,0,6,0,57,12,26,11,11,11,12,4,18,20,114,117,337,270,187,364,313,77,234,46,1952
306051169,8,34,19,5,23,24,12,20,0,149,10,33,11,8,17,16,8,24,34,163,245,617,473,362,562,658,200,721,100,3926
306051170,6,43,25,15,33,52,7,36,6,223,7,22,18,11,41,31,9,14,55,203,252,573,523,400,1144,938,271,730,133,4960
307011171,0,8,8,8,13,13,8,12,3,70,4,8,9,0,14,8,0,22,27,93,65,206,196,145,292,305,105,715,75,2102
307011172,9,15,10,11,14,22,17,33,7,136,10,25,12,4,17,31,10,86,23,217,181,469,390,234,450,709,241,1178,97,3958
307011173,3,14,21,12,23,43,15,39,0,178,13,8,4,11,22,39,12,19,23,148,120,355,294,239,459,566,265,675,57,3034
307011174,0,3,5,0,7,11,0,8,0,25,0,8,4,4,3,14,0,9,22,71,52,200,184,118,176,294,119,593,46,1777
307011175,0,7,4,0,7,13,4,8,0,45,6,10,9,5,8,11,4,29,14,100,82,238,136,146,237,306,125,699,48,2008
307011176,5,23,13,10,35,39,14,44,0,182,5,17,14,0,36,28,7,45,45,198,133,369,297,212,767,688,235,706,75,3481
307011177,6,5,0,4,9,11,8,22,6,74,12,15,18,6,17,7,9,46,38,171,128,295,229,178,338,437,152,1135,97,2981
307011178,0,7,4,3,0,6,4,3,0,22,0,4,7,0,6,8,0,12,13,58,48,152,145,88,145,195,76,454,31,1322
307021179,4,14,14,7,10,26,5,20,3,101,12,26,23,10,21,27,9,27,34,177,154,502,397,295,542,566,202,853,87,3590
307021180,0,17,16,9,24,24,9,12,0,116,3,13,7,8,20,14,8,39,40,162,133,405,341,243,702,605,202,720,101,3456
307021181,0,4,3,0,0,4,0,7,0,21,3,11,6,7,11,3,0,12,16,76,50,180,119,101,178,234,94,388,46,1385
307021182,3,20,10,9,17,25,21,20,0,122,4,7,10,9,30,28,4,26,32,145,127,350,277,220,434,407,167,600,82,2653
307021183,11,63,35,25,62,71,22,62,3,364,25,36,23,7,61,63,23,74,65,377,348,1029,785,552,1375,1354,503,1688,162,7795
307031184,0,11,10,7,13,16,7,17,0,83,7,14,8,3,16,17,6,14,27,103,107,301,234,169,341,419,160,513,49,2295
307031185,5,6,6,10,13,15,6,9,0,73,5,10,4,0,12,11,0,15,17,82,93,281,229,174,289,320,99,461,59,2003
307031186,3,12,11,4,10,19,0,11,0,73,3,23,9,12,20,9,3,17,21,110,110,303,230,176,334,298,106,439,65,2061
307031187,0,18,9,8,13,12,3,20,0,92,9,11,8,3,15,7,0,4,11,70,87,363,281,222,376,298,100,224,48,1995
307031188,0,14,11,8,14,15,0,17,0,85,12,20,7,7,14,21,0,19,26,137,142,421,379,222,389,398,114,467,62,2582
307031189,8,32,24,15,54,69,18,32,4,252,18,34,28,13,45,48,15,34,58,296,298,920,748,605,1332,1098,379,875,116,6376
308011190,0,12,5,3,14,17,6,28,0,85,11,3,9,6,16,6,3,21,31,111,169,303,269,149,374,479,275,1196,104,3307
308011191,4,18,5,0,9,11,4,23,0,86,6,15,15,8,8,20,13,32,32,142,173,385,278,171,269,460,230,1491,112,3571
308011192,10,48,31,29,55,75,40,91,4,382,14,21,14,6,46,41,9,59,63,276,315,855,738,482,1182,1215,585,1986,144,7505
308031205,7,22,17,15,34,41,7,15,0,157,3,20,7,7,33,29,3,14,31,145,144,399,323,225,775,541,124,369,70,2965
308031206,4,4,4,0,4,3,0,13,0,35,0,4,0,0,6,4,0,8,8,27,53,105,79,58,147,125,37,188,25,817
308031207,3,21,10,3,29,16,0,12,5,100,0,6,7,9,19,16,0,12,23,95,122,300,264,178,395,330,112,394,57,2161
308031208,5,17,17,22,54,46,10,27,0,195,0,12,6,5,26,25,4,13,28,125,212,493,434,367,1127,804,291,638,69,4447
308031209,4,17,12,7,32,37,9,24,0,131,0,8,3,0,20,12,0,8,5,65,110,280,233,159,496,442,172,421,35,2355
308031210,5,36,31,12,58,54,19,31,10,250,7,22,16,13,23,25,11,40,52,210,303,665,620,441,1209,884,318,965,129,5543
