SA2_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
205041096,14,25,14,5,44,29,7,13,6,167,12,22,25,17,58,51,12,8,49,259,261,795,667,424,1031,766,240,407,135,4720
205041098,3,16,7,3,19,24,0,9,0,91,3,4,7,8,16,17,3,14,17,91,157,331,252,199,407,452,169,261,60,2279
205041493,19,33,25,15,52,50,10,25,5,220,21,19,14,5,28,23,4,27,42,192,319,754,634,432,1111,955,356,606,101,5271
205041494,30,41,47,25,48,61,13,22,0,284,5,28,14,12,41,37,8,43,42,234,446,1151,936,710,1784,1636,555,842,89,8143
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,13
205051100,3,10,13,5,7,17,4,8,0,60,9,8,9,8,5,17,3,21,25,92,133,295,254,159,267,407,126,399,51,2092
205051101,31,31,26,13,53,62,14,24,0,262,18,33,26,10,35,54,12,43,46,270,440,938,732,558,1063,1253,360,977,129,6450
205051102,0,12,3,0,12,17,3,15,0,75,4,8,5,0,12,14,4,8,22,76,103,245,192,136,293,348,126,403,61,1906
205051103,8,46,46,14,45,50,10,16,7,238,10,21,13,17,34,45,10,16,52,220,336,1029,814,534,1240,1359,391,750,118,6565
205051104,3,12,8,6,7,20,4,9,0,69,8,14,4,3,13,16,3,11,30,98,117,349,269,217,321,391,120,398,58,2238
206011106,22,36,31,18,56,52,13,20,0,252,4,33,23,22,56,80,19,31,40,317,420,1003,806,656,1909,2085,570,990,76,8513
206011107,19,38,36,31,61,55,16,18,0,269,16,36,29,21,62,69,14,30,47,314,460,1203,1001,707,1808,1854,514,922,104,8573
206011109,15,28,30,16,27,32,6,17,3,173,11,18,16,7,37,36,9,23,24,181,308,819,653,451,1084,1213,348,683,61,5621
206011495,20,52,41,26,53,32,9,11,0,247,7,21,26,15,44,68,17,31,45,286,406,1077,919,711,1619,1875,507,856,99,8070
206011496,19,32,33,25,71,44,6,18,0,249,11,29,29,15,55,61,18,34,45,289,402,1091,881,704,1804,1971,551,1038,81,8526
206011497,26,35,26,19,60,33,6,12,5,226,13,39,21,18,58,43,7,14,37,252,411,1064,839,618,1487,1496,369,649,85,7020
206011498,23,29,18,9,60,40,17,14,3,215,16,25,21,18,59,65,13,29,46,296,415,1080,915,672,1439,1620,439,872,86,7530
206021110,6,29,24,17,39,17,5,8,3,154,4,19,12,11,20,35,12,20,26,156,275,743,602,473,934,1088,359,644,45,5160
206021112,35,62,45,33,78,61,8,25,9,352,14,29,35,27,70,73,15,46,59,356,586,1458,1283,981,2202,2386,703,1222,114,10928
206021499,26,39,42,26,47,37,17,20,0,249,11,38,35,22,48,83,16,31,35,323,466,1215,953,760,1561,1944,641,1141,78,8753
206021500,18,35,23,14,37,28,5,15,0,172,9,24,18,18,38,50,6,24,15,201,299,789,687,539,1240,1374,434,846,37,6242
206031113,23,35,30,13,37,45,7,21,0,210,9,31,32,14,74,49,14,38,36,295,451,1022,903,626,1649,1808,574,1108,69,8200
206031115,9,24,17,14,28,16,5,8,0,136,0,28,20,18,50,24,5,16,36,197,230,657,578,371,1060,1072,296,519,80,4867
206031116,24,38,35,23,39,27,19,26,0,241,9,39,38,18,84,62,8,40,47,342,461,1167,1025,688,1885,2225,618,1262,91,9434
206031501,18,34,40,19,46,38,14,29,0,230,8,27,31,20,69,67,18,40,55,342,444,1257,1010,610,1654,1958,522,1153,129,8733
206031502,14,35,27,18,40,44,8,18,4,203,9,33,22,16,46,51,14,26,50,262,345,922,780,523,1437,1620,452,936,92,7121
206041117,17,50,51,15,42,29,10,15,0,233,19,61,61,15,53,60,16,30,77,383,555,1855,1236,539,1561,1717,388,748,145,8749
206041118,14,50,41,19,33,40,11,21,3,226,14,37,34,13,76,95,11,29,63,370,479,940,953,477,2072,2981,462,952,122,9438
206041119,3,13,6,8,26,17,3,17,0,91,4,11,8,5,8,19,3,15,11,85,127,368,261,203,530,777,215,570,29,3078
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,3,13,14,4,3,0,65
206041121,8,31,17,16,30,35,3,14,0,161,4,28,13,7,54,44,10,23,25,218,324,742,623,500,1396,1580,472,880,49,6567
206041124,7,37,12,5,16,5,4,12,0,102,13,19,23,6,15,19,8,12,23,130,358,1082,447,210,604,680,182,372,38,3980
206041125,9,6,19,8,23,7,3,10,0,81,8,18,19,14,27,38,8,24,24,169,155,414,367,251,648,925,252,666,45,3717
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,13,33,41,10,29,29,0,9,6,160,13,46,40,15,40,47,10,19,50,281,341,945,926,335,1131,1259,265,539,111,5855
206041504,20,57,81,21,44,30,0,7,0,260,40,82,90,20,46,60,6,10,86,445,596,2031,1830,563,1874,1803,296,427,187,9608
206041505,19,47,88,12,38,32,10,7,5,252,20,55,68,19,74,64,6,23,108,431,525,1626,1680,620,2232,2211,388,623,217,10129
206041506,16,41,23,27,48,40,15,23,0,226,17,23,39,17,66,67,12,36,52,337,436,1339,988,596,1826,1978,529,1018,102,8813
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,8,21,23,10,11,17,0,10,0,95,9,14,16,7,40,37,10,14,37,180,184,485,481,212,923,1137,247,464,61,4190
206041509,27,42,44,16,62,43,7,8,4,258,12,47,56,21,105,109,17,35,92,491,539,1331,1483,614,2754,2947,523,962,158,11320
206041510,16,23,25,15,17,19,6,10,0,133,6,24,26,8,40,40,9,12,38,196,230,609,649,286,1042,1220,289,438,66,4829
206051128,17,35,34,15,29,38,10,14,5,200,13,36,35,12,51,96,15,78,55,391,374,1102,866,596,1424,2054,575,1705,99,8791
206051129,20,52,49,28,57,55,17,25,0,291,7,28,33,26,61,90,29,63,41,376,444,1076,894,708,1697,2188,698,1424,89,9222
206051130,31,48,35,27,40,43,14,36,0,270,23,30,31,20,60,102,26,46,49,390,455,905,792,529,1491,2283,687,1658,81,8873
206051134,35,61,51,22,67,57,15,30,3,345,14,41,29,17,61,107,25,46,45,382,485,1210,1066,718,2055,2368,749,1257,120,10030
206051511,3,12,6,0,14,6,7,3,0,51,0,5,3,0,13,19,0,6,13,62,55,112,120,64,280,314,86,194,19,1241
206051512,12,37,28,15,30,34,11,19,4,183,13,26,23,24,52,71,10,31,36,288,297,709,603,397,1238,1746,495,1093,73,6645
206051513,34,48,46,30,64,40,12,10,4,289,17,31,32,15,66,80,18,42,37,339,366,788,823,568,1783,1989,529,887,84,7809
206051514,28,35,41,22,48,39,10,26,7,260,10,32,19,20,87,88,23,38,53,370,434,946,869,530,1769,2142,527,1080,117,8415
206061135,10,26,20,3,26,21,4,14,0,126,11,17,28,12,36,36,13,21,29,204,230,665,534,355,952,1243,397,930,66,5367
206061136,48,44,53,25,77,56,23,26,0,353,19,54,31,23,100,128,37,87,63,537,589,1308,1062,782,2623,3364,936,1934,148,12757
206061138,9,23,25,9,31,29,0,20,4,148,17,53,35,12,58,75,11,51,45,353,286,947,742,449,1005,1478,417,1182,102,6603
206061515,16,25,42,15,47,29,7,14,0,200,12,20,32,17,53,88,13,35,39,310,303,789,662,411,1734,2130,545,1102,90,7761
206061516,17,28,37,9,31,31,8,10,0,166,9,21,19,9,47,59,20,43,32,253,263,603,517,343,1215,1610,450,1020,69,6082
206071139,12,23,33,10,36,25,12,17,0,160,15,12,17,12,43,67,7,35,32,243,294,597,564,398,1431,1622,444,805,61,6223
206071140,17,13,32,18,17,27,6,19,0,145,10,15,9,11,19,46,10,16,27,170,281,757,512,433,844,1133,348,756,60,5130
206071141,17,17,25,12,30,28,5,11,0,139,8,28,22,13,45,68,9,30,37,265,276,555,477,396,1225,1585,474,843,64,5889
206071142,9,32,16,12,38,31,7,18,0,174,9,28,19,15,38,61,17,39,45,273,287,682,596,445,1122,1461,479,1029,88,6186
206071143,20,30,21,26,45,49,6,14,0,204,9,40,20,19,34,53,17,35,21,250,373,1021,753,602,1405,1762,546,1140,59,7669
206071145,11,36,27,6,34,14,14,22,0,171,5,21,12,17,40,47,10,24,26,198,260,707,578,472,1036,1391,435,871,48,5796
206071517,28,32,39,27,54,58,24,29,3,290,15,37,16,23,73,103,18,67,48,407,481,1091,890,770,2449,3203,1059,2145,110,12189
206071518,20,51,39,23,55,51,10,24,3,284,9,32,21,19,64,68,17,37,54,322,359,913,737,517,1877,2219,619,1280,86,8602
207011146,6,28,15,3,18,14,3,15,0,105,7,25,16,5,14,40,5,27,14,163,177,682,432,311,579,887,249,618,32,3980
207011147,11,35,33,14,34,33,8,21,0,189,16,51,32,19,50,84,15,32,49,344,310,1308,907,551,1279,1656,390,935,82,7414
207011148,23,59,28,24,47,39,9,18,7,253,23,54,46,26,61,85,25,52,67,444,416,1831,1194,714,1645,2206,567,1323,142,10041
207011149,8,45,42,22,41,53,12,22,5,254,21,50,31,21,64,63,17,42,54,369,477,1799,1254,826,1572,2277,672,1700,115,10685
207011150,17,59,39,17,33,34,13,30,0,242,7,36,27,10,42,62,14,48,39,278,396,1506,1022,625,1270,1921,598,1457,68,8873
207011152,16,47,25,18,39,27,7,13,0,194,8,32,29,15,65,80,8,46,27,312,378,1225,919,614,1618,2164,638,1362,65,8981
207011154,5,26,11,4,16,11,3,8,0,80,4,17,10,13,21,29,8,14,15,128,156,577,396,229,519,719,221,521,24,3368
207011155,12,46,21,17,23,34,15,22,0,189,10,53,20,24,37,65,13,42,32,302,369,1520,913,558,1085,1583,485,1409,70,8002
207011519,13,21,21,9,30,19,4,7,0,125,9,29,18,9,25,52,7,36,31,224,298,881,598,363,914,1304,367,882,65,5677
207011520,18,33,36,16,38,24,12,8,0,187,7,31,22,14,48,67,10,30,44,259,348,1005,735,468,1344,1751,445,1013,81,7199
207011521,16,26,19,25,22,24,4,17,0,146,18,35,24,6,35,49,10,38,35,248,275,1043,684,446,872,1185,378,1024,56,5966
207011522,21,38,21,9,36,26,6,18,0,171,6,39,23,16,43,52,14,44,50,282,315,1094,721,517,1114,1477,423,1052,98,6819
207021156,22,43,34,23,33,32,8,10,0,198,14,21,15,14,44,45,8,19,36,212,264,825,637,397,1025,1228,338,576,78,5371
207021157,28,83,65,28,72,78,9,26,5,395,23,70,56,38,108,105,17,45,107,557,536,1801,1415,894,2531,2506,533,1071,207,11500
207021159,15,41,40,24,53,45,6,24,0,259,12,58,29,13,60,61,11,46,52,348,364,1326,949,601,1377,1720,374,950,107,7764
207021160,17,37,29,23,33,50,8,16,0,214,17,33,16,14,44,61,12,26,50,279,313,1021,770,517,1222,1417,317,745,78,6403
207021424,13,43,41,20,53,50,15,23,4,261,19,36,42,21,71,62,9,28,54,349,288,1226,944,546,1519,1650,337,670,104,7284
207021425,23,62,35,16,37,50,5,21,3,247,17,46,35,19,66,72,10,17,51,338,341,1114,803,508,1477,1680,316,576,92,6905
207031161,21,86,59,32,74,64,9,37,0,385,8,55,42,20,86,86,22,37,74,429,542,1822,1348,857,2203,2545,620,1241,135,11295
207031162,12,31,30,15,29,31,9,5,0,164,9,23,26,16,54,42,10,17,29,214,242,863,618,419,1004,1149,300,550,57,5197
207031163,24,60,80,33,82,63,15,19,0,384,19,80,82,37,86,106,16,28,120,575,524,1850,1737,912,2359,2302,515,892,176,11258
207031164,23,47,52,20,50,45,14,26,0,271,14,55,64,22,66,83,9,25,54,392,441,1473,1173,748,1698,2025,476,890,101,9012
207031165,9,40,39,15,34,34,3,11,0,191,17,39,32,5,68,38,3,19,66,291,292,1173,818,423,1188,1179,245,499,98,5922
207031166,11,38,28,11,29,36,9,19,0,181,7,19,38,14,55,54,5,7,44,249,200,830,657,390,1157,1046,250,396,85,5015
207031167,6,25,22,17,25,29,3,17,0,143,9,14,19,12,31,36,6,19,28,166,232,908,617,364,890,1189,343,739,54,5339
208011168,15,34,23,18,21,30,17,26,5,176,11,42,41,21,43,58,18,52,36,311,347,1260,804,545,867,1428,437,1203,76,6972
208011169,28,66,35,37,29,33,11,28,0,267,15,99,59,24,55,107,21,75,75,520,491,1876,1242,815,1333,2266,663,2145,156,10978
208011170,18,47,21,18,30,38,18,27,0,217,11,48,24,21,41,78,23,54,43,342,399,1386,862,582,1062,1754,540,1361,86,8032
208011171,12,32,34,22,36,46,14,14,0,208,10,20,22,10,40,69,16,32,16,227,342,935,699,519,1138,1534,455,893,49,6569
208011172,21,58,34,28,34,35,19,32,3,269,21,58,31,18,60,82,21,62,54,408,438,1566,978,646,1297,2007,647,1594,104,9273
208011173,26,50,30,23,39,30,7,31,5,236,27,64,41,14,41,89,28,78,47,422,453,1518,990,585,1152,1820,584,1484,91,8679
208021174,27,62,52,36,52,75,17,27,4,357,19,64,36,24,73,116,20,57,61,469,628,1923,1454,1003,2357,3082,796,1593,131,12971
208021176,14,48,48,19,49,33,15,16,6,242,20,55,44,24,91,113,23,47,67,472,450,1393,1196,783,2273,2659,647,1077,127,10602
208021177,31,80,52,19,45,64,19,28,0,331,18,74,53,38,84,114,30,72,102,577,500,1970,1494,886,1941,2465,674,1548,186,11672
208021178,16,67,50,25,38,54,17,27,0,293,8,43,38,32,65,89,24,61,45,421,399,1475,1104,722,1499,2076,566,1316,110,9268
208021179,17,40,22,17,34,27,7,26,0,182,11,28,26,14,44,67,7,30,37,267,312,911,674,541,1131,1563,461,960,72,6622
208021180,9,19,28,8,31,25,5,9,4,145,4,11,12,12,40,38,6,16,22,162,186,585,471,321,900,1006,255,420,50,4189
208021181,7,18,23,13,35,28,3,9,6,138,5,21,16,7,42,42,11,16,40,208,256,713,596,380,1062,1206,334,646,79,5274
208021182,18,29,25,27,42,39,18,13,6,210,12,31,27,10,82,61,11,35,46,318,351,1040,853,561,1551,1828,443,759,98,7493
208021426,12,52,38,28,56,52,18,28,3,288,12,32,30,16,68,80,18,36,48,340,370,1261,929,634,1640,2037,537,959,103,8462
208021427,24,37,32,23,38,33,12,25,0,223,10,26,26,23,69,52,9,26,47,292,367,1006,836,541,1420,1694,441,871,85,7268
208031183,11,22,19,9,29,27,14,17,0,146,10,18,22,18,46,44,13,18,20,215,217,781,510,338,924,1087,282,546,50,4735
208031184,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,22
208031185,30,44,47,22,49,43,12,19,3,266,11,29,27,15,62,84,16,30,55,331,308,890,730,480,1217,1431,380,765,106,6312
208031186,17,42,37,21,57,33,14,17,0,242,8,36,29,22,71,90,15,28,39,338,419,935,790,667,1654,1802,543,849,95,7755
208031187,8,21,14,7,28,12,5,9,0,101,9,6,12,0,27,33,3,12,20,131,158,348,313,235,621,584,148,220,41,2676
208031188,39,76,65,34,81,69,23,35,6,426,14,60,43,31,102,143,22,38,80,530,582,1681,1401,993,2548,2924,769,1355,159,12413
208031189,26,50,38,13,43,42,15,25,0,248,11,31,21,20,60,62,16,37,29,297,376,1058,821,538,1281,1649,497,905,62,7189
208031190,14,30,36,24,46,44,19,20,0,235,6,26,21,13,48,68,5,19,24,242,335,940,756,513,1431,1721,486,857,63,7104
208031191,9,16,23,18,28,25,4,18,3,159,5,28,16,5,47,43,7,18,15,190,221,617,543,363,999,1107,260,534,46,4690
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208031193,27,62,45,33,54,63,12,33,7,337,15,38,34,18,83,105,25,70,44,427,553,1662,1253,876,2016,2659,760,1478,115,11376
208041194,23,53,30,23,46,29,15,30,0,249,8,55,38,26,73,84,20,70,54,431,516,1660,1149,754,1798,2373,739,1951,114,11054
208041195,12,57,41,16,51,38,14,21,0,254,22,60,41,25,65,113,31,81,58,498,554,1856,1354,833,1957,2431,771,1876,118,11747
209011196,12,30,20,18,31,37,10,21,0,180,11,32,28,13,42,42,9,21,37,237,246,761,605,392,1013,949,247,401,62,4667
209011197,23,61,52,30,70,75,12,52,0,377,8,45,38,21,42,91,19,37,23,328,585,1594,1228,831,1939,2404,701,1176,77,10530
209011198,16,36,34,14,38,42,12,24,4,226,18,21,26,15,45,67,19,19,37,277,441,1109,935,685,1563,1949,511,1013,80,8299
209011199,18,43,38,33,64,37,14,19,0,279,11,39,29,22,68,45,12,27,68,322,405,1016,838,611,1622,1569,392,666,135,7246
209011200,13,30,24,21,37,26,5,17,0,169,5,29,27,13,42,52,4,26,27,228,309,1018,744,524,1162,1584,413,941,50,6758
209011201,12,31,12,9,14,20,6,17,0,123,4,20,12,19,25,29,10,25,11,147,190,712,452,322,604,856,255,719,29,4135
209011202,22,35,34,23,51,46,15,32,4,266,17,25,27,21,44,73,15,29,38,291,472,1255,977,708,1548,1796,505,1038,79,8381
209011203,25,38,32,21,50,50,14,25,7,260,11,34,29,18,51,65,14,30,51,300,473,1286,1025,731,1788,2262,608,962,101,9232
209011204,20,29,16,13,35,40,3,12,0,168,14,16,14,12,33,31,7,19,17,158,288,639,523,377,971,1116,250,472,43,4675
209021205,11,23,28,9,40,34,6,8,0,171,9,33,28,8,54,56,7,17,59,268,279,897,747,398,1070,1070,259,484,107,5320
209021428,29,48,49,36,82,60,16,32,7,353,13,43,48,30,96,105,14,41,87,474,580,1524,1353,968,2553,2561,646,1021,171,11381
209021429,24,38,32,16,42,29,3,16,6,203,11,37,29,21,42,54,13,19,34,261,376,975,845,572,1410,1434,381,658,93,6746
209021523,20,45,40,10,55,69,9,17,5,276,12,43,31,26,80,78,15,24,64,373,390,873,949,609,1766,1657,388,563,137,7330
209021524,12,23,22,7,38,30,5,8,7,155,16,31,20,16,55,49,11,21,53,263,224,570,517,280,932,824,201,349,116,4015
209021525,16,38,30,19,29,38,6,10,5,197,11,28,20,12,53,58,14,19,77,299,303,863,738,497,1344,1248,303,486,146,5926
209021526,18,36,38,17,57,57,13,19,0,252,14,35,35,27,72,38,9,22,55,308,357,944,922,623,1663,1586,437,645,111,7284
209031209,34,70,56,32,73,82,15,48,3,425,11,52,33,30,70,97,25,53,40,410,673,2014,1450,971,1984,2679,810,1631,99,12320
209031210,7,9,10,4,13,17,5,11,0,84,0,9,3,9,9,13,8,9,6,53,112,298,234,176,319,410,112,236,22,1912
209031211,10,12,20,4,12,26,4,16,4,102,6,10,6,7,21,21,0,12,19,100,134,309,225,149,368,464,114,256,49,2070
209031212,13,10,18,3,15,17,4,5,0,94,10,18,6,4,12,18,5,11,16,107,180,480,296,222,356,568,142,357,64,2664
209031213,12,30,29,19,26,39,9,25,4,188,8,28,20,5,33,39,8,29,22,197,242,765,584,385,850,1142,304,706,45,5032
209031214,4,39,25,12,17,25,8,11,4,144,9,26,16,6,17,36,3,23,24,158,211,725,439,284,499,757,225,558,50,3741
209031215,29,54,49,13,48,70,8,28,3,302,16,37,23,16,60,72,19,32,42,317,467,1237,938,631,1396,1846,526,968,88,8099
209041216,3,22,16,10,24,29,13,5,0,117,4,21,16,4,35,22,10,13,21,146,200,618,450,286,845,826,172,311,51,3757
209041217,10,19,22,8,22,22,11,11,0,111,0,22,18,3,37,31,3,4,28,150,129,443,374,231,680,581,152,196,67,2850
209041220,28,56,38,22,83,64,18,29,0,341,22,47,38,20,100,74,16,27,95,428,419,1265,1046,685,2130,1947,456,758,174,8878
209041221,13,32,32,20,46,34,8,11,0,199,10,36,24,14,79,58,13,19,56,301,273,744,629,446,1338,1186,262,416,96,5390
209041223,24,58,54,26,70,46,16,30,7,322,15,55,51,36,162,96,16,22,105,543,308,1138,1073,629,2017,1532,321,499,227,7747
209041224,36,61,58,26,110,92,29,40,9,465,14,44,45,35,137,121,26,56,90,573,567,1310,1204,855,2568,2442,677,1250,223,11098
209041225,21,30,26,8,42,49,20,19,0,220,17,25,12,13,54,72,10,26,50,274,285,684,548,397,1013,1150,308,543,113,5044
209041431,28,27,35,16,68,33,11,27,6,248,18,45,30,19,94,65,10,16,45,343,286,836,708,456,1469,1238,269,447,108,5816
209041432,6,30,21,12,32,38,4,13,0,157,5,24,21,15,57,45,7,5,48,222,154,459,488,273,1010,715,139,229,96,3555
209041433,10,29,32,14,39,41,10,5,0,184,9,31,31,14,80,73,11,18,52,324,239,727,696,445,1518,1306,231,390,114,5665
209041435,15,33,31,16,62,22,10,18,6,214,11,31,21,15,70,57,10,14,58,279,307,926,738,527,1638,1518,341,557,125,6680
209041436,14,32,33,16,57,41,17,7,0,211,9,21,23,11,78,54,8,23,51,284,293,801,764,510,1631,1355,316,501,99,6262
209041437,26,57,59,22,108,66,15,13,0,371,26,41,56,36,147,123,19,30,126,594,457,1248,1403,971,3093,2491,527,803,257,11246
209041527,26,48,53,21,68,69,9,38,5,352,8,27,14,17,75,66,10,26,35,284,400,1201,891,609,1676,1829,536,936,106,8181
209041528,12,40,26,17,38,42,10,23,0,199,6,9,8,4,52,35,9,8,33,177,268,680,599,426,1280,1266,297,529,75,5424
209041529,15,29,19,7,25,34,9,12,3,157,11,24,26,19,59,53,6,15,44,256,179,579,518,317,965,752,143,265,105,3837
209041530,11,47,29,14,43,39,11,10,8,215,17,38,28,18,82,67,11,19,81,352,237,741,661,423,1440,1046,238,362,150,5298
209041531,17,32,30,8,42,42,20,19,0,206,5,8,25,12,54,52,11,26,38,227,244,673,597,405,1462,1211,333,454,90,5462
209041532,22,32,28,9,48,45,10,12,0,210,13,22,17,14,58,54,12,22,44,262,308,743,671,480,1542,1341,316,461,97,5960
210011226,15,26,22,14,23,34,7,17,0,168,7,14,11,3,56,44,11,17,11,178,249,498,437,294,979,930,253,494,41,4189
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8
210011228,17,22,27,7,30,31,0,23,3,158,11,22,17,9,37,40,13,19,33,203,219,584,468,298,754,927,228,524,61,4054
210011230,9,13,14,10,21,25,3,15,3,110,5,10,17,3,23,37,3,16,30,143,213,553,429,297,774,926,241,534,58,4024
210011231,6,25,21,12,26,27,16,26,0,164,11,15,24,13,42,46,6,32,37,223,272,812,615,412,900,1142,340,711,77,5280
210011533,16,45,29,11,39,33,14,21,6,215,15,35,21,17,59,48,4,20,58,274,295,719,631,354,1145,1231,288,587,115,5368
210011534,24,43,27,19,37,37,15,32,0,254,20,27,31,16,60,58,9,26,54,297,367,1012,740,510,1475,1542,406,828,109,6980
210021232,19,53,36,16,36,43,9,44,5,260,4,41,17,17,38,54,16,26,25,235,370,1161,733,575,1191,1522,478,998,113,7135
210021233,0,6,8,7,4,6,8,3,0,45,7,4,9,13,4,14,6,10,11,74,119,280,199,124,226,361,111,262,41,1716
210021234,7,13,15,3,12,17,8,15,0,92,4,7,11,0,23,17,0,10,16,87,126,325,288,192,412,508,151,286,39,2320
210021235,23,34,32,19,42,61,14,39,4,266,16,30,11,10,41,47,16,33,37,241,335,763,599,378,924,1161,353,744,112,5370
210031236,13,19,17,12,37,36,6,12,0,146,3,14,3,9,34,28,4,10,11,120,245,562,510,388,918,955,243,411,36,4262
210031237,9,40,29,14,57,36,9,6,4,206,13,35,41,20,68,50,16,12,89,336,273,840,788,445,1268,1122,255,370,181,5548
210031439,5,12,14,4,5,20,4,4,0,61,3,9,5,3,5,16,5,9,9,59,72,212,168,105,345,354,107,208,15,1603
210031440,6,13,13,13,32,24,5,8,0,107,3,11,11,7,21,23,0,7,19,112,142,352,298,210,639,589,141,251,53,2661
210031535,23,28,40,22,48,38,11,16,4,227,11,33,44,19,76,65,6,21,81,348,313,830,898,534,1573,1433,296,471,146,6491
210031536,18,10,28,9,41,21,5,5,0,129,6,20,26,9,50,46,8,20,38,229,223,538,680,349,1124,966,222,361,74,4540
210031537,4,17,20,13,30,28,4,18,3,134,4,14,12,7,49,29,3,10,34,158,203,508,497,327,1040,1040,256,460,65,4384
210031538,28,43,43,27,70,51,14,28,3,298,15,25,32,17,76,82,17,37,64,362,482,1088,1023,717,2045,2201,555,958,145,9207
210041240,24,34,32,16,53,53,16,30,6,266,8,37,17,5,61,70,13,34,38,274,382,955,775,543,1452,1583,451,807,92,7027
210041539,6,15,17,4,22,29,16,9,0,126,9,10,9,4,34,26,0,5,21,120,160,297,324,180,746,713,166,268,49,2907
210041540,21,39,27,20,43,57,14,32,4,256,11,27,16,23,66,47,11,30,35,265,426,947,793,600,1686,1601,481,760,97,7388
210041541,29,42,21,16,49,41,20,20,8,246,5,22,17,8,37,40,6,27,52,231,366,795,617,424,1283,1363,381,636,91,5956
210051242,4,29,23,12,42,27,5,10,6,162,18,29,48,19,75,50,8,8,86,342,219,674,785,379,1078,770,162,243,160,4471
210051243,20,34,33,17,41,35,7,13,3,206,16,44,36,24,89,60,6,19,101,391,220,741,635,378,1013,847,172,307,190,4496
210051245,30,55,40,29,61,75,12,17,4,317,12,38,40,13,75,69,9,28,78,361,447,1078,952,600,1862,1762,438,788,158,8087
210051246,32,67,56,28,80,75,16,28,8,395,26,60,38,26,102,119,19,32,110,531,556,1562,1175,764,2442,2429,582,1058,234,10809
210051247,17,28,23,14,33,40,3,9,0,170,9,45,31,20,70,63,16,14,105,372,205,675,556,373,1089,859,185,289,194,4420
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,5,13,4,7,0,42
210051250,14,23,27,3,24,30,7,13,0,139,11,13,12,6,33,27,0,4,28,146,178,356,354,227,739,673,163,292,50,3037
210051441,3,12,19,7,34,27,12,12,0,122,10,26,25,7,54,45,14,11,42,233,131,473,513,258,874,713,149,263,87,3466
210051442,15,21,32,15,43,31,12,14,0,173,5,23,33,24,86,62,16,18,54,331,214,746,704,440,1441,1222,268,417,126,5581
210051443,20,52,66,23,83,61,13,14,3,339,13,57,52,29,142,103,20,30,114,565,410,1319,1164,731,2349,2012,384,672,247,9292
210051445,34,32,57,26,113,81,17,21,9,381,17,44,45,31,162,122,23,39,132,621,499,1078,1201,843,2981,2357,559,940,299,10757
210051542,12,22,20,0,40,30,7,4,0,141,6,34,28,13,53,39,9,11,47,241,180,539,518,335,1200,934,170,257,100,4237
210051543,14,33,38,9,45,28,4,12,0,178,9,30,37,16,76,60,0,6,52,289,191,677,700,411,1439,1164,199,345,121,5243
210051544,0,19,19,8,35,21,5,6,3,119,12,28,13,15,46,47,15,9,60,246,151,609,468,300,949,742,168,252,113,3757
210051545,12,21,32,5,31,41,6,19,0,177,3,55,40,19,70,55,8,11,117,380,188,878,613,338,1176,932,194,307,197,4831
211011251,23,41,37,20,59,55,10,24,0,267,11,33,35,25,84,70,16,23,45,338,312,832,730,518,1590,1454,365,493,97,6382
211011254,28,44,48,20,69,64,9,24,0,317,11,50,36,28,121,98,12,26,57,441,361,1183,992,631,2071,2009,425,679,112,8465
211011255,12,30,27,14,30,31,8,20,0,174,6,15,12,11,37,33,7,18,19,161,173,577,467,302,723,798,255,507,36,3840
211011256,20,44,38,20,86,64,13,34,0,336,11,30,28,25,99,106,22,25,35,381,362,1145,872,583,2002,1950,474,793,89,8271
211011257,14,23,27,17,28,38,14,18,0,168,3,17,21,6,51,50,17,12,21,197,168,592,487,304,932,1008,270,426,42,4236
211011258,16,51,28,13,36,40,8,23,0,216,10,24,25,10,65,58,7,22,47,258,267,898,620,428,1211,1317,341,572,77,5733
