SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
310031284,20,41,36,21,21,4,0,147,11,20,5,3,5,0,0,51,0,8,0,0,0,0,0,11,49,94,67,51,60,10,6,335,3,21,7,3,0,0,0,33,3,8,4,9,3,0,0,26,9,28,14,9,6,0,0,62,55,125,81,60,67,14,6,400,85,88,41,39,23,0,4,277,0,0,0,0,0,0,0,0,142,210,124,95,88,12,10,680
310031285,15,40,22,10,15,3,0,113,8,9,0,4,0,0,0,28,0,5,0,0,3,0,0,8,49,77,68,41,57,13,3,305,0,0,0,0,0,0,0,3,5,6,3,0,3,0,0,19,6,8,7,0,6,0,0,19,49,84,76,49,62,13,3,325,42,40,22,14,17,4,0,131,0,6,6,4,0,0,0,13,96,129,103,61,74,14,8,474
310031286,11,24,10,15,16,4,0,86,6,0,0,4,4,0,0,17,3,0,0,0,0,0,0,3,29,51,33,39,52,12,3,217,5,12,0,3,0,0,0,22,4,4,3,0,0,0,0,12,3,17,7,8,0,0,0,32,31,63,38,49,52,13,3,253,37,40,28,20,14,0,0,138,0,0,0,0,0,0,0,0,70,106,69,64,67,16,0,391
310031287,29,70,57,30,54,6,0,250,16,15,15,6,3,0,0,53,3,3,0,0,0,0,0,16,81,149,137,95,125,16,12,611,6,18,11,11,11,0,0,54,10,17,3,8,0,0,0,32,9,35,13,10,11,0,0,88,95,187,153,109,137,19,12,700,171,161,89,58,37,7,0,523,5,9,9,0,0,0,0,16,260,354,248,169,174,22,12,1245
310031288,9,10,8,5,8,0,0,43,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,33,19,21,27,6,0,130,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,5,24,33,21,21,28,6,0,137,9,12,6,9,10,3,4,50,0,0,0,0,0,0,0,0,33,46,28,34,43,11,3,188
310031289,10,16,7,4,14,6,0,59,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,20,42,23,19,27,8,4,145,0,3,0,0,4,0,0,6,0,3,0,0,0,0,0,11,0,6,0,0,8,0,0,11,20,49,27,19,27,8,4,158,14,14,8,3,4,0,0,43,0,0,0,0,0,0,0,0,37,63,35,26,34,8,6,202
310031290,10,17,17,8,11,0,0,63,0,0,4,6,6,0,0,18,0,0,0,4,0,0,0,0,15,37,22,22,36,16,0,145,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,3,3,0,3,3,0,0,11,14,37,24,27,37,13,0,162,9,11,3,5,6,4,0,36,0,0,0,0,0,0,0,0,23,49,33,35,42,20,0,197
310031291,32,53,32,26,33,6,0,183,16,13,3,6,8,0,0,42,3,3,4,5,0,0,0,11,68,109,76,59,74,13,10,407,5,14,10,10,4,0,0,40,7,16,5,8,12,0,0,53,12,26,13,13,17,0,0,91,82,135,93,77,92,16,10,502,146,146,88,55,41,6,4,484,3,0,7,0,4,0,0,14,229,287,180,133,135,20,9,993
310031292,12,29,19,22,9,0,0,86,0,3,0,0,0,0,0,13,0,0,0,6,0,0,0,3,18,53,43,35,27,4,3,187,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,6,5,4,4,0,0,0,0,15,23,52,48,39,31,4,3,202,52,48,19,18,8,5,0,146,0,0,0,0,0,0,0,0,73,103,63,57,38,13,3,349
310031293,39,77,54,34,40,3,0,241,14,19,10,7,4,3,0,62,0,0,0,0,0,0,0,3,70,155,116,102,102,21,7,568,7,9,0,0,3,0,0,24,8,12,5,0,3,0,0,31,16,19,13,4,4,3,0,56,86,171,127,109,103,20,3,622,82,94,60,32,43,0,0,315,3,0,0,0,3,0,0,11,171,266,185,145,152,27,9,948
310031294,44,71,22,20,12,7,0,177,13,13,3,4,0,0,0,36,4,3,0,0,0,0,0,9,112,154,83,63,63,14,6,494,0,5,3,0,0,0,0,8,8,11,5,3,0,0,0,31,13,13,7,4,0,0,0,40,124,175,89,67,63,10,6,537,75,69,32,28,20,0,0,221,7,0,0,0,0,0,0,11,202,241,123,91,84,16,7,767
310031295,7,8,6,4,3,0,0,36,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,25,16,18,11,0,0,89,5,4,0,0,3,0,0,12,6,5,5,6,0,0,0,16,10,5,4,9,3,0,0,28,23,25,25,22,17,0,0,115,42,47,23,22,12,0,0,149,0,3,0,0,0,0,0,3,68,78,47,39,29,0,0,271
310041297,20,34,20,15,21,4,0,114,3,7,0,0,7,0,8,27,0,5,0,0,0,0,0,3,29,76,48,34,44,19,5,257,0,10,3,9,3,3,0,24,3,8,0,3,4,0,0,23,6,19,5,9,5,3,0,49,35,88,55,40,54,21,5,304,54,40,31,20,18,0,0,173,0,0,0,0,3,0,0,5,92,135,89,59,76,23,6,481
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,45,47,30,28,20,3,3,179,6,6,3,9,0,3,0,30,6,8,0,0,4,0,0,15,95,107,85,64,75,10,4,431,7,11,9,3,0,0,0,33,9,14,4,4,0,0,0,26,17,25,16,8,0,0,0,59,110,129,93,70,72,14,3,494,100,111,53,33,33,10,6,342,0,0,0,0,0,0,0,7,210,244,150,106,102,22,6,839
310041300,28,49,38,23,23,7,3,167,4,8,9,4,0,0,0,31,10,5,4,5,0,0,0,21,75,113,73,57,57,18,15,409,10,15,10,7,0,0,0,42,7,5,6,5,6,0,0,28,11,25,17,10,5,0,0,73,85,137,90,73,64,18,15,477,112,132,87,40,34,6,3,418,6,5,4,0,0,0,0,16,204,275,187,117,99,22,19,915
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,121,165,99,59,63,13,7,528,30,33,14,11,12,7,0,110,13,22,12,5,4,0,0,54,223,390,230,160,178,43,11,1250,20,33,22,13,17,0,0,104,24,32,13,5,0,0,0,79,45,59,36,19,20,4,0,184,272,449,269,185,196,42,15,1430,320,320,150,97,93,20,13,1025,17,18,7,0,3,0,0,39,608,792,425,280,295,68,30,2491
310041303,18,36,22,10,12,10,0,104,9,8,0,4,6,3,0,26,0,0,5,0,0,0,0,3,45,81,61,34,52,14,9,291,0,0,0,0,0,0,0,4,4,4,5,0,0,0,0,15,6,7,5,0,0,0,0,24,52,84,63,36,55,17,9,313,33,44,31,22,17,0,4,156,0,0,0,0,0,0,0,3,84,131,97,57,74,20,7,473
310041304,58,97,66,43,54,10,4,338,11,6,15,3,4,7,0,51,4,4,5,4,0,0,0,21,130,246,175,158,180,54,20,957,7,3,6,4,4,0,0,30,4,8,4,0,8,3,0,22,13,20,12,10,3,3,0,51,145,266,181,167,186,60,22,1015,94,116,66,37,34,4,8,350,0,0,0,0,0,0,0,0,232,376,255,201,220,59,27,1368
310041565,0,19,18,10,6,0,0,57,0,10,4,5,3,0,0,19,0,0,0,0,0,0,0,0,21,72,44,34,44,11,5,233,0,8,0,0,3,0,0,10,4,6,3,0,0,0,0,9,4,9,4,0,0,0,0,19,25,85,49,34,46,11,5,247,28,23,13,8,3,3,0,83,0,0,0,0,0,0,0,0,49,107,54,44,47,20,4,334
310041566,16,47,25,30,32,8,0,160,8,5,3,3,3,0,0,30,0,6,5,3,0,0,0,21,55,103,78,67,72,13,11,400,0,7,3,0,4,0,0,17,6,9,0,0,4,0,0,20,3,15,4,4,11,0,0,38,68,121,84,67,79,13,10,437,75,57,28,21,19,3,0,203,3,0,3,0,0,0,0,6,137,177,115,91,94,19,10,651
311011305,22,53,52,45,31,8,0,217,3,9,9,15,0,0,0,38,6,0,0,3,0,0,0,10,42,90,90,93,81,11,3,408,0,6,0,4,3,0,0,20,10,15,9,7,5,0,0,36,14,15,6,7,8,0,0,56,55,107,99,106,88,11,3,462,120,121,69,51,44,9,3,421,3,3,9,3,0,0,0,17,178,226,173,152,131,17,8,900
311021306,13,35,21,11,14,0,0,105,9,5,9,5,0,0,0,26,0,3,0,0,0,0,0,5,38,62,47,36,28,16,6,233,4,0,0,0,0,0,0,7,8,17,4,0,3,0,0,26,12,17,3,3,0,0,0,39,46,76,48,39,35,18,6,270,64,68,49,39,33,0,0,254,3,0,3,0,0,0,0,12,120,152,99,75,63,16,9,539
311021307,42,78,40,35,25,3,0,231,3,17,11,5,7,0,0,41,7,0,0,0,0,0,0,8,79,146,94,73,56,5,8,473,7,21,10,8,6,0,0,58,18,23,7,7,3,0,0,49,24,40,21,11,12,0,0,105,102,184,115,90,72,5,9,582,137,161,82,51,41,11,6,480,4,6,8,0,0,0,0,9,238,346,201,141,106,16,12,1072
311021308,21,33,21,16,16,4,3,117,14,8,4,7,8,0,0,48,5,3,4,0,0,0,0,13,75,86,68,45,63,12,4,356,0,6,4,5,0,0,0,17,0,10,0,3,5,0,0,18,0,17,4,3,9,0,0,35,82,104,71,54,64,12,5,391,80,71,32,17,20,4,5,227,4,3,0,0,0,0,0,8,164,180,102,66,86,15,10,620
311021309,9,24,20,24,18,0,0,90,5,5,0,0,0,0,0,12,0,0,0,0,0,0,0,4,21,50,35,24,31,7,4,172,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,15,4,6,4,0,0,0,0,18,25,56,42,28,30,7,4,190,33,24,10,10,11,3,0,93,0,0,0,0,0,0,0,0,55,79,52,36,40,5,4,279
311021310,25,38,26,18,27,3,0,136,7,10,6,3,7,0,0,37,0,4,0,0,0,0,0,11,51,91,70,56,71,10,9,362,0,3,7,3,0,0,0,18,4,3,3,0,0,0,0,8,4,8,7,3,0,0,0,18,57,92,80,58,68,10,9,386,57,51,20,20,12,0,0,154,0,3,0,0,0,0,0,5,117,141,99,79,84,11,7,545
311031311,41,109,71,39,47,13,3,317,13,17,3,3,6,4,3,43,8,6,4,0,3,0,0,25,123,199,138,86,114,28,5,698,11,13,7,9,3,0,0,43,10,21,7,4,3,0,0,50,17,37,20,5,10,3,0,95,147,235,155,96,124,30,9,795,145,139,67,41,31,3,5,433,0,3,0,0,0,0,0,7,293,374,223,138,156,38,9,1230
311031312,18,25,30,18,26,5,0,123,6,6,3,8,0,0,0,23,4,0,0,0,0,0,0,5,48,66,65,41,55,15,11,296,4,4,6,0,4,0,0,17,9,9,0,0,3,0,0,18,15,17,4,3,8,3,0,38,60,82,68,43,56,22,11,339,68,61,53,32,31,3,3,254,0,6,0,3,0,0,0,7,129,149,122,81,91,25,13,600
311031313,32,23,21,15,17,0,0,109,13,8,5,7,8,3,0,41,0,4,0,0,0,0,0,4,64,68,46,35,35,10,4,262,0,4,0,0,6,0,0,9,7,7,0,7,4,0,0,27,8,7,3,6,6,0,0,30,70,78,45,40,43,8,4,294,68,59,31,16,12,10,0,197,0,0,0,0,0,0,0,6,138,139,77,57,61,18,6,503
311031314,26,53,45,33,43,3,4,211,8,13,5,4,3,0,0,35,0,4,6,0,4,0,0,21,75,125,111,68,102,10,9,491,5,7,3,0,9,5,0,31,5,14,6,6,0,0,0,37,14,24,12,6,8,5,0,66,87,144,116,73,108,15,4,561,164,180,93,61,64,8,4,571,3,8,7,0,0,0,0,15,249,334,217,141,180,18,8,1146
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,15,28,16,9,11,0,0,83,4,10,4,4,3,5,0,30,9,3,3,0,0,0,0,12,40,75,53,31,40,17,3,255,3,0,3,0,7,0,0,17,8,0,0,0,0,0,0,10,9,4,3,0,7,0,0,21,50,78,55,34,39,17,3,275,64,55,15,6,16,4,0,166,0,0,0,0,0,0,0,3,115,137,77,41,59,22,8,453
311031317,41,82,64,50,44,10,6,293,12,9,7,9,6,7,0,57,7,5,8,4,0,0,0,24,106,186,142,100,111,25,19,689,6,17,9,12,9,0,0,56,10,11,4,0,6,0,0,33,18,27,15,19,12,6,0,88,120,213,157,114,129,25,19,783,171,172,101,66,80,17,11,624,3,7,4,0,0,0,0,16,298,397,264,182,210,46,31,1421
311031318,9,7,12,3,0,0,0,31,4,4,0,0,0,0,0,11,0,4,3,0,0,0,0,5,24,27,26,13,11,7,0,104,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,20,30,23,13,11,7,0,108,20,20,12,10,5,0,0,66,3,0,0,0,0,0,0,5,42,54,34,28,16,0,0,174
311031319,38,56,50,30,34,14,0,222,10,23,4,3,6,0,0,50,7,9,3,3,0,0,0,19,82,161,114,63,100,30,11,563,0,6,9,4,3,0,0,27,3,4,4,3,6,6,0,30,7,14,15,10,11,6,0,52,86,171,125,74,113,37,14,614,92,96,48,29,30,7,6,304,10,3,0,0,0,0,0,18,186,268,176,105,139,43,16,935
311041322,10,17,18,5,12,4,0,64,0,0,3,0,4,0,0,10,4,0,4,0,0,0,0,9,20,33,41,22,17,8,4,149,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,11,6,8,3,0,0,0,0,12,24,39,40,24,17,8,4,164,28,21,22,6,7,0,0,86,0,0,0,0,0,0,0,4,55,56,61,30,32,8,4,250
311041567,14,30,18,16,10,3,0,91,0,11,3,0,0,0,0,20,0,0,0,0,0,0,0,4,25,72,50,37,37,8,0,215,3,0,4,0,7,0,0,14,4,7,3,0,0,0,0,11,4,7,9,3,3,0,0,24,27,77,55,35,37,8,0,242,32,38,22,9,15,0,0,114,0,0,0,0,0,0,0,0,63,117,76,45,50,8,0,358
311041568,19,23,21,10,18,0,0,79,6,3,3,0,3,0,0,22,9,0,0,0,0,0,0,6,51,54,38,22,40,7,6,222,3,4,0,0,0,0,0,7,3,4,0,0,4,0,0,9,3,6,0,0,4,0,0,9,56,58,38,22,42,7,6,233,48,27,13,16,9,0,0,109,0,5,0,0,0,0,0,0,101,87,58,37,51,7,6,341
311041569,14,19,12,9,22,4,4,82,4,5,0,0,0,0,0,9,3,0,0,0,0,0,0,8,38,47,33,23,39,9,0,199,3,4,4,4,0,0,0,18,3,0,0,0,0,0,0,7,6,9,7,0,3,0,0,29,44,57,35,31,45,13,0,225,41,29,20,12,22,3,0,130,0,0,0,0,0,0,0,4,92,89,60,39,60,10,5,360
311041570,24,40,31,18,27,4,0,145,9,10,5,4,0,0,0,28,0,4,0,0,3,0,0,10,62,83,82,62,66,14,5,365,6,6,4,5,10,0,0,26,4,3,0,0,0,0,0,16,9,12,8,3,7,0,0,42,69,100,87,67,69,11,5,406,54,60,45,30,28,3,5,227,8,7,0,0,0,0,0,11,129,165,131,93,104,21,7,650
311041571,51,70,67,28,21,6,5,246,22,32,17,13,0,3,0,86,9,3,4,4,0,0,0,16,117,179,141,87,50,16,7,611,9,25,6,4,0,0,0,49,11,26,10,5,0,0,0,53,29,44,16,10,0,0,0,101,141,227,160,100,54,16,7,710,191,209,99,43,43,3,4,601,0,3,0,0,0,0,0,6,335,438,259,142,101,20,7,1316
311051323,31,53,52,34,36,9,0,201,14,8,8,5,0,6,0,39,0,0,0,3,0,0,0,9,71,129,97,64,87,15,3,468,0,6,6,5,3,0,0,22,9,8,3,7,0,0,0,22,15,13,3,3,5,0,0,41,77,144,104,73,91,14,3,513,88,55,39,26,28,5,0,247,7,0,0,0,0,0,0,7,170,197,143,101,121,23,3,758
311051324,9,17,21,14,21,4,0,90,4,4,3,3,7,4,0,23,0,0,0,0,0,0,0,0,21,48,54,41,74,16,3,255,0,0,0,0,0,0,4,6,5,0,0,3,0,0,0,11,4,0,0,3,0,0,4,14,20,46,54,46,76,15,9,273,30,21,11,9,5,5,0,81,0,0,0,0,0,0,0,0,56,72,68,50,82,18,9,352
311051325,24,56,57,25,17,7,3,183,6,13,12,4,4,0,0,41,4,10,3,3,0,0,0,17,49,120,115,67,76,22,5,460,3,3,7,0,0,0,0,10,4,7,0,0,0,0,0,15,6,7,4,3,3,0,0,26,55,128,119,71,81,23,5,484,61,59,28,15,24,4,3,186,3,5,0,0,0,0,0,9,118,189,145,85,101,26,10,678
311051326,36,44,40,30,29,11,4,194,6,6,8,5,4,0,0,26,0,6,0,0,0,0,0,7,63,93,77,64,69,12,8,395,12,13,4,14,3,0,0,47,12,18,3,8,0,0,0,51,24,36,13,22,7,0,0,96,92,129,88,83,74,13,12,490,123,93,55,45,47,5,8,376,0,3,0,0,4,0,0,10,212,223,147,130,121,21,16,877
311051327,13,27,17,13,21,7,0,94,0,3,3,4,5,0,4,16,0,0,3,0,0,0,0,7,19,73,53,38,53,20,10,275,4,7,0,3,0,0,0,11,0,7,0,0,0,0,0,9,3,7,0,6,0,0,0,20,27,80,56,43,57,22,7,292,33,35,22,10,13,4,5,115,4,0,0,0,0,0,0,4,61,109,73,57,69,30,11,409
311051328,17,26,20,16,14,4,0,102,12,6,8,0,5,0,0,28,0,3,3,0,0,0,0,11,47,69,46,31,48,10,7,264,4,3,8,6,5,0,0,25,11,12,5,0,0,0,0,28,19,16,8,6,0,0,0,54,61,83,59,39,49,16,4,315,50,67,37,29,25,9,3,206,8,8,0,0,0,0,0,14,122,157,95,67,71,18,11,541
311061329,12,22,18,13,9,6,0,76,0,3,3,6,4,0,0,16,0,3,0,0,0,0,0,0,19,50,27,26,35,18,8,186,0,3,4,9,0,0,0,13,0,4,0,0,0,0,0,8,0,10,5,5,0,0,0,22,24,56,36,31,35,18,8,211,25,37,18,15,10,4,0,105,0,0,0,0,0,0,0,0,49,95,56,42,48,19,9,316
311061330,24,54,28,19,29,4,4,167,6,5,0,6,5,0,0,31,3,0,0,0,3,0,0,12,56,101,56,39,65,8,6,328,7,15,4,5,5,0,0,43,8,6,11,4,5,0,0,38,16,27,19,13,14,3,0,86,77,123,72,52,77,15,6,416,159,141,94,58,72,14,6,537,5,8,4,7,0,0,0,25,240,267,168,115,150,26,16,982
311061331,9,20,8,11,11,5,0,66,5,3,7,0,0,0,0,18,0,3,0,0,0,4,0,15,23,51,27,26,33,13,0,174,7,16,5,5,9,0,0,40,0,11,3,8,6,0,0,30,9,26,8,14,17,0,0,71,32,75,39,35,50,17,0,249,72,73,49,38,38,11,3,282,3,4,0,4,0,0,0,10,113,149,90,79,84,29,4,547
311061332,25,47,44,25,29,6,3,184,10,0,4,5,0,3,0,26,0,0,0,0,0,0,0,0,46,110,83,89,85,25,18,451,0,4,3,0,6,0,0,9,3,14,5,4,4,0,0,31,5,14,8,7,11,0,0,43,51,115,94,92,94,25,18,489,64,52,20,19,17,6,3,190,0,0,0,0,0,0,0,7,118,174,116,112,111,32,18,679
311061333,26,41,19,32,34,4,0,164,7,4,7,0,3,0,0,31,0,4,0,0,0,0,0,9,53,83,59,65,75,20,8,365,4,12,8,3,4,0,0,42,16,11,7,4,3,0,3,50,23,27,18,10,12,6,3,89,76,116,74,73,84,24,11,455,113,97,70,44,51,11,4,393,10,12,7,6,0,0,0,32,195,224,149,126,142,34,14,883
311061334,9,26,18,19,25,3,8,99,4,4,4,4,3,4,3,21,0,5,0,0,0,0,0,3,34,71,54,38,64,15,14,296,0,4,0,0,0,0,0,6,0,4,7,0,3,0,0,16,0,10,4,0,3,6,0,28,39,82,62,43,66,14,14,321,30,32,21,10,10,3,3,103,0,0,0,0,0,0,0,6,72,113,83,56,76,18,18,436
311061335,9,21,18,8,3,5,4,61,8,5,0,0,4,5,0,20,0,0,0,0,0,0,0,0,31,40,29,18,27,15,6,165,0,0,3,0,6,3,0,11,0,7,0,4,0,0,0,18,0,9,4,4,9,0,0,28,35,54,31,23,37,18,7,196,20,17,13,9,10,0,8,84,0,8,0,0,0,0,0,8,59,72,45,28,47,19,8,282
311061336,33,49,30,27,31,6,3,183,12,17,5,4,6,0,0,41,5,11,0,0,0,0,0,24,69,116,74,72,81,16,10,437,14,19,11,11,14,0,0,67,7,26,12,10,4,0,0,61,25,40,20,20,19,0,3,130,99,152,97,92,98,21,15,570,183,163,83,58,61,20,8,584,9,5,7,4,0,0,0,27,288,322,181,159,159,36,19,1173
312011337,26,39,20,16,20,0,0,122,5,5,0,5,0,0,0,9,0,0,4,0,0,0,0,4,37,67,55,47,44,5,0,244,3,10,7,5,0,0,0,27,5,10,6,0,5,0,0,22,9,15,13,13,5,0,0,52,45,84,68,54,47,5,0,294,42,60,31,16,14,0,0,170,0,0,0,0,0,0,0,0,90,144,94,68,64,5,0,464
312011338,13,21,14,4,8,0,0,59,5,7,6,0,0,0,0,13,5,0,0,0,0,0,0,5,32,56,41,21,21,0,0,164,0,6,0,0,0,0,0,11,5,4,0,0,0,0,0,10,4,13,0,0,3,0,0,19,37,64,43,21,26,0,0,185,17,16,3,6,3,0,0,46,5,0,0,0,0,0,0,4,54,83,42,28,29,0,0,237
312011339,10,12,8,5,0,0,0,34,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,12,29,21,12,14,0,0,87,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,5,0,0,0,0,0,6,18,32,21,12,14,0,0,97,13,12,4,0,0,0,0,31,0,0,0,0,0,0,0,0,28,48,27,14,16,0,0,126
312011340,7,15,6,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,15,8,12,0,0,52,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,11,8,12,0,0,57,19,13,6,4,0,0,0,54,0,0,0,0,0,0,0,0,34,27,24,15,14,0,0,106
312011341,10,31,10,5,5,0,0,60,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50,97,49,22,36,0,0,251,0,3,4,7,0,0,0,5,0,5,5,0,0,0,0,20,0,8,7,6,0,0,0,22,53,104,60,25,39,0,0,278,26,14,8,10,0,0,0,62,0,0,0,0,0,0,0,3,75,121,70,30,42,0,0,343
312021342,47,89,65,36,43,6,0,279,4,10,5,0,3,0,0,26,0,6,0,0,0,0,0,8,78,167,117,91,131,17,0,599,3,6,9,6,7,0,0,26,6,11,8,4,4,0,0,29,11,15,14,8,14,0,0,57,85,186,131,99,139,17,0,657,89,89,44,24,16,5,0,272,0,0,0,0,0,0,0,3,178,277,176,123,159,16,4,929
312021343,17,8,11,8,6,5,0,53,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23,36,20,14,16,7,5,119,4,0,3,0,0,0,0,4,0,7,0,0,0,0,0,11,6,7,5,0,0,0,0,9,28,37,26,14,16,7,5,136,14,18,8,0,3,0,0,43,0,0,0,0,0,0,0,0,43,58,32,19,22,7,5,171
312021344,29,68,50,34,41,6,0,228,9,5,0,4,0,0,0,17,9,13,5,0,0,0,0,25,71,149,98,78,93,13,4,510,0,8,0,4,0,0,0,10,8,3,0,0,0,0,0,11,10,5,0,4,0,0,0,20,75,154,102,80,97,13,4,532,70,71,33,13,12,0,0,196,0,0,0,0,0,0,0,0,149,228,134,96,109,11,4,726
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,9,8,10,3,10,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,17,9,22,0,0,88,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,17,29,22,9,22,0,0,101,18,12,5,8,7,0,0,45,0,5,3,0,0,0,0,8,34,42,28,14,26,0,0,149
312021347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
