SA2_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
402051052,0,0,0,0,0,0,0,0,0,20,0,24,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,33,0,44,0,0,0,0,0,0,0,15,0,20,0,40,0,0,0,0,0,3,0,21,0,258,4,296,0,12,0,0,0,13,0,16,0,158,4,206,0,14,0,11,0,31,0,26,0,124,0,215,7,15,0,33,3,21,6,20,0,90,0,190,4,3,0,34,5,22,0,5,4,26,0,109,18,8,0,30,0,14,0,13,0,27,0,111,95,9,0,70,8,29,5,6,0,22,0,238,64,3,0,35,3,4,0,4,0,4,0,120,54,0,3,18,0,3,0,0,0,5,0,88,29,3,0,10,0,0,0,0,0,0,0,42,35,0,0,7,0,0,3,0
402051053,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,4,0,9,0,31,0,45,0,4,0,0,0,5,0,15,0,228,3,259,0,4,0,0,0,11,0,23,4,157,0,200,0,9,0,13,0,18,0,24,8,149,0,208,7,15,0,27,0,33,4,21,3,135,0,248,7,11,0,31,0,27,0,7,0,33,0,116,14,16,0,38,0,29,0,7,0,37,0,141,75,12,0,92,7,34,4,15,0,26,0,271,82,10,0,59,5,6,0,5,0,16,0,185,72,5,0,42,9,18,0,0,3,0,0,149,33,0,4,16,0,4,0,0,0,7,0,63,46,0,0,10,0,6,0,3
402051054,0,0,0,0,0,0,0,0,0,31,0,34,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,36,0,42,0,0,0,0,0,0,0,3,0,16,0,24,0,0,0,0,0,3,5,15,0,161,0,188,0,0,0,0,0,4,0,13,0,143,0,169,4,13,0,6,0,13,0,16,0,149,3,215,3,13,0,12,0,19,4,20,4,99,0,178,6,7,0,27,0,26,6,13,0,37,0,117,19,14,0,27,3,13,0,9,0,31,0,120,105,10,0,63,10,35,0,13,4,32,0,273,122,0,6,51,8,13,3,5,0,14,0,222,53,5,0,36,4,12,0,3,0,8,0,119,34,4,0,14,0,0,0,0,0,0,0,57,52,5,0,13,8,5,4,5
402051055,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,10,0,15,0,0,0,0,0,0,0,0,0,5,0,8,4,0,0,0,0,0,0,6,0,36,0,45,0,0,0,0,0,0,0,0,0,27,0,29,0,0,0,0,0,4,0,7,0,171,0,187,0,5,0,0,0,10,0,18,3,123,0,161,4,6,0,5,0,14,0,19,3,98,0,164,4,12,0,15,0,24,3,17,0,106,3,183,5,8,0,21,0,15,0,11,0,23,0,79,13,5,0,21,3,12,0,4,0,28,0,89,74,14,0,60,7,29,0,9,5,23,0,216,76,7,5,26,0,7,3,0,0,18,0,137,47,3,0,21,4,7,0,0,0,4,0,98,22,0,0,10,0,0,0,0,0,0,0,38,32,0,0,10,0,13,0,4
403011056,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,29,0,35,0,4,0,0,0,0,0,3,0,16,0,27,0,5,0,0,0,0,0,12,0,142,4,161,0,5,0,0,0,4,0,19,0,95,0,131,0,9,0,4,0,6,0,19,0,150,5,193,3,17,0,17,0,9,0,20,5,144,3,217,0,6,0,17,0,14,5,16,0,63,0,126,7,10,0,15,0,22,0,6,0,64,0,128,25,13,0,52,0,17,8,20,0,59,0,190,49,9,0,44,0,14,3,9,0,24,0,164,57,6,0,12,0,8,6,14,0,28,0,129,35,8,0,17,4,5,0,3,3,9,0,79,96,8,0,35,9,29,0,12
403011057,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,8,0,3,0,12,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,10,0,36,0,48,0,5,0,0,0,0,0,4,3,17,0,30,0,3,0,3,0,3,0,18,0,157,4,193,0,7,0,7,0,9,0,27,0,128,0,181,5,29,0,7,0,14,3,28,0,144,0,228,3,23,3,27,3,21,5,25,5,141,0,255,4,16,0,31,0,25,0,15,0,68,0,153,15,11,0,38,3,17,3,10,0,63,0,157,80,25,4,63,7,38,9,27,8,104,0,369,95,15,4,53,4,17,4,20,0,50,0,265,66,13,0,46,3,24,0,15,0,31,0,195,56,4,0,25,8,6,0,0,0,14,0,124,137,23,3,76,9,38,5,28
403021058,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,27,0,33,0,0,0,0,0,0,0,3,0,10,0,15,0,3,0,0,0,0,0,17,5,123,3,150,0,5,0,0,0,17,6,14,0,66,0,111,0,12,0,10,0,12,3,15,0,47,0,110,9,20,4,18,5,18,4,24,0,55,0,147,0,10,0,15,0,6,0,10,0,19,0,70,13,16,5,32,5,11,0,8,0,6,0,98,98,22,0,65,5,26,3,3,0,5,0,232,82,8,0,34,5,8,0,3,0,4,0,153,74,6,0,26,4,6,0,0,3,4,0,121,44,0,0,13,3,0,0,0,0,0,0,62,50,3,0,5,0,3,0,0
403021059,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,40,0,45,0,0,0,0,0,0,0,3,0,19,0,31,0,5,0,0,0,0,0,18,0,134,0,161,0,0,0,0,0,5,0,19,0,91,0,117,4,6,0,3,0,22,0,18,0,94,0,154,0,14,0,15,0,19,0,22,4,99,0,182,4,0,0,15,0,19,0,10,5,28,0,82,11,6,0,25,0,20,0,10,0,28,0,115,56,7,0,56,7,22,8,11,0,26,0,192,64,10,0,48,7,9,0,3,0,8,0,161,40,7,0,36,0,10,0,6,4,3,0,105,39,3,0,19,0,0,0,0,0,0,0,60,44,9,0,24,6,7,0,0
403021060,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,0,25,0,0,0,0,0,0,0,3,0,14,0,24,0,0,0,0,0,0,0,9,0,88,0,96,0,4,0,0,0,3,0,16,0,68,0,100,0,3,0,4,0,6,0,9,3,84,0,113,9,11,0,5,0,8,0,16,0,76,0,132,4,9,0,15,0,15,0,12,0,24,0,72,7,12,0,16,0,5,7,9,0,26,0,78,26,3,0,36,0,19,0,9,3,20,0,118,37,5,0,31,5,8,0,9,0,7,0,107,31,0,0,16,4,6,0,3,0,5,0,71,26,0,0,4,0,0,0,3,0,0,0,28,52,0,0,18,3,8,0,3
403021061,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,5,0,11,0,15,0,0,0,0,0,0,0,4,3,7,0,14,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,8,0,36,0,40,0,0,0,0,0,0,0,13,0,15,0,28,4,3,0,0,0,3,0,10,0,186,5,212,0,13,0,0,0,14,0,14,5,96,0,148,0,22,0,5,0,12,0,24,4,94,5,164,0,17,0,26,5,23,0,15,4,103,0,198,13,10,0,28,0,9,4,14,0,17,0,90,18,15,0,23,4,8,0,10,0,16,0,101,75,16,0,81,6,13,0,5,0,16,0,211,79,6,0,37,6,8,0,0,0,3,0,137,64,3,6,35,4,0,0,3,0,0,0,115,32,0,0,6,0,0,0,0,0,0,0,40,36,4,0,12,0,0,0,0
403021062,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,5,0,33,0,39,0,3,0,0,0,0,0,6,0,18,0,23,0,0,0,3,0,3,0,10,0,134,0,160,0,4,0,3,0,0,0,15,0,87,0,111,3,15,0,3,0,8,0,15,0,88,0,134,5,21,0,20,0,12,0,14,7,78,0,159,9,6,0,20,0,10,0,15,0,29,0,87,11,5,0,23,0,12,0,10,4,27,0,95,82,18,7,72,7,28,3,6,3,25,0,248,81,0,0,50,9,7,0,3,0,14,0,173,86,4,0,25,0,7,0,3,0,3,0,139,60,3,0,18,3,0,0,0,0,0,0,88,84,0,0,28,10,16,0,0
403021063,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,5,7,0,7,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,11,3,78,4,94,0,5,0,0,0,6,0,13,0,69,0,91,0,8,0,0,0,16,0,15,0,52,0,94,3,8,0,14,3,18,0,9,0,36,0,95,3,6,0,16,5,21,0,8,4,5,0,76,6,3,0,24,0,4,0,6,0,9,0,58,54,7,0,55,0,11,4,4,6,9,0,144,61,0,0,25,7,4,0,4,0,4,0,103,33,0,0,18,0,0,0,0,0,0,0,62,23,0,0,4,0,0,0,0,0,0,0,33,24,0,0,5,3,0,0,0
403021064,0,0,0,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,6,0,6,0,0,0,0,0,0,0,5,0,44,0,52,0,0,0,0,0,0,3,3,0,28,0,33,0,3,0,0,0,4,0,10,0,169,6,194,0,10,0,0,0,12,0,8,3,120,0,162,0,15,0,3,0,13,4,14,0,116,0,178,3,20,0,28,0,13,5,14,0,77,0,164,10,12,0,22,0,13,3,11,5,24,0,100,12,9,0,32,4,19,0,15,0,24,0,110,85,13,5,71,8,24,0,9,0,20,0,224,96,6,0,42,5,5,0,5,0,4,0,164,64,8,0,25,0,8,0,4,0,6,0,119,65,8,0,5,6,3,0,0,0,0,0,77,57,0,0,20,0,4,0,0
403031065,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,0,39,0,0,0,0,0,3,0,4,0,43,0,51,0,5,0,0,0,0,0,3,0,17,0,30,3,4,0,3,0,6,0,9,0,39,5,62,0,0,0,3,0,0,0,0,0,23,0,24,6,5,0,4,0,7,0,8,0,24,0,43,13,4,0,12,3,6,0,6,0,27,0,68,10,0,0,7,0,3,0,10,0,10,0,39,18,4,0,3,0,4,0,4,0,6,0,49,10,0,0,5,0,3,0,0,0,0,0,24,39,0,0,16,3,13,0,0
403031066,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,0,5,0,7,0,19,0,0,0,0,0,0,0,6,0,57,0,67,0,0,0,0,0,0,0,10,0,51,0,65,0,7,0,4,0,6,5,3,0,64,0,85,0,7,0,8,0,10,0,12,0,65,0,102,4,3,0,7,0,13,0,3,0,17,0,48,7,0,0,11,0,8,0,0,0,17,0,45,19,13,0,24,0,11,0,9,4,16,0,97,23,3,0,17,0,0,3,0,0,5,0,57,15,4,0,15,0,3,0,0,0,16,0,51,16,0,0,3,0,0,0,0,0,3,0,24,30,5,0,14,0,16,0,0
403031067,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,5,0,27,0,29,0,0,0,0,0,0,0,5,0,13,0,22,0,0,0,0,0,0,0,4,0,87,3,99,0,5,0,0,0,9,0,19,0,89,0,122,4,5,0,5,0,0,0,20,0,125,0,154,5,11,0,11,0,15,0,16,4,121,0,176,4,4,0,9,0,13,0,18,0,46,0,92,6,7,0,20,3,10,0,8,4,40,0,99,22,12,0,43,5,30,0,15,0,45,0,168,41,9,0,38,0,6,0,14,5,25,0,131,38,4,0,23,4,4,0,4,0,8,0,90,30,0,0,13,0,0,0,0,0,6,0,53,65,6,0,38,4,16,0,7
403031068,0,0,0,0,0,0,0,0,0,25,0,30,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,19,0,26,0,3,0,0,0,0,0,3,0,15,0,28,0,4,0,0,0,0,0,8,0,78,5,98,0,7,0,0,0,0,0,19,0,59,0,85,0,8,0,0,0,13,0,14,0,63,0,101,3,14,0,23,6,17,0,21,0,71,0,149,9,6,0,7,0,17,0,6,0,23,0,70,8,3,0,24,3,16,0,10,5,24,0,91,43,17,0,50,3,19,0,16,0,34,0,181,51,8,0,34,0,6,3,10,0,19,0,128,45,4,3,30,3,10,5,0,0,4,0,108,56,0,0,11,0,7,0,3,0,0,0,81,79,4,4,40,4,20,0,3
403031069,0,0,0,0,0,0,0,3,0,20,0,29,0,0,0,0,0,0,0,3,0,12,0,15,0,0,0,0,0,0,0,3,0,9,0,13,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,5,0,8,0,17,0,0,0,0,0,0,0,5,0,78,0,85,0,7,0,3,0,0,0,14,0,62,3,98,0,9,0,8,0,9,0,15,3,93,0,135,5,10,0,16,0,6,0,24,0,102,0,164,0,6,0,10,0,21,0,3,0,50,0,99,6,12,0,10,0,13,3,16,6,65,0,136,35,8,0,27,6,21,0,20,0,76,0,185,42,22,0,25,0,15,0,15,0,49,0,171,37,7,0,31,0,13,0,17,0,26,0,135,40,6,0,11,0,5,0,4,0,11,0,79,92,14,3,62,9,43,8,24
403031070,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,19,0,0,0,0,0,4,0,8,0,12,0,16,0,0,0,0,0,0,0,6,0,104,0,115,0,0,0,0,0,0,0,5,0,65,5,80,0,14,0,4,0,7,0,10,4,73,0,107,8,3,0,7,3,5,0,13,0,62,0,107,4,3,0,6,0,8,0,11,0,19,0,57,8,0,0,10,0,11,0,0,0,16,0,48,40,9,0,26,0,12,0,10,0,29,0,129,28,3,0,27,3,3,0,0,0,7,0,64,31,6,0,14,0,5,6,0,0,0,0,62,32,0,0,11,0,0,0,0,0,4,0,50,31,3,0,8,0,4,0,0
403041071,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,21,0,27,0,0,0,0,0,0,0,15,0,22,0,38,0,0,0,0,0,6,0,11,0,130,0,158,0,4,0,3,0,12,0,20,0,96,0,131,0,6,0,0,0,16,0,12,3,107,0,145,6,10,0,14,0,16,5,18,5,80,0,150,0,9,0,16,0,22,0,7,0,30,0,87,12,4,0,24,0,23,3,4,6,17,0,89,60,11,0,54,5,36,0,13,0,16,0,201,48,3,0,47,0,9,0,4,0,4,0,118,52,0,0,18,0,5,3,4,0,6,0,90,24,3,0,11,4,3,0,0,0,0,0,42,27,0,0,18,4,10,0,0
403041072,0,0,0,0,0,0,0,0,0,18,3,24,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,6,0,36,0,38,0,0,0,0,0,0,0,6,0,26,0,39,0,3,0,4,0,0,0,17,0,206,4,239,0,13,0,3,0,12,0,24,0,126,0,177,3,16,0,6,0,25,3,17,4,87,0,159,6,14,0,23,0,22,4,19,0,79,5,171,7,8,0,30,5,19,0,8,0,17,0,92,8,13,3,47,7,20,0,4,0,27,0,121,59,17,4,68,9,22,0,9,5,10,0,203,50,3,0,30,3,7,5,4,0,12,0,108,45,0,0,22,5,6,0,0,0,5,0,82,15,5,0,13,0,0,0,0,0,0,0,36,29,4,0,18,0,11,0,3
403041073,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,4,0,14,0,22,0,0,0,0,0,0,0,10,3,138,3,160,0,0,0,4,0,5,0,16,0,72,0,106,0,7,0,11,0,19,4,12,0,64,0,109,9,12,0,11,0,13,0,6,0,36,0,87,3,3,0,13,0,14,0,5,0,14,0,56,3,5,3,21,0,3,0,0,0,4,0,41,33,4,0,31,0,12,0,0,0,0,0,89,27,3,0,7,5,3,0,0,0,0,0,47,14,0,0,8,7,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0
403041074,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,0,28,0,32,0,0,0,0,0,0,0,6,0,16,0,28,0,0,0,0,0,0,0,13,0,139,0,159,4,3,0,0,0,6,0,15,0,87,0,126,0,0,0,7,0,15,0,13,3,69,0,112,4,11,0,24,3,18,0,9,8,52,0,134,3,4,0,26,0,14,4,9,6,8,0,81,12,8,0,21,4,3,3,9,0,10,0,73,49,7,0,38,12,13,7,3,3,16,0,144,55,10,0,32,0,4,3,0,0,4,0,110,33,0,0,11,0,3,0,0,0,0,0,59,25,0,0,9,0,0,0,0,0,0,0,28,27,0,0,5,0,0,0,0
403041075,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,5,0,23,0,36,0,0,0,3,0,4,0,0,0,23,0,29,0,0,0,4,0,5,0,7,0,17,0,32,0,7,0,7,0,4,0,10,0,20,0,45,0,5,0,3,0,4,0,0,0,6,0,24,5,3,0,0,0,4,0,0,0,3,0,21,9,7,3,7,5,5,0,10,0,4,0,47,6,3,3,10,0,0,0,3,3,4,0,33,6,0,0,9,3,0,4,0,0,3,0,27,6,0,0,4,0,0,0,0,0,0,0,13,13,0,0,5,0,7,0,0
403041076,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,35,0,42,0,0,0,0,0,4,0,6,0,23,0,39,0,0,0,0,0,4,0,11,3,34,0,50,3,0,0,4,0,6,0,11,5,32,0,59,0,0,0,0,0,3,0,5,0,8,0,20,3,0,0,6,3,8,0,9,0,16,0,44,10,0,0,9,0,11,0,3,0,11,0,54,19,6,0,8,3,0,0,0,0,5,0,44,23,4,0,6,4,0,3,0,0,0,0,43,14,0,0,7,4,0,0,0,0,0,0,21,15,0,0,5,3,5,0,0
403041077,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,30,0,33,0,0,0,0,0,4,0,5,0,18,0,25,0,0,0,0,0,0,0,11,0,111,0,126,0,0,0,3,0,4,0,14,0,67,0,92,0,5,0,0,0,5,0,20,0,84,0,121,5,3,0,9,0,7,3,13,4,90,0,143,4,7,0,20,0,12,0,8,0,40,0,91,5,4,0,18,0,15,0,7,0,25,0,70,41,11,0,32,6,34,0,8,4,28,0,161,49,7,0,39,8,9,0,0,0,8,0,127,51,0,0,13,0,6,0,4,0,0,0,90,34,0,0,7,0,0,0,0,0,0,0,50,44,0,3,15,0,14,0,0
403041078,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,17,0,0,0,0,0,0,0,9,0,20,0,26,0,0,0,0,0,0,0,6,0,102,0,115,0,6,0,0,0,3,0,7,0,53,6,80,0,0,0,4,0,9,0,8,0,48,0,80,4,3,0,14,3,12,0,12,0,33,0,78,4,9,0,16,0,5,0,4,0,9,0,48,12,0,0,8,0,0,3,0,0,6,0,39,54,8,0,21,0,14,0,8,4,6,0,111,25,3,3,18,4,0,0,0,0,0,0,62,15,3,0,11,0,5,0,0,0,0,0,32,12,0,0,4,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0
