SA2_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
204011054,1930,1892,3818,353,388,739,22,29,44,637,572,1209,22,29,56,14,8,23,4,11,19,6,8,13,4,3,11,0,0,0,0,0,4,715,663,1369,44,58,103,17,12,27,1128,1118,2244,254,237,489,3312,3245,6557
204011055,1887,1953,3843,320,353,676,57,62,118,495,526,1025,25,31,58,9,19,24,6,15,24,7,11,12,10,3,9,4,6,8,0,0,0,618,673,1293,38,49,84,11,11,18,988,1093,2073,358,348,702,3232,3393,6623
204011056,3977,3990,7968,796,885,1681,42,47,87,1671,1801,3471,49,49,99,26,22,46,16,10,32,7,7,16,12,13,26,5,7,15,0,0,0,1837,1962,3801,80,100,176,45,36,82,2758,2987,5738,468,491,960,7205,7460,14668
204011057,2478,2448,4928,699,744,1450,85,74,160,1030,1117,2151,37,64,104,16,16,30,21,25,44,11,12,20,14,9,29,8,8,13,0,0,0,1223,1326,2550,116,122,230,22,14,45,2065,2211,4272,449,462,915,4992,5125,10117
204011058,1217,1126,2341,201,226,427,48,37,86,441,450,887,11,15,32,5,4,7,10,3,13,7,4,12,10,6,22,4,5,9,0,0,0,533,528,1059,37,39,74,8,12,23,776,808,1587,190,188,382,2185,2128,4310
204011059,1729,1829,3558,356,404,768,36,28,65,466,494,960,34,32,64,11,7,22,6,6,12,4,3,8,14,7,18,3,0,8,0,0,0,570,583,1156,115,63,179,27,13,45,1072,1066,2138,308,277,585,3112,3178,6290
204011060,1185,1055,2236,67,52,125,94,56,148,422,404,827,225,132,358,43,22,61,14,9,30,11,3,11,63,31,95,20,10,35,0,0,0,887,673,1556,47,46,96,6,12,19,1011,783,1792,197,166,364,2391,2006,4394
204011061,56,65,116,0,0,0,0,0,0,30,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,59,0,0,0,0,0,0,37,29,60,26,16,45,119,107,227
204011062,1125,1045,2175,167,171,339,13,12,28,449,453,903,10,11,15,0,0,0,3,3,9,4,4,4,0,4,8,0,0,0,0,0,0,486,488,971,10,16,26,5,3,5,673,673,1343,273,233,507,2072,1956,4029
204021063,2651,2939,5587,731,782,1515,72,82,152,724,843,1566,44,53,100,17,13,38,19,14,38,9,15,29,14,17,34,8,0,9,0,0,0,909,1051,1958,99,96,197,21,22,45,1761,1959,3722,488,523,1013,4897,5421,10316
204021064,1207,1136,2342,54,52,107,36,26,58,352,341,696,13,13,34,8,6,17,0,0,3,4,4,6,4,3,5,0,0,0,0,0,0,418,402,820,14,13,26,8,3,10,488,471,959,177,151,327,1871,1762,3629
204021065,1183,1204,2389,165,194,353,138,126,261,242,248,492,23,23,45,0,3,7,4,0,4,0,6,6,0,0,5,3,3,7,0,0,0,411,411,820,16,18,39,4,0,9,599,621,1223,129,112,240,1912,1945,3859
204021066,5077,5570,10646,1444,1589,3038,151,182,333,1263,1449,2710,93,121,210,23,27,52,29,42,73,6,13,24,16,18,39,4,12,17,0,0,0,1592,1863,3461,151,191,342,60,85,140,3244,3737,6974,574,639,1212,8898,9949,18840
204021067,3223,3088,6313,239,211,451,76,84,155,741,802,1545,32,28,61,5,10,12,17,17,33,13,6,14,10,10,18,0,0,0,0,0,0,893,959,1851,38,45,83,27,14,43,1191,1231,2421,332,355,690,4750,4680,9428
204031068,1267,1390,2653,282,304,586,96,109,206,365,386,756,5,6,14,11,7,23,6,6,13,3,7,12,5,5,19,5,17,21,0,0,0,503,555,1057,27,30,63,12,11,22,823,907,1729,257,133,390,2343,2426,4774
204031069,2244,2277,4517,475,509,982,132,143,278,684,642,1322,74,82,156,32,30,65,35,29,65,17,13,31,11,27,37,17,18,31,0,0,0,992,981,1977,122,114,243,16,29,44,1616,1633,3247,404,372,781,4262,4283,8545
204031070,986,1005,1987,94,89,184,70,80,151,180,214,392,11,12,26,5,5,3,5,7,4,0,0,3,0,0,0,0,3,4,0,0,0,278,317,592,0,9,8,10,0,13,381,415,799,121,113,235,1484,1534,3019
204031071,1402,1389,2792,244,246,485,47,50,93,313,370,680,24,23,45,5,5,13,3,0,6,5,5,9,6,3,7,0,0,3,0,0,0,397,458,854,38,47,79,16,18,31,687,763,1450,153,166,322,2243,2315,4560
204031072,1845,1759,3608,243,252,495,176,192,364,305,308,605,51,44,90,5,19,21,5,7,16,5,4,5,10,6,14,9,4,17,0,0,0,558,581,1142,50,39,91,11,15,32,873,886,1751,284,266,555,3004,2910,5912
204031073,3874,4152,8024,583,606,1187,435,475,908,1280,1435,2716,122,130,255,24,22,44,23,26,51,16,11,28,29,32,55,16,19,39,0,0,0,1937,2155,4094,107,131,235,63,50,113,2698,2934,5637,446,423,874,7016,7514,14525
204031075,1460,1500,2960,144,156,293,114,148,268,384,407,795,42,36,84,8,5,11,16,13,27,3,5,6,6,4,12,6,8,17,0,0,0,587,629,1216,37,27,59,16,24,42,782,841,1619,187,169,356,2427,2508,4934
204031491,2333,2417,4744,405,421,823,590,598,1188,1570,1633,3201,283,214,497,51,35,84,50,50,103,26,23,42,53,40,88,53,44,94,0,0,0,2666,2634,5301,136,140,278,75,62,134,3284,3253,6534,238,251,485,5855,5922,11771
204031492,3700,3972,7673,586,654,1238,414,421,839,1200,1326,2523,116,114,229,26,13,39,29,27,61,15,11,31,21,31,54,17,20,32,0,0,0,1844,1964,3807,223,228,456,62,47,108,2710,2897,5612,489,481,972,6896,7356,14249
205011076,4308,4526,8832,916,1014,1938,43,53,93,2811,3022,5833,51,58,112,7,12,19,20,11,32,6,8,22,9,4,18,6,6,11,0,0,0,2954,3180,6136,81,95,179,77,67,140,4032,4357,8388,591,588,1171,8929,9469,18396
205011077,2040,1911,3946,155,164,310,23,14,34,649,669,1320,18,12,27,4,0,5,10,8,21,0,6,3,3,6,10,0,0,0,0,0,0,701,716,1417,26,26,49,22,15,32,902,912,1809,268,254,522,3206,3073,6283
205011078,2333,2341,4666,327,371,696,30,28,58,807,920,1722,21,30,52,6,11,13,3,0,8,7,7,13,8,8,12,5,0,5,0,0,0,883,994,1883,51,42,100,15,22,44,1282,1434,2720,257,270,529,3870,4045,7910
205011079,5163,5590,10756,1399,1532,2938,72,64,138,2642,2947,5586,74,88,161,19,33,47,30,29,57,11,20,31,9,9,27,4,10,12,0,0,0,2858,3199,6054,219,250,475,69,61,131,4554,5051,9594,616,695,1317,10332,11335,21670
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,3665,4088,7750,1049,1162,2209,119,128,245,1239,1416,2653,54,84,137,17,15,32,37,36,75,17,14,26,12,7,25,8,5,14,0,0,0,1507,1704,3209,139,151,284,62,43,106,2756,3061,5813,569,656,1220,6987,7801,14786
205021082,2493,2309,4798,248,229,473,41,51,92,742,810,1551,34,32,68,4,0,5,14,14,23,7,4,8,6,9,11,6,10,12,0,0,0,851,923,1776,61,38,97,24,12,38,1172,1205,2381,370,351,721,4034,3863,7893
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,2862,2897,5760,595,656,1257,106,89,198,1013,1013,2027,36,47,83,8,14,26,20,12,32,21,16,36,16,6,25,14,12,31,0,0,0,1235,1222,2450,48,74,117,27,30,60,1907,1978,3888,545,541,1083,5312,5419,10729
205021085,1968,1833,3798,318,359,672,110,101,209,374,368,739,25,26,54,4,3,6,23,18,41,3,6,11,9,5,13,15,18,25,0,0,0,559,540,1099,28,35,66,20,12,32,927,945,1873,403,399,797,3292,3178,6469
205021086,1772,1905,3674,312,328,639,69,78,146,778,851,1630,37,50,86,13,15,24,7,12,19,16,25,37,8,9,14,3,4,5,0,0,0,930,1036,1967,29,41,66,21,19,46,1297,1423,2721,190,193,380,3256,3521,6777
205031087,2630,2567,5198,484,470,949,26,34,60,881,911,1787,27,24,50,9,9,16,9,7,17,0,0,6,4,8,15,7,4,6,0,0,0,959,1001,1956,52,57,114,17,18,35,1515,1543,3058,417,387,804,4562,4497,9060
205031088,38,38,77,0,0,0,0,0,0,15,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,31,0,5,3,0,0,3,19,22,42,4,4,15,68,68,129
205031089,2643,2632,5275,476,474,951,19,20,39,1046,1135,2188,32,23,56,12,7,16,13,13,27,0,9,9,0,4,5,3,0,8,0,0,0,1121,1222,2345,38,31,69,16,16,28,1652,1744,3396,306,337,646,4605,4711,9315
205031090,3144,3256,6402,676,791,1462,30,31,62,934,1045,1983,31,27,58,0,3,8,14,14,23,16,16,26,15,7,30,3,0,4,0,0,0,1039,1152,2194,53,57,111,30,24,51,1794,2023,3816,363,379,747,5308,5661,10968
205031091,2963,3013,5982,807,909,1718,42,46,90,1726,1857,3587,51,69,118,12,11,18,20,20,39,10,14,24,7,12,19,5,5,13,0,0,0,1863,2037,3904,125,159,284,35,42,76,2828,3153,5977,587,660,1246,6377,6826,13200
205031092,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,4,5,0,0,5,9,10,11
205031093,6192,6522,12711,1684,1809,3501,89,94,183,3175,3356,6532,56,58,116,11,14,28,48,48,91,9,15,29,12,5,21,7,4,13,0,0,0,3416,3600,7010,116,156,279,87,48,134,5313,5612,10925,934,990,1929,12439,13130,25567
205041094,3520,3494,7013,486,484,975,24,32,54,1004,1069,2072,26,19,45,6,6,20,18,12,36,3,5,10,5,9,21,0,0,0,0,0,0,1090,1153,2247,39,50,95,27,29,57,1646,1724,3371,439,451,890,5605,5663,11270
205041095,4720,4833,9555,1018,1217,2234,44,42,91,1174,1324,2494,49,55,102,14,12,22,19,14,33,10,10,16,6,5,18,0,5,4,0,0,0,1310,1459,2768,85,65,156,95,102,195,2511,2846,5362,763,740,1507,7993,8427,16419
205041096,3712,3747,7456,665,736,1397,43,43,90,1184,1204,2388,37,38,75,16,16,32,18,16,33,10,16,29,12,7,21,0,0,0,0,0,0,1323,1345,2666,86,123,210,59,57,117,2130,2258,4385,879,886,1767,6717,6890,13607
205041098,1541,1447,2983,78,82,161,5,3,11,430,465,892,3,17,18,4,0,7,0,5,13,0,0,0,3,4,7,0,0,0,0,0,0,452,499,949,12,8,22,4,4,10,540,595,1140,147,166,313,2226,2209,4436
205041493,3062,3252,6312,383,450,833,39,38,81,1241,1376,2613,47,40,81,6,14,18,15,23,34,9,17,27,13,14,27,5,4,8,0,0,0,1378,1515,2895,101,116,215,53,72,125,1924,2153,4074,458,501,954,5431,5902,11336
205041494,4187,4373,8556,902,1041,1942,75,76,148,1667,1882,3547,50,71,123,11,14,32,22,19,44,4,12,16,11,8,15,8,3,7,0,3,3,1841,2099,3941,152,196,351,45,34,76,2946,3366,6316,459,480,946,7593,8218,15811
205051099,7,4,15,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,3,0,6,14,10,23
205051100,1349,1217,2565,71,58,131,65,35,105,663,599,1266,62,48,105,21,7,28,14,15,31,9,3,12,8,3,15,12,9,22,0,0,0,864,724,1591,38,28,65,9,8,14,983,820,1800,191,165,362,2525,2203,4725
205051101,4095,4142,8235,939,972,1914,60,71,128,971,1015,1986,39,62,100,23,19,35,15,13,29,7,16,24,12,14,30,6,7,7,0,0,0,1128,1212,2340,80,93,175,53,56,103,2202,2332,4536,597,578,1173,6894,7050,13947
205051102,1166,1134,2303,113,115,226,8,11,18,358,376,733,12,15,27,0,0,0,3,0,6,0,3,3,0,3,3,0,0,0,0,0,0,382,417,793,17,35,50,17,15,32,532,569,1097,1030,233,1265,2728,1937,4662
205051103,3521,3861,7380,1051,1186,2242,149,162,315,1129,1274,2405,150,152,299,56,55,105,30,25,52,21,15,43,25,23,53,29,24,53,0,0,0,1590,1735,3326,164,195,358,55,55,111,2861,3169,6031,496,504,999,6876,7533,14413
205051104,1568,1551,3123,292,307,598,25,27,51,453,449,908,14,19,30,5,4,11,9,8,23,4,9,12,0,0,0,0,3,3,0,0,0,515,516,1033,22,23,41,9,12,17,831,857,1692,260,293,553,2668,2700,5367
206011106,1983,2292,4274,249,265,511,208,222,427,2130,2373,4507,118,149,272,43,50,88,58,87,147,16,20,38,9,25,38,42,62,110,0,0,0,2638,2988,5628,527,689,1214,59,65,127,3472,4006,7475,253,256,512,5709,6554,12258
206011107,3051,3348,6406,230,286,513,149,182,331,1900,2132,4034,117,113,229,31,43,78,69,51,120,18,26,43,12,16,30,19,34,54,0,0,0,2318,2593,4914,525,600,1123,53,58,111,3128,3535,6666,255,315,570,6443,7194,13638
206011109,3136,3350,6492,135,133,266,36,37,70,1034,1156,2196,32,33,64,8,9,18,11,11,23,3,11,13,3,10,12,9,10,20,0,0,0,1148,1274,2424,161,162,326,25,25,50,1465,1601,3062,151,148,294,4757,5091,9854
206011495,2622,2847,5472,224,213,434,189,214,406,1859,1987,3852,86,135,219,55,52,106,67,66,135,14,23,37,8,13,26,39,39,77,0,0,0,2324,2528,4849,535,562,1090,73,64,143,3158,3362,6521,182,200,377,5962,6408,12366
206011496,2343,2497,4845,258,273,532,199,226,425,2023,2092,4107,94,128,223,45,55,100,59,67,115,31,39,69,15,17,33,46,59,102,0,0,0,2496,2680,5181,582,706,1287,77,68,141,3413,3730,7138,270,222,496,6030,6453,12477
206011497,3077,3343,6414,185,183,374,125,162,288,1529,1669,3195,55,66,121,33,32,64,25,32,57,23,11,38,6,14,21,21,26,45,0,0,0,1816,2016,3832,381,403,778,54,57,109,2434,2655,5089,215,220,439,5725,6218,11943
206011498,3911,4330,8239,189,175,363,79,86,165,1510,1492,2996,45,49,93,22,27,54,33,29,59,23,15,37,4,3,9,32,19,48,0,0,0,1745,1722,3462,334,354,690,38,32,67,2301,2283,4584,196,192,388,6407,6801,13211
206021110,2325,2493,4819,192,204,395,30,49,83,1125,1281,2406,32,41,71,17,18,38,14,19,32,3,4,12,9,9,14,4,10,19,0,0,0,1231,1434,2667,142,185,329,26,23,49,1589,1855,3445,127,142,269,4040,4489,8532
206021112,4538,5031,9566,374,402,777,123,156,274,2434,2686,5117,79,97,172,11,25,37,38,43,89,21,20,40,7,4,10,25,26,49,0,0,0,2744,3047,5796,418,480,895,108,119,224,3649,4047,7691,337,349,685,8523,9421,17941
206021499,3854,4202,8054,277,272,551,101,118,225,1775,2011,3782,69,71,146,29,27,59,38,30,68,8,16,27,6,12,21,18,32,51,0,0,0,2050,2321,4375,331,408,739,58,46,111,2718,3056,5774,249,285,529,6821,7542,14362
206021500,2270,2641,4912,138,145,287,111,117,229,1432,1583,3015,47,56,103,21,33,52,31,34,65,10,23,26,6,8,17,14,22,34,0,0,0,1667,1875,3546,300,369,665,40,42,75,2150,2430,4573,166,198,365,4584,5262,9852
206031113,3773,3947,7721,319,339,655,98,89,188,1706,1806,3508,56,58,114,37,40,76,44,50,92,3,10,16,12,10,30,20,15,35,0,0,0,1976,2087,4065,433,417,852,44,38,88,2770,2888,5658,417,425,840,6958,7262,14223
206031115,1828,2068,3896,165,175,342,79,78,157,1101,1170,2274,55,56,114,23,38,57,23,22,43,15,22,31,11,9,19,20,13,31,0,0,0,1326,1399,2726,438,443,875,45,40,82,1973,2061,4027,306,348,654,4098,4473,8578
206031116,3823,4148,7969,280,343,625,104,130,235,2112,2272,4384,93,106,193,27,37,65,51,39,91,9,14,17,8,12,26,10,20,34,0,0,0,2416,2632,5047,578,617,1190,60,50,112,3336,3643,6984,275,246,518,7435,8042,15471
206031501,4525,4843,9370,323,376,699,49,63,113,1802,1922,3727,39,35,74,14,19,32,28,34,57,8,6,16,11,8,23,9,12,19,0,0,0,1961,2106,4069,327,314,637,42,45,80,2647,2836,5487,249,282,537,7426,7961,15386
206031502,2823,3034,5855,253,273,521,83,83,171,1670,1815,3491,62,72,135,25,22,48,32,26,55,6,13,27,3,9,11,11,15,25,0,0,0,1905,2050,3954,435,422,859,26,32,61,2613,2778,5393,214,230,436,5643,6044,11686
206041117,1801,1915,3713,339,353,696,273,286,559,2048,2010,4054,178,197,373,83,106,187,123,120,242,61,56,118,17,10,33,57,64,121,0,0,0,2845,2844,5691,2329,2539,4869,70,54,125,5586,5801,11385,633,600,1237,8022,8313,16331
206041118,1342,1315,2654,464,390,852,229,183,411,2178,1905,4084,155,140,297,53,59,116,74,76,146,23,19,44,12,16,27,45,36,79,0,0,0,2768,2439,5203,2332,2263,4591,74,61,140,5636,5148,10786,697,668,1364,7675,7129,14802
206041119,826,963,1789,111,117,227,61,75,139,812,825,1633,46,52,92,20,22,43,17,28,45,10,7,15,7,7,5,21,17,32,0,0,0,990,1031,2014,214,235,447,19,17,33,1330,1393,2725,138,141,277,2296,2494,4790
206041120,5,5,12,0,0,0,0,0,0,19,15,35,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,38,16,9,25,5,0,5,40,25,64,0,0,0,47,29,80
206041121,2272,2458,4731,317,358,675,92,100,187,1402,1415,2821,82,81,171,22,29,50,49,55,103,21,17,37,4,9,14,31,33,57,0,0,0,1705,1739,3442,370,388,757,48,41,89,2440,2527,4958,210,211,426,4923,5198,10119
206041124,821,862,1680,96,83,179,198,269,467,1146,1290,2439,95,134,221,43,65,107,84,91,177,48,58,106,16,21,42,50,40,91,0,0,0,1677,1969,3656,526,564,1085,31,15,52,2332,2639,4973,206,237,442,3361,3741,7100
206041125,1002,1139,2141,115,130,249,99,93,190,908,1017,1927,63,66,127,24,14,39,25,29,47,14,10,23,14,10,18,22,17,38,0,0,0,1156,1259,2415,363,449,810,19,22,34,1652,1857,3513,271,266,544,2927,3266,6192
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,940,896,1832,182,165,349,141,127,268,1271,1165,2435,120,115,234,34,44,75,55,38,96,24,26,52,3,8,10,26,23,46,0,0,0,1673,1546,3224,1442,1601,3039,56,35,91,3356,3349,6704,575,541,1115,4867,4785,9651
206041504,980,959,1940,279,290,564,203,217,419,1898,1809,3702,136,146,285,90,75,170,129,98,234,27,33,65,20,19,36,31,35,68,0,0,0,2536,2439,4976,3518,4057,7575,74,56,129,6409,6838,13244,777,709,1486,8160,8511,16676
206041505,991,894,1884,315,310,626,243,234,478,2179,1869,4050,154,139,295,72,69,138,121,86,204,47,33,81,10,8,20,33,33,67,0,0,0,2857,2476,5330,2836,3154,5991,76,73,149,6078,6015,12091,713,672,1386,7783,7574,15360
206041506,2192,2332,4526,408,426,836,209,219,429,2268,2274,4545,127,131,253,56,74,126,90,100,192,33,44,76,12,17,23,65,54,114,0,0,0,2855,2906,5762,1157,1309,2467,69,65,135,4485,4715,9199,651,705,1359,7331,7754,15076
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,808,802,1610,125,126,253,103,86,191,915,806,1727,74,74,150,28,28,58,45,41,91,11,17,34,3,0,4,12,9,24,0,0,0,1197,1066,2263,772,831,1599,24,22,44,2125,2042,4168,227,212,445,3160,3060,6216
206041509,1224,1292,2512,375,337,718,275,240,513,2665,2336,4996,193,216,411,70,84,151,116,123,239,32,28,61,23,9,34,46,56,102,0,0,0,3428,3085,6511,2366,2545,4915,109,75,187,6285,6049,12332,412,398,808,7917,7732,15649
206041510,691,700,1390,101,100,205,95,95,192,1339,1230,2567,80,95,175,22,40,66,43,41,79,8,11,26,5,10,18,24,17,40,0,0,0,1623,1534,3158,900,957,1858,35,30,65,2667,2621,5282,358,177,529,3710,3496,7205
206051128,3310,3609,6916,490,489,981,160,160,317,1916,1987,3900,103,116,221,37,51,84,55,54,107,16,24,38,4,10,12,18,23,43,0,0,0,2308,2413,4725,801,892,1692,56,52,102,3659,3844,7506,371,350,717,7332,7807,15136
206051129,2838,3068,5908,564,641,1202,118,167,286,1988,2243,4231,47,90,141,18,32,49,38,52,90,8,18,21,4,11,17,9,16,28,0,0,0,2243,2613,4857,537,656,1195,56,55,115,3398,3973,7369,418,447,862,6654,7478,14138
206051130,3508,4019,7529,730,806,1535,130,159,286,1784,1897,3680,69,85,153,13,30,51,42,54,99,8,15,24,10,3,15,21,17,35,0,0,0,2076,2264,4342,471,515,989,45,38,80,3324,3628,6947,444,477,920,7272,8125,15401
206051134,3079,3185,6263,332,386,724,157,155,312,2186,2447,4637,83,80,166,40,36,76,52,60,114,28,14,40,9,10,17,26,26,51,0,0,0,2578,2830,5409,833,791,1622,79,64,145,3833,4079,7903,490,422,904,7396,7682,15073
206051511,51,47,93,8,3,7,37,35,73,513,468,980,20,23,42,5,3,4,8,9,17,0,0,3,0,0,0,4,9,8,0,0,0,588,545,1140,176,139,316,10,8,20,785,694,1478,134,128,265,963,878,1838
206051512,2206,2461,4669,297,286,582,112,140,248,1645,1636,3285,94,85,174,43,32,73,60,65,125,23,16,39,3,9,10,12,15,28,0,0,0,1992,1990,3982,592,575,1162,52,35,93,2929,2898,5820,340,386,725,5471,5745,11215
206051513,1900,1812,3712,265,245,515,156,174,329,1802,1897,3695,82,106,186,26,29,52,55,53,106,19,15,35,10,11,20,12,13,30,0,0,0,2162,2296,4461,850,855,1697,74,67,143,3356,3464,6819,546,425,976,5800,5699,11505
206051514,2313,2260,4570,330,327,655,173,175,353,1916,1942,3856,95,101,202,30,36,66,60,68,128,24,22,45,10,13,21,21,26,46,0,0,0,2323,2383,4705,945,1009,1954,89,76,166,3689,3795,7481,714,704,1419,6710,6758,13470
206061135,1778,2159,3943,156,185,344,68,99,169,1366,1630,2997,52,54,103,24,28,51,38,42,80,11,8,20,0,0,0,4,12,24,0,0,0,1569,1881,3450,320,403,720,31,18,48,2069,2490,4557,184,217,405,4035,4866,8904
206061136,3278,3492,6765,533,492,1021,269,297,560,2943,3011,5959,149,195,345,64,65,132,90,126,219,38,37,75,7,9,20,29,33,57,0,0,0,3592,3777,7371,977,1042,2018,105,88,198,5219,5388,10603,534,515,1048,9025,9402,18427
206061138,2936,3432,6371,368,470,844,102,115,217,1433,1582,3019,56,83,138,22,28,51,32,47,84,5,18,18,0,3,8,11,9,22,0,0,0,1667,1884,3548,428,493,921,24,31,52,2484,2876,5364,382,437,817,5801,6746,12548
206061515,1188,1321,2508,240,248,490,211,243,452,1828,1850,3678,133,151,286,64,56,123,74,91,164,25,27,54,15,6,16,36,25,58,0,0,6,2387,2448,4832,997,1170,2165,42,43,87,3665,3907,7575,389,460,850,5247,5690,10940
206061516,1673,1949,3621,121,127,251,127,159,289,1478,1544,3018,78,102,182,49,59,115,75,79,150,18,16,36,10,5,16,19,19,37,0,0,0,1853,1988,3842,541,642,1177,44,41,84,2556,2798,5352,296,365,668,4528,5117,9640
206071139,1365,1368,2732,177,197,370,144,154,303,1680,1525,3205,99,94,189,35,33,69,56,45,98,14,15,28,6,0,9,38,28,62,0,0,0,2069,1891,3966,521,551,1076,52,44,91,2817,2686,5504,285,227,515,4470,4284,8751
206071140,1636,1805,3446,183,203,383,89,126,219,1131,1315,2450,40,72,115,30,33,60,32,46,82,23,14,34,10,7,14,24,30,56,0,0,0,1376,1652,3032,278,345,615,49,36,83,1882,2237,4118,157,148,301,3675,4192,7860
206071141,1423,1427,2849,183,153,336,165,147,313,1516,1407,2921,109,112,221,47,43,91,69,57,128,15,13,23,4,5,13,35,32,63,0,0,0,1956,1818,3776,568,570,1135,57,40,96,2768,2572,5343,328,283,616,4520,4287,8802
206071142,1903,1989,3893,229,276,502,142,189,332,1344,1408,2751,78,103,181,33,46,74,58,71,128,13,21,37,5,11,14,26,23,50,0,0,0,1700,1871,3569,512,531,1046,52,51,101,2496,2726,5220,444,420,868,4841,5133,9977
206071143,2674,3075,5750,265,296,561,149,179,329,1651,1928,3585,67,116,183,32,36,72,59,63,121,22,29,53,8,10,18,21,38,59,0,0,0,2014,2410,4423,391,465,853,51,50,101,2714,3224,5935,297,282,569,5678,6576,12260
206071145,2220,2319,4541,187,200,386,63,88,154,1498,1572,3066,45,41,86,12,28,37,33,33,62,5,9,16,5,4,5,14,19,31,0,0,0,1672,1792,3463,243,264,511,24,19,43,2128,2274,4405,224,169,395,4570,4763,9336
206071517,3298,3468,6766,562,550,1109,234,233,464,2634,2741,5369,161,158,322,58,60,117,97,112,214,29,34,65,18,31,47,26,43,67,0,0,0,3248,3416,6663,703,786,1491,103,45,146,4614,4798,9414,413,390,809,8329,8652,16982
206071518,2392,2777,5174,372,377,750,174,187,359,2075,2004,4081,124,133,258,65,63,127,69,65,128,17,18,36,8,11,16,40,26,71,0,0,0,2566,2508,5072,694,759,1456,73,63,138,3711,3707,7417,422,394,809,6523,6881,13402
