SA2_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
109031182,4,27,0,14,0,0,0,0,0,46,0,8,0,0,0,0,0,0,0,10,38,163,4,30,21,7,0,0,3,267,0,0,0,0,0,0,0,0,0,0,12,17,0,21,6,0,0,0,0,58,12,21,5,64,23,4,0,4,0,129,29,20,31,101,81,28,0,18,5,320,0,0,0,8,12,5,0,6,0,29,3,3,0,12,11,6,0,0,0,35,0,5,0,0,0,0,0,0,0,8,0,7,0,10,8,3,0,5,6,32,103,302,42,254,172,49,4,43,18,980,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,13,51,6,0,8,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3,7,34,0,14,7,0,0,0,0,60,0,8,3,0,0,0,0,0,0,15,61,236,10,45,25,4,0,8,11,394,0,0,0,0,0,0,0,0,0,0
109031183,12,8,0,4,0,0,0,0,0,26,3,4,0,0,6,0,0,0,0,11,70,133,4,13,33,13,4,15,3,299,0,0,0,0,0,0,0,0,0,0,26,15,4,14,9,0,0,3,0,74,27,15,4,26,30,7,0,10,0,110,51,9,29,69,60,20,4,34,0,272,8,0,3,0,13,0,0,9,0,31,5,0,0,5,11,0,5,0,0,28,7,6,0,5,5,0,0,0,0,15,14,8,0,5,10,4,0,10,4,54,226,224,46,141,169,49,12,78,10,957,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,12,24,0,0,4,0,0,4,0,41,0,3,0,0,0,0,0,0,0,8,14,13,0,3,0,0,0,0,0,28,5,4,0,0,6,0,0,0,0,17,150,178,4,17,42,9,5,28,3,441,4,0,0,0,0,0,0,0,0,3
109031184,0,31,0,12,0,0,0,0,0,48,3,12,0,0,0,0,0,0,0,22,38,192,4,24,32,15,0,4,0,310,0,0,0,0,0,0,0,0,0,5,3,18,0,13,18,0,0,3,0,60,13,26,3,53,29,10,0,8,0,134,18,11,29,74,75,25,5,22,7,244,4,0,4,0,9,6,0,0,0,18,4,0,0,9,14,5,0,3,0,27,0,3,0,0,0,0,0,0,0,9,0,6,0,0,4,3,0,4,4,25,92,335,39,195,177,52,3,43,10,945,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,14,58,0,5,4,0,0,0,0,83,0,4,0,0,0,0,0,0,0,4,4,42,0,14,0,0,0,3,0,63,9,12,0,0,0,0,0,0,0,19,84,274,17,39,32,15,3,11,4,482,0,0,0,0,0,0,0,0,0,4
109031185,8,24,0,10,3,0,0,0,0,53,5,14,0,0,4,0,0,0,0,22,47,192,11,30,39,10,0,13,0,337,0,0,0,0,0,0,0,0,0,0,20,16,5,20,21,0,0,4,0,82,19,27,8,37,34,9,0,3,0,143,42,11,32,139,84,30,0,43,4,388,12,4,0,8,16,9,0,4,0,56,4,0,4,11,19,7,0,8,0,41,0,5,0,0,0,0,0,0,0,7,10,5,6,13,9,5,0,13,4,53,179,310,70,268,232,67,5,90,13,1222,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,10,15,30,0,5,4,5,0,3,0,55,0,3,0,0,0,0,0,0,0,3,15,36,0,15,3,0,0,0,0,71,5,17,0,0,4,0,0,0,0,29,122,257,14,37,45,7,5,14,7,519,0,0,0,0,0,0,0,0,0,0
110011186,20,131,0,26,22,0,0,3,0,197,7,23,0,4,11,0,0,0,0,49,151,681,39,158,161,37,3,52,11,1290,0,0,0,0,0,4,0,0,0,12,27,68,8,50,40,10,0,4,0,204,52,58,16,118,98,19,0,17,6,384,53,59,79,193,190,74,8,45,0,705,8,7,5,23,26,17,3,16,5,98,13,12,0,22,38,13,0,11,3,106,0,9,0,4,5,0,0,0,0,25,5,13,0,9,16,5,0,11,12,75,426,1591,174,656,650,184,11,181,39,3926,0,9,0,0,0,0,0,0,0,12,68,463,12,6,19,0,0,6,5,583,120,463,39,74,38,8,11,62,8,826,9,11,0,0,3,0,0,3,0,29,31,189,7,30,25,4,0,3,0,295,15,44,0,9,13,0,0,0,0,81,321,1101,105,248,219,70,17,106,22,2222,0,0,0,0,0,4,0,0,0,7
110011187,10,15,0,5,0,0,0,0,0,28,0,11,0,0,0,0,0,0,0,13,43,71,9,9,18,7,0,13,0,174,0,0,0,0,0,0,0,0,0,0,10,7,4,7,9,0,0,0,0,35,12,11,3,12,9,6,0,5,0,68,22,7,13,45,26,16,0,26,0,155,4,0,0,3,8,3,0,3,0,30,10,0,0,5,13,0,0,3,0,35,0,0,0,0,0,0,0,0,0,5,7,5,0,0,11,3,0,10,0,33,139,161,27,90,102,30,3,66,9,623,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,23,16,34,0,0,0,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0,13,17,0,8,0,0,0,0,0,44,3,11,0,0,0,0,0,0,0,17,98,111,10,13,27,7,3,17,3,285,0,0,0,0,0,0,0,0,0,0
110011188,3,19,0,0,0,0,0,0,0,34,0,12,0,0,0,0,0,0,0,13,50,158,17,42,41,5,0,12,5,331,0,0,0,0,0,0,0,0,0,0,19,7,8,16,18,9,0,0,0,74,15,20,7,33,30,4,0,7,6,116,23,11,24,63,67,17,5,14,8,234,0,0,0,5,15,5,0,0,0,30,17,4,0,11,11,4,3,0,0,46,0,0,0,0,3,3,0,0,0,11,6,3,0,7,9,3,0,5,0,24,152,314,57,182,208,51,9,49,15,1033,0,0,0,0,0,0,0,0,0,3,10,59,0,0,3,0,0,0,0,81,23,68,0,10,6,4,0,4,0,110,4,3,0,0,0,0,0,0,0,10,9,31,0,6,4,0,0,0,0,53,0,11,0,5,5,0,0,0,0,21,106,231,27,56,55,9,3,19,7,511,0,0,0,0,0,0,0,0,0,0
110011189,5,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,30,65,6,12,7,0,0,3,0,116,0,0,0,0,0,0,0,0,0,0,17,7,0,9,11,0,0,3,0,48,7,6,0,8,8,0,0,0,0,40,23,3,14,33,34,11,3,9,0,132,4,0,0,0,13,3,0,6,0,26,3,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,8,0,0,0,5,5,0,4,3,19,100,109,18,79,83,26,10,26,3,448,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,13,19,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,69,89,6,20,10,7,0,6,0,201,0,0,0,0,0,0,0,0,0,0
110021190,8,25,5,5,4,0,0,0,0,49,0,5,0,0,0,0,0,0,0,3,48,159,7,34,30,7,6,9,3,287,0,0,0,0,3,0,0,0,0,3,16,20,0,12,12,5,0,3,0,73,14,16,4,35,32,5,3,10,0,122,30,26,32,105,83,39,3,33,9,355,6,0,4,8,12,10,0,8,0,49,10,0,0,5,17,0,0,7,0,43,0,3,0,6,5,0,0,0,0,11,7,3,4,0,0,6,0,7,4,35,143,300,54,224,195,79,13,75,17,1085,0,0,0,0,0,0,0,0,0,4,3,5,0,0,4,0,0,0,0,11,10,43,0,15,4,0,0,0,0,78,0,3,0,0,0,0,0,0,0,7,9,37,5,5,3,3,0,0,0,66,3,5,0,0,0,0,0,0,0,5,90,202,20,48,34,9,6,21,9,432,0,0,0,0,3,0,0,0,0,3
110021191,0,33,0,10,3,0,0,0,0,49,3,8,0,0,0,0,0,0,0,11,44,258,6,29,27,3,0,20,0,392,0,0,0,0,0,0,0,0,0,0,7,35,3,24,17,3,0,4,0,97,18,24,0,60,37,11,0,12,0,165,31,54,45,218,112,57,7,45,5,573,8,3,5,18,9,12,3,4,0,58,5,9,0,22,25,12,4,5,0,69,5,6,0,0,0,0,0,4,0,12,8,9,9,12,5,12,0,8,3,61,132,489,71,394,242,121,12,98,19,1563,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,11,13,62,4,0,3,3,0,3,0,89,0,7,0,0,0,0,0,0,0,7,3,46,0,10,3,0,0,0,0,69,7,8,0,0,0,0,0,0,0,10,68,359,12,45,38,11,0,39,6,582,0,0,0,0,0,0,0,0,0,0
110021192,7,13,0,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,35,63,0,15,16,9,0,4,0,141,0,0,0,0,0,0,0,0,0,0,17,15,0,6,3,0,0,3,0,44,18,13,3,35,15,7,0,3,0,93,14,13,12,63,42,21,8,22,3,202,0,0,0,3,7,4,0,6,0,26,5,4,0,10,3,4,0,3,0,30,0,0,0,5,0,0,0,0,0,9,5,6,0,5,0,5,0,3,7,35,113,141,26,146,93,48,6,50,12,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,8,14,0,3,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,64,87,0,17,17,9,0,4,0,207,0,0,0,0,0,0,0,0,0,3
110021193,4,9,0,0,4,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,42,130,7,11,21,4,3,6,0,215,0,0,0,0,0,0,0,0,0,0,9,19,5,14,8,0,3,0,0,61,17,13,0,17,26,3,0,0,0,87,24,31,15,72,47,26,4,20,4,231,0,3,0,7,4,3,0,4,0,21,14,0,0,9,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,8,7,9,3,8,0,0,0,5,0,34,126,225,29,138,118,36,12,41,7,730,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,19,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,5,12,0,0,4,0,0,0,0,23,0,3,0,3,0,0,0,0,0,9,83,155,7,15,24,0,3,10,0,305,3,0,0,0,0,0,0,0,0,3
110021194,7,18,0,3,6,0,0,0,0,39,0,4,0,0,0,0,0,0,0,5,55,101,3,18,11,5,0,10,3,208,0,0,0,0,0,0,0,0,0,0,11,12,0,12,14,0,0,0,0,51,13,17,3,20,22,8,0,5,0,92,34,14,17,75,55,16,6,20,5,244,3,0,6,4,11,3,0,4,0,30,6,0,0,10,8,5,0,4,0,26,3,0,0,0,0,0,0,0,0,5,10,7,0,9,8,3,0,9,9,51,148,201,36,148,140,45,7,52,16,789,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,9,13,24,0,0,7,0,0,0,0,44,0,0,0,0,0,0,0,0,0,4,12,18,0,3,6,0,0,5,0,43,0,4,0,0,0,0,0,0,0,5,81,158,15,28,18,5,3,12,3,316,0,0,0,0,0,0,0,0,0,0
110031195,6,19,0,9,4,0,0,0,0,33,0,5,0,0,5,0,0,0,0,9,35,201,8,33,24,3,4,9,0,313,0,0,0,0,0,0,0,0,0,0,4,17,6,21,15,5,0,4,0,66,6,25,5,37,33,5,3,4,5,129,23,23,16,86,87,34,8,18,3,287,3,0,0,6,14,4,0,5,0,41,5,5,0,8,9,3,0,0,0,35,0,0,0,0,0,0,0,3,0,5,0,7,3,6,15,7,0,0,3,38,99,331,41,199,211,58,9,43,16,1010,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,14,52,0,4,3,0,0,0,6,85,0,5,0,0,0,0,0,0,0,4,7,24,0,9,4,0,0,0,0,45,0,4,0,0,5,0,0,0,0,12,65,299,20,47,36,9,9,15,0,507,0,0,0,0,0,0,0,0,0,0
110031196,3,22,0,0,4,0,0,0,0,32,5,8,0,0,0,0,0,0,0,13,67,89,0,9,34,0,7,9,3,223,0,0,0,0,0,0,0,0,0,0,17,9,0,11,14,0,0,0,0,46,16,13,3,29,26,5,6,3,0,101,21,7,6,42,38,8,12,16,4,149,3,0,3,0,7,4,0,3,0,27,8,0,0,3,9,4,0,5,0,31,0,0,0,0,0,0,0,0,0,6,5,3,0,3,9,0,0,0,0,29,159,160,15,106,130,16,21,42,7,662,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,12,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,22,0,0,4,0,0,0,0,34,3,8,0,0,0,0,0,0,0,15,136,107,0,17,40,0,18,15,6,334,0,0,0,0,0,0,0,0,0,0
110031197,5,19,0,6,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,9,32,167,7,16,26,7,4,7,4,270,0,0,0,0,0,0,0,0,0,0,12,20,0,12,13,0,0,0,0,56,10,24,5,45,17,8,0,4,0,110,20,37,40,98,113,31,12,26,7,376,0,0,0,4,9,5,0,3,0,30,5,3,5,10,15,10,0,4,0,52,0,0,0,0,3,0,0,0,0,3,4,0,4,4,8,5,0,3,3,37,87,314,62,198,211,61,17,55,19,1022,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,35,12,40,6,0,4,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,7,17,0,8,0,0,0,0,0,35,6,5,0,0,0,0,0,0,0,17,63,249,21,30,32,10,9,10,4,426,0,0,0,0,0,0,0,0,0,3
110031198,7,16,0,0,3,0,0,0,0,27,0,4,0,0,0,0,0,0,0,4,36,95,3,9,21,0,0,5,0,170,0,0,0,0,0,0,0,0,0,0,11,5,0,7,3,0,0,3,0,34,7,9,0,27,17,3,5,3,0,77,26,11,11,49,41,18,10,11,3,175,0,5,0,7,11,0,0,0,0,17,4,5,0,5,9,4,0,4,0,31,0,0,0,0,3,0,0,0,0,4,3,3,0,8,0,0,0,4,0,18,106,162,17,111,107,29,15,28,9,587,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,10,10,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,6,21,0,0,3,0,0,0,0,31,0,4,0,0,0,0,0,0,0,5,73,122,8,16,22,0,6,10,0,259,0,0,0,0,0,0,0,0,0,0
110041199,0,24,0,17,9,0,0,0,0,48,0,7,0,0,3,0,0,0,0,13,34,230,3,24,27,6,0,9,0,330,5,0,0,0,7,0,0,0,0,9,4,18,0,14,10,3,0,0,0,60,18,27,8,58,26,8,11,8,0,164,49,31,47,166,131,39,21,39,6,525,0,0,5,11,13,4,4,3,0,46,6,0,3,21,18,10,4,5,0,70,0,0,6,0,5,0,0,4,0,11,0,3,0,9,6,6,0,7,8,37,122,396,71,316,253,75,38,70,17,1354,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,24,63,8,0,7,0,8,0,0,109,0,0,0,0,0,0,0,0,0,0,10,26,0,17,9,0,0,0,0,60,3,8,0,0,3,0,0,0,0,14,75,324,18,23,31,15,13,20,4,520,5,0,0,0,7,0,0,0,0,7
110041200,5,11,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,6,34,102,5,17,18,6,0,4,0,189,0,0,0,0,0,0,0,0,0,0,18,9,0,3,12,0,0,0,0,44,11,8,6,20,11,0,5,9,0,71,27,10,27,42,42,15,10,20,0,189,5,0,3,4,9,3,0,4,0,32,3,0,0,3,8,0,0,0,0,21,5,0,0,0,0,0,0,0,0,3,7,0,3,3,3,0,0,0,4,23,112,168,39,97,99,31,24,39,5,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,21,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,10,79,125,12,19,20,9,6,9,0,281,0,0,0,0,0,0,0,0,0,0
110041201,3,13,0,3,3,0,0,0,0,21,0,6,0,0,0,0,0,0,0,6,34,148,12,13,24,3,3,0,3,247,0,0,0,0,0,0,0,0,0,4,16,28,0,12,8,6,3,0,0,73,12,15,0,36,24,0,0,4,0,97,18,27,35,93,72,26,14,27,4,311,3,0,0,5,19,9,0,5,0,41,9,3,0,14,6,3,4,5,0,42,0,0,0,3,4,0,0,0,0,10,6,5,0,7,11,9,0,8,7,43,116,266,57,187,170,46,24,60,12,945,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,16,36,0,0,0,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,3,16,0,3,3,0,0,0,0,21,3,6,0,0,0,0,0,0,0,12,79,181,18,18,29,9,5,13,4,358,0,0,0,0,0,0,0,0,0,4
110041202,7,69,0,24,5,0,0,0,0,110,0,20,4,0,0,0,0,0,0,30,80,534,6,71,67,13,0,34,9,833,0,0,0,0,4,0,0,0,0,4,19,63,0,41,49,5,3,3,4,186,53,67,20,158,100,20,0,13,9,441,75,79,111,316,275,127,14,81,7,1092,5,3,0,27,39,18,4,19,0,107,11,11,3,29,52,20,4,9,0,136,0,3,0,0,8,3,0,3,0,29,9,8,0,24,23,10,5,17,9,100,284,1018,153,698,624,225,26,184,46,3257,0,3,0,0,0,0,0,0,0,3,4,33,0,0,3,0,0,0,0,51,46,167,3,13,11,7,0,14,0,277,0,4,0,0,0,0,0,0,0,7,16,95,0,30,9,0,0,5,0,157,6,30,4,0,0,0,0,0,0,41,137,766,42,105,87,24,19,89,12,1272,0,0,0,0,4,0,0,0,0,9
110041203,14,62,0,25,4,0,0,0,0,110,3,34,3,3,8,0,0,0,0,47,64,656,12,84,72,19,5,37,4,948,0,0,0,0,0,0,0,0,0,3,18,41,3,32,28,3,0,3,0,131,43,57,12,113,68,16,0,10,5,314,45,62,79,212,187,84,16,48,7,742,6,7,3,17,18,11,0,13,0,84,5,6,5,11,31,13,0,9,3,94,7,6,0,0,3,3,0,4,0,22,4,16,3,24,9,6,0,9,5,66,223,1163,128,541,445,151,19,155,28,2845,0,5,0,0,0,0,0,0,0,5,3,48,0,0,0,0,0,0,0,56,54,263,12,37,20,14,3,14,4,415,0,5,0,0,0,0,0,0,0,13,18,95,0,28,8,0,0,0,0,149,5,49,3,10,8,0,0,0,0,70,149,984,45,138,102,31,21,81,8,1564,0,0,0,0,0,0,0,3,0,8
110041204,0,5,5,3,0,0,0,0,4,19,0,4,0,0,0,0,0,0,0,4,13,46,0,7,14,0,0,19,0,106,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,23,13,8,0,33,14,4,0,9,5,81,18,17,20,90,40,25,4,34,5,249,0,0,3,4,8,7,0,11,0,34,10,0,0,11,5,5,0,6,0,39,0,0,0,0,0,0,0,5,0,4,0,0,4,10,5,0,0,5,3,32,55,96,28,169,97,50,8,87,10,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,5,0,0,4,25,0,4,0,0,0,0,0,0,0,7,16,69,8,12,14,0,0,35,0,148,0,0,0,0,0,0,0,0,0,0
110041205,13,65,3,26,5,0,0,0,0,111,4,27,0,7,0,0,0,0,0,36,122,551,13,56,83,11,5,11,5,849,0,0,0,0,6,0,0,0,0,4,35,52,7,37,45,3,0,9,3,190,45,61,18,120,104,25,8,10,7,395,98,68,104,254,240,104,17,71,13,962,15,6,3,13,43,16,0,5,0,109,21,5,4,26,51,16,0,7,0,132,7,5,5,7,5,5,0,0,0,29,16,10,0,9,20,9,3,10,9,92,404,974,160,557,598,192,37,135,37,3092,0,6,0,0,0,0,0,0,0,6,8,34,0,0,0,0,0,0,0,39,51,138,8,6,6,5,0,3,0,208,0,5,0,0,0,0,0,0,0,10,24,79,3,26,9,0,0,0,0,141,7,33,3,3,9,0,0,0,0,52,244,728,32,87,98,20,15,31,8,1263,0,0,0,0,6,0,0,0,0,8
111011206,9,51,0,20,7,0,0,0,0,86,4,29,0,0,6,0,0,0,0,39,92,539,14,61,92,16,0,11,0,823,0,3,0,0,0,0,0,0,0,4,27,49,3,34,49,10,3,3,0,174,32,55,23,120,86,21,0,7,0,346,53,52,81,246,257,81,7,46,10,829,7,4,4,16,26,12,4,10,4,80,5,4,4,24,52,22,0,5,0,113,0,4,0,6,9,0,0,0,0,25,3,11,3,15,10,11,0,7,10,65,263,939,136,546,602,177,18,88,28,2792,0,8,0,4,0,0,0,0,0,13,7,47,0,0,5,0,0,0,0,62,67,167,6,6,10,4,3,0,0,261,0,6,0,0,0,0,0,0,0,6,20,69,5,22,10,0,0,0,0,128,10,41,0,4,7,0,0,0,0,56,182,847,46,95,117,36,8,21,3,1357,0,3,0,0,0,0,0,0,0,4
