SA2_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
101061542,34,80,3,12,17,0,0,4,0,150,13,26,0,0,7,0,0,0,0,48,219,390,26,67,128,15,0,16,14,871,0,0,0,0,0,0,0,0,0,3,56,28,13,14,30,6,0,7,3,159,49,55,11,57,83,14,0,8,0,283,56,45,52,92,100,27,4,20,7,393,7,3,4,10,15,9,4,4,0,52,23,4,4,16,34,5,0,4,5,90,5,0,0,0,0,0,0,0,0,12,11,4,0,0,11,0,0,5,12,50,589,819,122,274,442,78,10,67,52,2451,4,3,0,0,0,0,0,0,0,8,40,96,4,0,0,0,0,0,0,139,192,230,9,6,35,3,0,3,7,493,3,0,0,0,0,0,0,0,0,7,61,105,4,17,20,4,0,3,5,213,20,38,0,4,14,0,0,0,0,77,427,622,51,99,181,29,4,29,21,1455,0,0,0,0,0,0,0,0,0,7
101061543,0,19,0,9,0,0,0,0,0,32,4,6,0,0,0,0,0,0,0,12,33,232,7,32,34,7,0,11,4,362,0,0,0,0,0,0,0,0,0,0,7,25,0,24,17,3,0,0,0,76,22,22,10,82,36,14,0,10,0,197,32,29,42,166,107,58,9,38,12,492,3,6,4,8,19,10,0,7,0,52,4,3,4,15,26,3,0,0,0,59,0,4,0,3,0,0,0,0,0,9,9,6,0,17,4,5,0,10,3,48,135,400,67,354,253,102,9,66,20,1413,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10,19,80,3,4,5,0,0,5,0,132,0,4,0,0,0,0,0,0,0,4,4,26,4,9,0,0,0,0,0,42,4,5,0,6,0,0,0,0,0,16,69,326,22,45,43,15,5,28,5,550,0,0,0,0,0,0,0,0,0,0
101061544,3,15,0,3,4,0,0,0,0,27,0,9,0,0,0,0,0,0,0,12,76,181,0,15,42,6,0,8,0,326,0,0,0,0,0,0,0,0,0,3,27,12,4,17,13,3,0,3,0,87,27,8,5,44,28,4,0,14,5,124,30,14,33,92,68,13,9,23,9,292,3,0,0,8,7,7,3,3,0,35,11,0,0,6,11,0,0,10,0,46,5,5,0,6,5,0,0,0,0,13,9,4,0,5,4,3,0,5,6,42,212,277,55,202,181,42,4,71,18,1068,0,4,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,13,28,39,0,3,4,0,0,3,0,83,4,3,0,0,0,0,0,0,0,7,5,16,3,3,4,0,0,0,0,36,0,9,0,0,0,0,0,0,0,12,164,221,6,26,43,14,3,12,0,491,3,0,0,0,0,0,0,0,0,5
102011028,13,31,0,11,7,0,0,0,0,59,4,11,0,0,0,0,0,0,0,20,90,364,8,42,58,18,0,8,0,579,0,0,0,0,0,0,0,0,0,0,17,43,0,18,26,6,0,0,0,114,20,28,5,42,45,11,0,8,0,165,13,25,21,53,58,22,4,9,6,218,7,0,0,7,13,6,0,0,0,27,7,3,0,9,11,3,0,0,0,40,0,0,0,0,3,0,0,0,0,8,6,5,3,0,5,5,0,0,0,21,196,607,43,194,236,68,4,32,13,1391,0,3,0,0,0,0,0,0,0,3,6,25,0,0,0,0,0,0,0,38,57,156,0,7,18,5,0,0,0,243,3,12,0,0,0,0,0,0,0,10,19,43,0,11,10,0,0,0,0,84,5,20,0,0,0,0,0,0,0,27,179,615,16,59,80,26,6,14,0,998,0,0,0,0,0,0,0,0,0,0
102011029,10,43,0,7,11,0,0,0,0,77,10,21,0,0,3,0,0,0,0,30,93,359,13,34,70,18,0,3,9,598,0,0,0,0,0,0,0,0,0,4,23,40,7,22,40,8,0,8,0,146,28,40,7,44,54,17,0,4,0,196,23,28,42,97,99,38,0,10,0,347,5,0,0,3,15,9,0,0,0,30,8,3,4,17,27,8,3,3,0,77,0,3,0,3,8,0,0,0,0,18,10,6,3,10,8,9,0,3,0,47,235,675,79,250,352,105,11,44,14,1753,0,4,0,0,0,0,0,0,0,6,7,41,0,0,5,0,0,0,0,51,70,177,0,10,19,0,0,0,4,279,5,3,0,0,0,0,0,0,0,5,20,61,4,10,14,7,0,0,0,109,13,28,0,0,3,0,0,0,0,43,187,605,33,53,92,29,10,15,16,1045,0,0,0,0,0,0,0,0,0,4
102011030,0,9,0,3,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,5,43,99,3,18,25,0,0,9,4,207,0,0,0,0,0,0,0,0,0,6,7,11,3,11,13,10,0,5,0,65,16,14,3,14,21,3,0,5,4,85,16,10,30,43,39,5,4,8,0,157,0,0,3,7,7,0,0,0,0,18,7,0,5,3,8,3,0,6,0,34,6,0,0,0,0,0,0,3,0,15,7,0,0,5,10,0,0,5,4,29,129,204,55,108,131,30,8,39,15,723,0,0,0,0,0,0,0,0,0,4,0,15,0,4,0,0,0,0,0,16,32,44,9,9,8,5,0,0,0,96,0,11,0,0,0,0,0,0,0,5,4,8,0,3,4,0,0,0,0,25,4,3,0,0,0,0,0,0,0,9,81,169,20,22,34,4,3,21,8,370,0,0,3,0,0,0,0,0,0,5
102011031,6,49,0,9,10,0,0,0,0,83,0,25,0,0,0,0,0,0,0,29,89,459,16,56,106,26,0,10,6,764,0,0,0,0,0,0,0,0,0,0,21,39,4,31,46,12,0,0,3,158,24,45,11,60,73,15,0,6,3,242,37,40,44,108,136,27,0,24,5,423,0,0,3,6,13,4,0,3,0,35,12,8,10,20,39,6,0,5,4,95,0,3,0,4,11,6,0,0,3,33,6,10,0,9,14,0,0,0,3,53,222,825,93,314,471,107,8,46,30,2111,0,5,0,0,0,0,0,0,0,7,10,40,0,0,0,0,0,0,0,55,86,211,8,8,19,3,3,0,6,339,0,9,0,0,0,0,0,0,0,13,15,65,4,13,13,0,0,0,0,104,3,29,0,3,5,0,0,0,0,46,212,777,41,81,136,58,5,28,12,1349,0,0,0,0,0,0,0,0,0,5
102011032,14,70,0,29,21,0,0,0,0,124,5,31,0,0,4,0,0,0,0,44,145,747,28,135,160,58,9,33,11,1332,0,0,0,3,0,0,0,0,0,4,35,67,10,51,45,13,6,6,0,229,54,81,21,157,122,34,3,22,9,506,74,80,71,219,205,71,21,67,9,815,12,7,3,7,23,15,0,12,0,85,9,6,0,24,52,11,3,11,0,123,11,17,0,4,10,7,3,5,0,52,4,15,0,10,27,7,0,7,14,73,411,1420,148,697,730,223,51,159,53,3887,0,14,0,0,0,0,0,0,0,19,9,120,0,0,10,0,0,0,3,143,111,431,22,65,71,29,16,28,9,784,6,20,0,3,0,0,0,0,0,32,18,94,4,34,21,4,0,0,0,175,12,48,0,5,5,0,0,0,0,74,301,1309,114,214,229,110,37,80,27,2417,0,4,0,5,0,0,0,0,0,14
102011033,4,20,0,7,0,0,0,0,0,38,0,9,0,0,0,0,0,0,0,10,42,186,9,33,56,11,0,3,6,346,0,0,0,0,0,0,0,0,0,0,21,22,5,18,20,10,0,0,0,97,20,27,9,40,41,19,3,4,0,167,21,16,37,79,84,28,3,14,9,290,4,0,5,10,6,0,5,6,0,25,3,5,0,15,16,0,0,4,0,48,0,0,0,0,5,4,0,0,0,7,0,7,0,0,10,3,0,0,0,23,124,351,69,212,247,75,7,37,21,1145,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,12,24,83,9,4,8,7,0,0,4,140,0,4,0,0,0,0,0,0,0,4,5,21,0,7,7,0,0,4,0,45,3,9,0,0,0,0,0,0,0,12,79,287,31,49,69,24,6,10,4,572,0,0,0,0,0,0,0,0,0,0
102011034,3,19,0,3,0,0,0,0,0,30,4,9,0,0,0,0,0,0,0,14,32,227,4,23,39,13,0,4,5,343,0,0,0,0,6,0,0,0,0,4,6,22,3,27,23,0,0,5,0,88,12,21,9,44,34,3,0,0,4,133,38,34,22,91,85,17,0,0,4,278,0,0,0,5,14,3,0,3,0,27,0,3,0,16,13,4,0,5,0,41,0,0,0,0,4,0,0,0,0,7,0,0,0,5,4,3,0,0,4,21,116,388,45,220,223,57,3,20,15,1079,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,9,26,92,0,3,7,0,0,0,0,135,0,4,0,0,0,0,0,0,0,5,3,25,0,5,0,0,0,0,0,44,5,12,0,0,0,0,0,0,0,16,83,324,19,41,47,18,3,9,8,564,0,0,0,0,6,0,0,0,0,4
102011035,4,25,0,11,6,0,0,0,0,39,3,14,0,0,0,0,0,0,0,13,55,258,8,45,63,12,3,3,3,452,0,0,0,0,0,0,0,0,0,0,5,20,3,12,18,4,0,0,0,72,16,37,9,44,50,17,0,3,0,180,23,25,19,98,75,34,4,15,0,309,4,5,3,3,13,0,0,3,0,27,4,8,5,10,19,3,0,7,0,51,0,6,0,0,4,0,0,0,0,17,5,8,4,0,8,5,0,8,0,33,140,474,52,234,262,84,15,46,7,1318,0,6,0,0,0,0,0,0,0,10,3,25,0,0,0,0,0,0,0,29,25,96,9,7,17,4,5,3,3,164,0,5,0,0,0,0,0,0,0,8,5,31,0,11,3,4,0,0,0,58,6,14,0,0,3,0,0,0,0,26,103,419,23,65,79,18,11,14,9,747,0,0,0,0,0,0,0,0,0,0
102011036,11,24,0,6,6,0,0,0,0,45,4,15,0,0,0,0,0,0,0,16,53,263,16,27,47,10,0,10,4,425,0,0,0,0,0,0,0,0,0,0,9,20,0,19,17,8,0,0,3,81,27,30,15,52,58,17,4,4,5,202,28,31,41,124,93,29,7,18,0,378,5,0,3,3,14,11,0,6,0,47,6,6,4,6,14,4,4,8,0,53,0,3,0,0,3,0,0,0,0,11,3,0,0,6,3,4,0,0,4,20,156,485,87,253,257,86,20,47,14,1406,0,0,0,0,0,0,0,0,0,3,3,29,0,0,0,0,0,0,0,31,39,126,8,7,13,0,0,3,0,197,0,3,0,0,0,0,0,0,0,3,11,36,0,11,6,0,0,0,0,63,8,18,0,0,0,0,0,0,0,26,110,429,31,50,66,27,7,23,8,750,0,0,0,0,0,0,0,0,0,0
102011037,6,36,0,3,9,0,0,0,0,57,3,14,0,4,4,0,0,0,0,21,42,200,0,31,55,14,4,0,3,360,0,0,0,0,0,0,0,0,0,0,17,31,5,18,40,6,6,0,0,120,21,16,3,28,28,8,0,6,0,111,18,22,18,57,53,18,0,17,0,204,0,3,3,6,7,6,0,0,0,27,3,3,0,11,15,5,0,3,0,39,0,7,0,6,6,0,0,4,0,16,0,0,4,0,7,5,0,0,0,16,138,416,38,165,217,68,14,28,7,1093,0,3,0,0,0,0,0,0,0,3,3,34,0,0,0,0,0,0,0,34,42,124,7,10,9,3,0,3,0,203,6,0,0,0,0,0,0,0,0,9,10,47,3,3,6,0,0,0,0,73,5,21,0,3,3,0,0,0,0,37,110,359,20,45,69,32,7,8,3,645,0,0,0,0,0,0,0,0,0,0
102011038,5,22,4,4,0,0,0,0,0,36,9,6,0,0,0,0,0,0,0,11,49,248,6,27,45,11,0,4,3,401,0,0,0,0,0,0,0,0,0,0,11,16,0,16,29,7,0,4,0,87,13,27,6,41,35,11,0,0,0,148,23,19,37,68,100,22,7,12,4,289,4,9,0,3,8,6,0,0,0,26,9,4,0,10,13,7,4,0,0,43,0,0,4,0,5,0,0,0,0,11,0,9,0,12,13,4,0,0,10,44,136,447,67,184,259,65,10,27,21,1204,0,5,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,13,28,92,0,6,9,0,0,0,5,136,0,3,0,0,0,0,0,0,0,3,9,39,4,4,4,0,0,0,0,52,6,10,0,0,0,0,0,0,0,16,94,370,12,49,55,22,3,9,5,626,0,0,0,0,0,0,0,0,0,0
102011039,14,51,0,9,10,0,0,0,0,96,7,19,0,4,0,0,0,0,0,26,129,670,25,81,114,29,0,3,8,1068,0,0,0,4,3,0,0,0,0,7,31,66,7,34,63,14,0,0,3,213,47,67,17,68,101,27,0,9,5,342,39,31,36,100,118,45,7,15,3,403,6,8,0,4,17,5,0,3,0,50,8,5,4,14,45,16,0,3,0,80,6,5,3,0,6,0,0,3,0,23,5,3,3,17,10,6,4,0,8,55,342,1165,101,340,505,152,11,46,27,2690,0,6,0,0,0,0,0,0,0,4,7,74,0,0,0,0,0,0,0,86,120,316,7,16,32,11,0,3,0,502,3,12,0,0,5,0,0,0,0,20,29,83,3,15,9,0,3,0,0,142,13,26,0,4,0,0,0,0,0,44,348,1126,69,127,148,55,7,19,16,1912,0,3,0,3,5,4,0,0,0,7
102011040,11,60,0,22,13,0,0,0,0,112,14,23,0,0,0,0,0,0,0,34,135,570,23,83,136,20,11,5,5,988,0,4,0,4,0,0,0,0,0,6,43,63,15,49,69,11,0,3,3,246,40,78,24,135,122,30,5,12,0,449,76,78,79,302,242,94,16,54,6,938,5,5,0,14,15,7,0,5,0,63,12,14,9,40,53,11,0,15,0,158,0,6,0,5,11,6,0,0,0,29,8,15,6,17,33,16,0,9,10,119,405,1093,156,680,726,198,36,104,32,3439,4,11,0,0,0,0,0,0,0,13,7,70,0,0,0,0,0,3,0,88,103,234,9,13,25,7,4,3,6,397,0,9,0,0,0,0,0,0,0,14,21,92,6,32,18,0,0,0,0,162,14,23,0,0,3,0,0,0,0,45,299,884,65,127,184,55,27,25,23,1676,0,0,3,4,0,0,0,0,0,16
102011041,7,38,0,7,11,0,0,0,0,71,8,14,0,0,0,0,0,0,0,24,85,446,14,58,103,15,0,15,5,733,0,0,0,0,0,0,0,0,0,0,32,36,5,23,38,9,0,0,0,135,29,42,17,59,65,18,0,5,3,245,32,30,27,78,79,37,6,11,3,307,3,6,0,3,19,6,0,5,0,34,7,0,0,12,44,13,0,5,0,82,0,5,0,0,10,4,0,0,0,15,3,10,0,3,10,0,0,0,5,38,234,770,73,250,388,103,10,40,20,1882,0,0,0,0,0,0,0,0,0,5,5,56,0,0,0,0,0,0,0,61,74,201,13,7,11,3,0,0,7,322,6,6,0,0,0,0,0,0,0,7,13,66,0,7,11,0,0,0,0,100,9,18,0,0,0,0,0,0,0,38,208,712,36,92,129,30,8,16,7,1232,0,0,0,0,0,0,0,0,0,0
102011042,3,33,0,19,4,0,0,0,0,65,8,9,0,0,5,0,0,0,0,20,83,283,17,49,72,19,4,10,7,541,0,0,0,5,3,0,0,0,0,7,18,36,13,28,42,3,4,3,0,147,33,49,17,86,55,14,7,7,6,268,25,48,49,180,143,46,11,34,6,551,0,0,4,13,15,13,4,11,0,53,6,6,3,14,22,6,0,6,3,73,3,5,0,0,7,0,0,0,0,21,4,9,0,3,11,3,0,0,5,38,207,607,106,400,392,120,24,76,30,1968,0,10,0,0,0,0,0,0,0,8,7,35,0,0,0,0,0,0,0,39,60,164,5,10,25,9,3,3,0,282,5,7,0,0,0,0,0,0,0,12,5,47,0,21,5,0,0,0,0,88,12,10,0,0,5,0,0,0,0,31,170,509,43,63,104,34,15,12,7,965,0,0,0,5,3,0,0,0,0,7
102011043,10,29,6,17,9,0,0,0,0,67,0,17,0,3,0,0,0,0,0,21,55,316,4,58,59,20,0,4,0,525,0,0,0,0,0,0,0,0,0,6,16,26,3,16,24,12,0,3,5,109,20,28,15,69,50,17,0,7,0,215,42,44,44,111,119,40,10,34,10,442,7,4,3,8,14,10,3,6,0,58,10,8,0,19,19,7,0,5,3,67,0,4,0,0,0,0,0,0,0,9,0,15,3,8,10,9,0,4,3,50,192,568,84,306,331,112,22,76,20,1711,0,3,0,0,0,0,0,0,0,4,5,23,0,0,0,0,0,0,0,32,42,119,5,9,24,4,0,5,0,213,0,5,0,0,0,0,0,0,0,8,11,42,3,14,9,0,0,0,0,90,0,24,0,3,5,0,0,0,0,28,97,467,35,84,83,27,16,26,6,842,5,0,0,0,0,0,0,0,0,7
102021044,4,52,0,29,7,0,0,0,0,102,6,26,0,7,0,0,0,0,0,35,116,671,18,88,100,28,0,10,11,1048,0,0,0,6,0,0,0,0,0,6,25,58,3,37,41,12,3,8,0,189,59,84,22,160,107,37,8,15,4,491,69,75,93,310,275,97,23,71,8,1022,8,8,5,10,24,20,0,8,0,89,5,6,4,30,49,22,0,9,5,131,4,8,0,8,9,0,0,3,0,27,7,16,4,23,17,9,4,5,7,94,325,1133,160,706,646,232,39,114,31,3400,0,0,0,0,0,0,0,0,0,5,3,17,0,0,0,0,0,0,0,21,49,178,3,16,16,11,0,0,0,269,0,4,0,0,0,0,0,0,0,12,12,76,0,31,7,3,4,0,0,136,5,33,0,6,3,0,0,0,0,47,210,958,50,134,129,49,6,26,19,1589,0,0,0,6,0,0,0,0,0,4
102021045,4,5,0,13,3,0,0,0,0,31,0,4,0,0,0,0,0,0,0,12,26,140,5,26,21,4,3,3,0,230,0,0,0,0,0,0,0,0,0,0,9,12,5,11,21,6,0,0,0,57,22,36,12,102,43,18,4,10,0,246,52,35,57,227,162,59,6,50,8,659,3,0,0,6,13,14,0,4,5,48,0,7,0,20,8,7,3,7,0,65,0,6,0,0,6,3,0,0,0,18,6,3,0,14,8,9,3,0,8,50,129,267,89,431,282,131,26,85,23,1453,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,15,24,0,6,7,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,13,0,16,3,0,0,4,0,39,6,9,0,0,0,0,0,0,0,15,41,205,18,35,29,13,13,9,3,361,0,0,0,0,4,0,0,0,0,5
102021046,3,15,0,7,0,0,0,0,0,32,5,15,0,0,0,0,0,0,0,18,30,192,9,29,27,15,0,4,3,304,0,5,0,0,0,0,0,0,0,6,16,17,0,27,12,5,0,3,0,77,15,24,7,62,54,13,4,9,0,194,26,29,43,177,101,44,8,20,0,455,5,4,3,11,13,3,0,0,0,38,4,4,9,13,17,9,4,0,0,64,0,8,0,0,5,0,0,0,0,17,3,3,0,5,9,0,0,5,8,32,109,364,72,332,248,94,16,44,12,1295,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,8,17,53,0,0,3,0,0,0,0,77,0,6,0,0,0,0,0,0,0,0,8,19,0,7,0,0,0,5,0,38,7,19,0,0,0,0,0,0,0,26,53,279,12,35,37,18,6,9,4,455,0,4,0,0,0,0,0,0,0,6
102021047,8,35,0,21,9,0,0,0,0,76,5,21,0,6,3,0,0,0,0,30,68,432,11,73,85,22,0,10,8,713,0,0,0,0,0,0,0,0,0,0,21,45,3,36,44,13,3,11,0,175,61,60,15,116,102,27,4,7,3,392,62,53,84,232,227,70,17,33,9,780,0,3,4,11,32,8,0,5,0,67,12,9,0,30,39,17,7,8,0,114,0,3,0,3,7,5,0,0,0,25,4,11,5,16,15,5,0,5,9,73,263,804,131,542,573,165,37,85,30,2618,0,3,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,23,40,163,3,13,9,4,0,0,6,243,0,10,0,0,3,0,0,0,0,17,15,46,0,21,10,0,0,0,0,98,7,29,0,4,3,0,0,0,0,45,163,633,33,102,109,43,10,19,6,1124,0,0,0,0,0,0,0,0,0,0
102021048,9,29,0,27,0,0,0,0,0,72,4,18,0,4,0,0,0,0,0,20,54,357,12,63,63,17,6,9,4,596,0,0,0,3,0,0,0,0,3,3,18,32,4,29,33,8,3,9,0,134,37,46,22,164,100,34,3,8,7,428,73,87,102,413,256,114,15,73,14,1147,6,0,10,22,39,14,9,15,0,117,6,7,6,27,22,18,3,16,0,112,3,4,5,8,8,0,0,3,0,30,3,9,0,24,9,13,5,8,7,79,237,687,157,796,551,227,38,151,38,2885,0,3,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,15,36,122,9,15,8,6,5,4,3,199,0,0,0,0,0,0,0,0,0,3,12,45,5,28,3,3,0,0,0,96,4,21,0,4,0,0,0,0,0,26,88,488,36,89,85,30,17,27,4,864,0,0,0,4,0,0,0,0,3,5
102021049,3,13,0,4,3,0,0,0,0,24,0,5,0,0,0,0,0,0,0,6,33,112,0,18,20,11,0,0,0,197,0,0,0,0,0,0,0,0,0,0,10,19,0,9,13,4,0,3,4,62,17,6,5,16,13,3,0,3,4,66,13,11,14,25,41,7,0,9,4,119,0,0,0,0,15,5,0,0,0,22,4,0,0,0,9,0,0,0,3,22,0,0,0,0,0,0,0,0,0,5,0,6,0,7,3,0,0,0,0,11,93,197,24,82,126,28,0,14,12,580,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,18,17,35,0,0,4,0,0,0,0,67,0,7,0,0,0,0,0,0,0,3,3,17,4,4,3,0,0,0,0,24,4,8,0,0,0,0,0,0,0,12,74,154,11,27,22,17,0,4,0,313,0,0,0,0,0,0,0,0,0,0
